A;RTSALEDATA;267;20251222 01:11;VALNET;
B;267;1964687;1;20251222 01:11;;;25;ROWLEY ST;CAMPERDOWN;2050;126.5;M;20251108;20251216;2290000;R2;R;RESIDENCE;;EPL;;;AV721438;
C;267;1964687;1;20251222 01:11;A/908875;
D;267;1964687;1;20251222 01:11;P;;;;;;
D;267;1964687;1;20251222 01:11;P;;;;;;
D;267;1964687;1;20251222 01:11;V;;;;;;
D;267;1964687;1;20251222 01:11;V;;;;;;
B;267;1959718;2;20251222 01:11;;20;23;MYRA RD;DULWICH HILL;2203;;;20251119;20251212;805000;;R;RESIDENCE;20;;;;AV707111;
C;267;1959718;2;20251222 01:11;20/SP9567;
D;267;1959718;2;20251222 01:11;P;;;;;;
D;267;1959718;2;20251222 01:11;V;;;;;;
B;267;1959778;3;20251222 01:11;;8;11;MYRA RD;DULWICH HILL;2203;;;20251124;20251215;940000;;R;RESIDENCE;7;;;;AV715480;
C;267;1959778;3;20251222 01:11;7/SP7587;
D;267;1959778;3;20251222 01:11;P;;;;;;
D;267;1959778;3;20251222 01:11;P;;;;;;
D;267;1959778;3;20251222 01:11;V;;;;;;
B;267;2782125;4;20251222 01:11;;402;27;MARGARET ST;ROZELLE;2039;;;20251114;20251216;880000;;R;RESIDENCE;67;;;;AV721422;
C;267;2782125;4;20251222 01:11;67/SP68208;
D;267;2782125;4;20251222 01:11;P;;;;;;
D;267;2782125;4;20251222 01:11;V;;;;;;
D;267;2782125;4;20251222 01:11;V;;;;;;
B;267;2926026;5;20251222 01:11;CITADEL APARTMENTS;106;1;PHILLIP ST;PETERSHAM;2049;26;M;20251031;20251212;325000;;R;RESIDENCE;8;;;;AV709257;
C;267;2926026;5;20251222 01:11;8/SP67607;
D;267;2926026;5;20251222 01:11;P;;;;;;
D;267;2926026;5;20251222 01:11;V;;;;;;
D;267;2926026;5;20251222 01:11;V;;;;;;
B;267;1914840;6;20251222 01:11;;8;245;BALMAIN RD;LILYFIELD;2040;;;20250916;20251215;1615000;;R;RESIDENCE;8;;;;AV715458;
C;267;1914840;6;20251222 01:11;8/SP67629;
D;267;1914840;6;20251222 01:11;P;;;;;;
D;267;1914840;6;20251222 01:11;P;;;;;;
D;267;1914840;6;20251222 01:11;V;;;;;;
D;267;1914840;6;20251222 01:11;V;;;;;;
B;267;2782125;7;20251222 01:11;;303;29;MARGARET ST;ROZELLE;2039;;;20251029;20251212;3050000;;R;RESIDENCE;9;;;;AV712207;
C;267;2782125;7;20251222 01:11;9/SP68208;
D;267;2782125;7;20251222 01:11;P;;;;;;
D;267;2782125;7;20251222 01:11;P;;;;;;
D;267;2782125;7;20251222 01:11;V;;;;;;
D;267;2782125;7;20251222 01:11;V;;;;;;
B;267;2906615;8;20251222 01:11;;;94;GLASSOP ST;BALMAIN;2041;215;M;20251009;20251216;3560000;R1;R;RESIDENCE;;ECC;;;AV723500;
C;267;2906615;8;20251222 01:11;1/1041206;
D;267;2906615;8;20251222 01:11;P;;;;;;
D;267;2906615;8;20251222 01:11;V;;;;;;
D;267;2906615;8;20251222 01:11;V;;;;;;
B;267;2998637;9;20251222 01:11;;14;2;LACKEY ST;SUMMER HILL;2130;;;20251105;20251217;900000;;R;RESIDENCE;14;;;;AV728082;
C;267;2998637;9;20251222 01:11;14/SP69481;
D;267;2998637;9;20251222 01:11;P;;;;;;
D;267;2998637;9;20251222 01:11;V;;;;;;
B;267;3398961;10;20251222 01:11;CRAGO FLOUR MILL STUDIOS;208;3;GLADSTONE ST;NEWTOWN;2042;;;20251117;20251215;550000;;3;OFFICE;21;;;;AV716362;
C;267;3398961;10;20251222 01:11;21/SP80980;
D;267;3398961;10;20251222 01:11;P;;;;;;
D;267;3398961;10;20251222 01:11;V;;;;;;
B;267;3512427;11;20251222 01:11;;43;553;NEW CANTERBURY RD;DULWICH HILL;2203;;;20251105;20251217;865000;;R;RESIDENCE;43;;;;AV728879;
C;267;3512427;11;20251222 01:11;43/SP83603;
D;267;3512427;11;20251222 01:11;P;;;;;;
D;267;3512427;11;20251222 01:11;V;;;;;;
B;267;4186996;12;20251222 01:11;;904;5;MUNGO SCOTT PL;SUMMER HILL;2130;131;M;20251101;20251218;1615000;;R;RESIDENCE;135;;;;AV733518;
C;267;4186996;12;20251222 01:11;135/SP98375;
D;267;4186996;12;20251222 01:11;P;;;;;;
D;267;4186996;12;20251222 01:11;V;;;;;;
B;267;4161517;13;20251222 01:11;G;9;11;OSGOOD AVE;MARRICKVILLE;2204;67;M;20251103;20251215;739000;;R;RESIDENCE;9;;;;AV718572;
C;267;4161517;13;20251222 01:11;9/SP98393;
D;267;4161517;13;20251222 01:11;P;;;;;;
D;267;4161517;13;20251222 01:11;V;;;;;;
D;267;4161517;13;20251222 01:11;V;;;;;;
B;267;4252141;14;20251222 01:11;;;7;EMPIRE ST;HABERFIELD;2045;696.8;M;20251211;20251216;744000;R2;R;RESIDENCE;;EHH;;;AV721773;
C;267;4252141;14;20251222 01:11;53/1252132;
D;267;4252141;14;20251222 01:11;P;;;;;;
D;267;4252141;14;20251222 01:11;P;;;;;;
D;267;4252141;14;20251222 01:11;P;;;;;;
D;267;4252141;14;20251222 01:11;V;;;;;;
D;267;4252141;14;20251222 01:11;V;;;;;;
D;267;4252141;14;20251222 01:11;V;;;;;;
B;267;6026670;15;20251222 01:11;;1;52;HENSON ST;SUMMER HILL;2130;72;M;20251115;20251217;1330000;;R;RESIDENCE;1;;;;AV732502;
C;267;6026670;15;20251222 01:11;1/SP84949;
D;267;6026670;15;20251222 01:11;P;;;;;;
D;267;6026670;15;20251222 01:11;V;;;;;;
D;267;6026670;15;20251222 01:11;V;;;;;;
B;267;6026670;16;20251222 01:11;;3;52;HENSON ST;SUMMER HILL;2130;72;M;20251115;20251215;1305000;;R;RESIDENCE;3;;;;AV720074;
C;267;6026670;16;20251222 01:11;3/SP84949;
D;267;6026670;16;20251222 01:11;P;;;;;;
D;267;6026670;16;20251222 01:11;P;;;;;;
D;267;6026670;16;20251222 01:11;V;;;;;;
D;267;6026670;16;20251222 01:11;V;;;;;;
B;267;6026670;17;20251222 01:11;;4;52;HENSON ST;SUMMER HILL;2130;71;M;20251115;20251218;1200000;;R;RESIDENCE;4;;;;AV737422;
C;267;6026670;17;20251222 01:11;4/SP84949;
D;267;6026670;17;20251222 01:11;P;;;;;;
D;267;6026670;17;20251222 01:11;P;;;;;;
D;267;6026670;17;20251222 01:11;V;;;;;;
D;267;6026670;17;20251222 01:11;V;;;;;;
B;267;1295312;18;20251222 01:11;;10;72;CHARLOTTE ST;ASHFIELD;2131;;;20251101;20251215;743000;;R;RESIDENCE;10;;;;AV716438;
C;267;1295312;18;20251222 01:11;10/SP3971;
D;267;1295312;18;20251222 01:11;P;;;;;;
D;267;1295312;18;20251222 01:11;V;;;;;;
B;267;1298018;19;20251222 01:11;;15;1;GOWER ST;SUMMER HILL;2130;;;20251203;20251218;362500;;R;RESIDENCE;15;;;;AV739855;
C;267;1298018;19;20251222 01:11;15/SP9566;
D;267;1298018;19;20251222 01:11;P;;;;;;
D;267;1298018;19;20251222 01:11;V;;;;;;
D;267;1298018;19;20251222 01:11;V;;;;;;
B;267;1298035;20;20251222 01:11;;10;3;GOWER ST;SUMMER HILL;2130;;;20251107;20251215;1020000;;R;RESIDENCE;10;;;;AV717707;
C;267;1298035;20;20251222 01:11;10/SP6518;
D;267;1298035;20;20251222 01:11;P;;;;;;
D;267;1298035;20;20251222 01:11;P;;;;;;
D;267;1298035;20;20251222 01:11;V;;;;;;
D;267;1298035;20;20251222 01:11;V;;;;;;
B;267;1295406;21;20251222 01:11;;30;11;CHURCH ST;ASHFIELD;2131;;;20250718;20250901;335000;;R;RESIDENCE;30;;;;AV382198;
C;267;1295406;21;20251222 01:11;30/SP18211;
D;267;1295406;21;20251222 01:11;P;;;;;;
D;267;1295406;21;20251222 01:11;V;;;;;;
