A;RTSALEDATA;187;20251222 01:09;VALNET;
B;187;4238817;1;20251222 01:09;;;5;SIFFLEET TCE;GUNNEDAH;2380;739.4;M;20251205;20251216;35000;R2;R;RESIDENCE;;AAS;;;AV722580;
C;187;4238817;1;20251222 01:09;1015/1256717;
D;187;4238817;1;20251222 01:09;P;;;;;;
D;187;4238817;1;20251222 01:09;V;;;;;;
D;187;4238817;1;20251222 01:09;V;;;;;;
B;187;6013027;2;20251222 01:09;;;237;STOCK RD;GUNNEDAH;2380;3000;M;20251126;20251217;250000;R5;V;VACANT LAND;;RFA;;;AV727114;
C;187;6013027;2;20251222 01:09;101/1312829;
D;187;6013027;2;20251222 01:09;P;;;;;;
D;187;6013027;2;20251222 01:09;V;;;;;;
D;187;6013027;2;20251222 01:09;V;;;;;;
B;187;6013028;3;20251222 01:09;;;241;STOCK RD;GUNNEDAH;2380;3000;M;20251126;20251217;260000;R5;V;VACANT LAND;;RFA;;;AV727087;
C;187;6013028;3;20251222 01:09;102/1312829;
D;187;6013028;3;20251222 01:09;P;;;;;;
D;187;6013028;3;20251222 01:09;P;;;;;;
D;187;6013028;3;20251222 01:09;V;;;;;;
D;187;6013028;3;20251222 01:09;V;;;;;;
B;187;4529053;4;20251222 01:09;;;238;KELVIN RD;GUNNEDAH;2380;22.36;H;20251114;20251218;400000;RU1;V;VACANT LAND;;RFL;;;AV734930;
C;187;4529053;4;20251222 01:09;6/31837;
D;187;4529053;4;20251222 01:09;P;;;;;;
D;187;4529053;4;20251222 01:09;P;;;;;;
D;187;4529053;4;20251222 01:09;V;;;;;;
D;187;4529053;4;20251222 01:09;V;;;;;;
D;187;4529053;4;20251222 01:09;V;;;;;;
B;187;4569890;5;20251222 01:09;;;171;GEORGE ST;GUNNEDAH;2380;665;M;20251031;20251212;160000;R2;V;VACANT LAND;;AAS;;;AV710344;
C;187;4569890;5;20251222 01:09;20/1302797;
D;187;4569890;5;20251222 01:09;P;;;;;;
D;187;4569890;5;20251222 01:09;P;;;;;;
