A;RTSALEDATA;263;20251222 01:11;VALNET;
B;263;2947303;1;20251222 01:11;;;48;KENNEDY ST;HOWLONG;2643;1502;M;20250919;20251218;585000;R1;R;RESIDENCE;;AHA;;;AV734586;
C;263;2947303;1;20251222 01:11;16/1046521;
D;263;2947303;1;20251222 01:11;P;;;;;;
D;263;2947303;1;20251222 01:11;P;;;;;;
D;263;2947303;1;20251222 01:11;V;;;;;;
D;263;2947303;1;20251222 01:11;V;;;;;;
D;263;2947303;1;20251222 01:11;V;;;;;;
D;263;2947303;1;20251222 01:11;V;;;;;;
B;263;3442116;2;20251222 01:11;;;74;CHURCH ST;COROWA;2646;5326;M;20250930;20251217;1000000;R1;R;RESIDENCE;;ACS;;;AV727968;
C;263;3442116;2;20251222 01:11;1/256882 22/599364 18, 19, 20/16/758296;
D;263;3442116;2;20251222 01:11;P;;;;;;
D;263;3442116;2;20251222 01:11;V;;;;;;
D;263;3442116;2;20251222 01:11;V;;;;;;
B;263;4142863;3;20251222 01:11;EMRO;;2043;BOREE CREEK RD;BOREE CREEK;2652;223.9;H;20251114;20251216;2544982;RU1;3;FARM;;RRX;;;AV723312;
C;263;4142863;3;20251222 01:11;445/1244157;
D;263;4142863;3;20251222 01:11;P;;;;;;
D;263;4142863;3;20251222 01:11;V;;;;;;
D;263;4142863;3;20251222 01:11;V;;;;;;
B;263;515685;4;20251222 01:11;;;33;ISABEL ST;COROWA;2646;1214;M;20251208;20251217;340742;R1;R;RESIDENCE;;ACE;;;AV726984;
C;263;515685;4;20251222 01:11;45, 46/37714;
D;263;515685;4;20251222 01:11;P;;;;;;
D;263;515685;4;20251222 01:11;V;;;;;;
D;263;515685;4;20251222 01:11;V;;;;;;
B;263;514818;5;20251222 01:11;;;102;CHURCH ST;COROWA;2646;1012;M;20251121;20251212;495000;R2;R;RESIDENCE;;LCS;;;AV706576;
C;263;514818;5;20251222 01:11;81/771764;
D;263;514818;5;20251222 01:11;P;;;;;;
D;263;514818;5;20251222 01:11;P;;;;;;
D;263;514818;5;20251222 01:11;V;;;;;;
D;263;514818;5;20251222 01:11;V;;;;;;
B;263;517531;6;20251222 01:11;;;63;BAYLY ST;MULWALA;2647;600;M;20251110;20251218;460000;R1;R;RESIDENCE;;AMR;;;AV734653;
C;263;517531;6;20251222 01:11;73/592557;
D;263;517531;6;20251222 01:11;P;;;;;;
D;263;517531;6;20251222 01:11;V;;;;;;
B;263;517543;7;20251222 01:11;;;262;BAYLY ST;MULWALA;2647;1.02;H;20251118;20251215;350000;R2;V;VACANT LAND;;LMS;;;AV716523;
C;263;517543;7;20251222 01:11;132/842119;
D;263;517543;7;20251222 01:11;P;;;;;;
D;263;517543;7;20251222 01:11;P;;;;;;
D;263;517543;7;20251222 01:11;V;;;;;;
D;263;517543;7;20251222 01:11;V;;;;;;
