A;RTSALEDATA;560;20251229 01:09;VALNET;
B;560;528721;1;20251229 01:09;;;714;STONEHAVEN RD;HOLBROOK;2644;323.3;H;20251118;20251217;4000000;RU1;3;FARM;;RNC;;;AV728951;
C;560;528721;1;20251229 01:09;119/43206;
D;560;528721;1;20251229 01:09;P;;;;;;
D;560;528721;1;20251229 01:09;P;;;;;;
D;560;528721;1;20251229 01:09;V;;;;;;
B;560;3881807;2;20251229 01:09;;;27;KLEEMANS RD;HENTY;2658;11.65;H;20251114;20251219;1275000;RU1;R;RESIDENCE;;HNC;;;AV747059;
C;560;3881807;2;20251229 01:09;4/1212990;
D;560;3881807;2;20251229 01:09;P;;;;;;
D;560;3881807;2;20251229 01:09;P;;;;;;
D;560;3881807;2;20251229 01:09;V;;;;;;
D;560;3881807;2;20251229 01:09;V;;;;;;
B;560;4313608;3;20251229 01:09;;;10;BROWNRIGG ST;MORVEN;2660;8.237;H;20251211;20251222;450000;R5;V;VACANT LAND;;LSR;;;AV754051;
C;560;4313608;3;20251229 01:09;191/257061 170, 177, 178/753751;
D;560;4313608;3;20251229 01:09;P;;;;;;
D;560;4313608;3;20251229 01:09;P;;;;;;
D;560;4313608;3;20251229 01:09;V;;;;;;
Z;18;3;3;10;
