A;RTSALEDATA;240;20251229 01:08;VALNET;
B;240;2637465;1;20251229 01:08;;;6;IRIS ST;GILGANDRA;2827;620;M;20251203;20251222;350000;R1;R;RESIDENCE;;GSR;;;AV753535;
C;240;2637465;1;20251229 01:08;5/258404;
D;240;2637465;1;20251229 01:08;P;;;;;;
D;240;2637465;1;20251229 01:08;V;;;;;;
Z;6;1;1;2;
