A;RTSALEDATA;188;20251229 01:07;VALNET;
B;188;3413870;1;20251229 01:07;;;2;RING ST;INVERELL;2360;6614;M;20251204;20251219;550000;E4;3;COMMERCIAL;;ILI;;;AV750868;
C;188;3413870;1;20251229 01:07;5B/157763 1/160845 6, 7, 8, 9, 10/770443;
D;188;3413870;1;20251229 01:07;P;;;;;;
D;188;3413870;1;20251229 01:07;V;;;;;;
B;188;3059935;2;20251229 01:07;RIVERVIEW;;3654;TARWOONA RD;CAMP CREEK;4385;82.9;H;20251117;20251219;1354500;RU1;3;FARM;;RRJ;;;AV751089;
C;188;3059935;2;20251229 01:07;24/43353;
D;188;3059935;2;20251229 01:07;P;;;;;;
D;188;3059935;2;20251229 01:07;V;;;;;;
B;188;3534327;3;20251229 01:07;;;15;STAINFIELD DR;INVERELL;2360;900.3;M;20251119;20251219;850000;R1;R;RESIDENCE;;ATD;;;AV748594;
C;188;3534327;3;20251229 01:07;34/1154940;
D;188;3534327;3;20251229 01:07;P;;;;;;
D;188;3534327;3;20251229 01:07;P;;;;;;
D;188;3534327;3;20251229 01:07;V;;;;;;
B;188;4579809;4;20251229 01:07;;;;DELUNGRA BYPASS RD;DELUNGRA;2403;186.956;H;20251126;20251219;2575000;RU1;3;FARM;;RRB;;;AV748770;
C;188;4579809;4;20251229 01:07;9, 11, 152, 153/754863;
D;188;4579809;4;20251229 01:07;P;;;;;;
D;188;4579809;4;20251229 01:07;V;;;;;;
D;188;4579809;4;20251229 01:07;V;;;;;;
B;188;1857990;5;20251229 01:07;;;9;EAST ST;INVERELL;2360;992.7;M;20251128;20251219;280000;R1;R;RESIDENCE;;ATA;;;AV742051;
C;188;1857990;5;20251229 01:07;2B/390783;
D;188;1857990;5;20251229 01:07;P;;;;;;
D;188;1857990;5;20251229 01:07;V;;;;;;
B;188;1858166;6;20251229 01:07;;;47;FROUDE ST;INVERELL;2360;809.7;M;20251203;20251219;480000;R1;R;RESIDENCE;;ATD;;;AV745018;
C;188;1858166;6;20251229 01:07;49/259258;
D;188;1858166;6;20251229 01:07;P;;;;;;
D;188;1858166;6;20251229 01:07;P;;;;;;
D;188;1858166;6;20251229 01:07;V;;;;;;
B;188;1858623;7;20251229 01:07;;;26;GRANVILLE ST;INVERELL;2360;1182;M;20251107;20251222;490000;R1;R;RESIDENCE;;ATA;;;AV753154;
C;188;1858623;7;20251229 01:07;2/313584;
D;188;1858623;7;20251229 01:07;P;;;;;;
D;188;1858623;7;20251229 01:07;V;;;;;;
B;188;1858840;8;20251229 01:07;;;20;HERBERT ST;INVERELL;2360;835;M;20251202;20251219;440000;R1;R;RESIDENCE;;ATE;;;AV745125;
C;188;1858840;8;20251229 01:07;2/5/18001;
D;188;1858840;8;20251229 01:07;P;;;;;;
D;188;1858840;8;20251229 01:07;V;;;;;;
D;188;1858840;8;20251229 01:07;V;;;;;;
B;188;1856339;9;20251229 01:07;RIVERLANDS;;3620;TARWOONA RD;CAMP CREEK;4385;129.5;H;20251117;20251219;1354500;RU1;3;FARM;;RRJ;;;AV751089;
C;188;1856339;9;20251229 01:07;3/750094;
D;188;1856339;9;20251229 01:07;P;;;;;;
D;188;1856339;9;20251229 01:07;V;;;;;;
B;188;1856343;10;20251229 01:07;KEETAH DOWNES - HOMESTEAD;;;TARWOONA RD;CAMP CREEK;4385;305.6;H;20251117;20251219;1354500;RU1;3;FARM;;RRJ;;;AV751089;
C;188;1856343;10;20251229 01:07;23/43353;
D;188;1856343;10;20251229 01:07;P;;;;;;
D;188;1856343;10;20251229 01:07;V;;;;;;
B;188;1856767;11;20251229 01:07;;;7;ALLAMBIE CRES;INVERELL;2360;806;M;20251117;20251219;679000;R1;R;RESIDENCE;;ATE;;;AV748597;
C;188;1856767;11;20251229 01:07;15/249512;
D;188;1856767;11;20251229 01:07;P;;;;;;
D;188;1856767;11;20251229 01:07;V;;;;;;
D;188;1856767;11;20251229 01:07;V;;;;;;
B;188;1859643;12;20251229 01:07;;;21;MITCHELL CRES;INVERELL;2360;1442;M;20251204;20251219;810000;R1;R;RESIDENCE;;ATE;;;AV744426;
C;188;1859643;12;20251229 01:07;7/17592;
D;188;1859643;12;20251229 01:07;P;;;;;;
D;188;1859643;12;20251229 01:07;P;;;;;;
D;188;1859643;12;20251229 01:07;V;;;;;;
D;188;1859643;12;20251229 01:07;V;;;;;;
B;188;1854748;13;20251229 01:07;;;44;BUKKULLA ST;ASHFORD;2361;2023;M;20251113;20251219;200000;RU5;R;RESIDENCE;;ZVA;;;AV741230;
C;188;1854748;13;20251229 01:07;1/5/758036;
D;188;1854748;13;20251229 01:07;P;;;;;;
D;188;1854748;13;20251229 01:07;P;;;;;;
D;188;1854748;13;20251229 01:07;V;;;;;;
D;188;1854748;13;20251229 01:07;V;;;;;;
Z;63;13;13;35;
