A;RTSALEDATA;152;20251229 01:07;VALNET;
B;152;2983994;1;20251229 01:07;;;;WALTERS RD;UPPER ORARA;2450;40;H;20251211;20251223;500000;RU2;V;VACANT LAND;;RRC;;;AV756892;
C;152;2983994;1;20251229 01:07;2/1048676;
D;152;2983994;1;20251229 01:07;P;;;;;;
D;152;2983994;1;20251229 01:07;V;;;;;;
D;152;2983994;1;20251229 01:07;V;;;;;;
B;152;4230004;2;20251229 01:07;;;27;ADMIRALTY DR;SAFETY BEACH;2456;877.8;M;20251209;20251219;1075000;R2;R;RESIDENCE;;ASF;;;AV742626;
C;152;4230004;2;20251229 01:07;205/1255545;
D;152;4230004;2;20251229 01:07;P;;;;;;
D;152;4230004;2;20251229 01:07;P;;;;;;
D;152;4230004;2;20251229 01:07;V;;;;;;
D;152;4230004;2;20251229 01:07;V;;;;;;
B;152;1701501;3;20251229 01:07;;;17;GRANT CL;COFFS HARBOUR;2450;771.4;M;20251205;20251219;780000;R2;R;RESIDENCE;;ACH;;;AV744967;
C;152;1701501;3;20251229 01:07;30/260770;
D;152;1701501;3;20251229 01:07;P;;;;;;
D;152;1701501;3;20251229 01:07;V;;;;;;
D;152;1701501;3;20251229 01:07;V;;;;;;
B;152;1693708;4;20251229 01:07;;2;20;WERAMBIE ST;TOORMINA;2452;;;20251119;20251222;435000;;R;RESIDENCE;2;;;;AV751674;
C;152;1693708;4;20251229 01:07;2/SP19198;
D;152;1693708;4;20251229 01:07;P;;;;;;
D;152;1693708;4;20251229 01:07;P;;;;;;
D;152;1693708;4;20251229 01:07;V;;;;;;
B;152;1688438;5;20251229 01:07;;;129;GRAFTON ST;NANA GLEN;2450;2.536;H;20251119;20251219;975000;RU2;R;RESIDENCE;;RRA;;;AV743487;
C;152;1688438;5;20251229 01:07;4/727412;
D;152;1688438;5;20251229 01:07;P;;;;;;
D;152;1688438;5;20251229 01:07;P;;;;;;
D;152;1688438;5;20251229 01:07;V;;;;;;
B;152;1688695;6;20251229 01:07;;;240;LURCOCKS RD;NANA GLEN;2450;1.9;H;20250921;20251219;835000;RU2;R;RESIDENCE;;RRA;;;AV741262;
C;152;1688695;6;20251229 01:07;538/599330;
D;152;1688695;6;20251229 01:07;P;;;;;;
D;152;1688695;6;20251229 01:07;P;;;;;;
D;152;1688695;6;20251229 01:07;V;;;;;;
B;152;1696794;7;20251229 01:07;;;8;LAUREL ST;KORORA;2450;676.6;M;20251031;20251219;968000;R2;R;RESIDENCE;;AKR;;;AV746048;
C;152;1696794;7;20251229 01:07;11/241169;
D;152;1696794;7;20251229 01:07;P;;;;;;
D;152;1696794;7;20251229 01:07;P;;;;;;
D;152;1696794;7;20251229 01:07;V;;;;;;
D;152;1696794;7;20251229 01:07;V;;;;;;
B;152;1691919;8;20251229 01:07;;;7;HARVIE DR;BOAMBEE EAST;2452;700.6;M;20251107;20251219;840000;R2;R;RESIDENCE;;ABT;;;AV749608;
C;152;1691919;8;20251229 01:07;406/261243;
D;152;1691919;8;20251229 01:07;P;;;;;;
D;152;1691919;8;20251229 01:07;P;;;;;;
D;152;1691919;8;20251229 01:07;V;;;;;;
D;152;1691919;8;20251229 01:07;V;;;;;;
B;152;1691932;9;20251229 01:07;;;38;HARVIE DR;BOAMBEE EAST;2452;814;M;20251117;20251222;1295000;R2;R;RESIDENCE;;ABT;;;AV754129;
C;152;1691932;9;20251229 01:07;16/778036;
D;152;1691932;9;20251229 01:07;P;;;;;;
D;152;1691932;9;20251229 01:07;V;;;;;;
D;152;1691932;9;20251229 01:07;V;;;;;;
B;152;1697529;10;20251229 01:07;;;45;APOLLO DR;COFFS HARBOUR;2450;923.3;M;20251210;20251219;855000;R2;R;RESIDENCE;;ACH;;;AV743201;
C;152;1697529;10;20251229 01:07;37/263407;
D;152;1697529;10;20251229 01:07;P;;;;;;
D;152;1697529;10;20251229 01:07;P;;;;;;
D;152;1697529;10;20251229 01:07;V;;;;;;
D;152;1697529;10;20251229 01:07;V;;;;;;
D;152;1697529;10;20251229 01:07;V;;;;;;
B;152;1695422;11;20251229 01:07;;;274;SOUTH BOAMBEE RD;BOAMBEE;2450;8094;M;20251023;20251222;1325000;RU2;R;RESIDENCE;;RRS;;;AV754534;
C;152;1695422;11;20251229 01:07;22/632079;
D;152;1695422;11;20251229 01:07;P;;;;;;
D;152;1695422;11;20251229 01:07;V;;;;;;
D;152;1695422;11;20251229 01:07;V;;;;;;
B;152;1700905;12;20251229 01:07;;8;24;FITZGERALD ST;COFFS HARBOUR;2450;;;20251208;20251219;710000;;R;RESIDENCE;3;;;;AV744252;
C;152;1700905;12;20251229 01:07;3/SP61115;
D;152;1700905;12;20251229 01:07;P;;;;;;
D;152;1700905;12;20251229 01:07;P;;;;;;
D;152;1700905;12;20251229 01:07;V;;;;;;
B;152;1690367;13;20251229 01:07;;4;6;CORAMBARA CRES;TOORMINA;2452;;;20251119;20251219;417000;;R;RESIDENCE;4;;;;AV744258;
C;152;1690367;13;20251229 01:07;4/SP10318;
D;152;1690367;13;20251229 01:07;P;;;;;;
D;152;1690367;13;20251229 01:07;P;;;;;;
D;152;1690367;13;20251229 01:07;V;;;;;;
