A;RTSALEDATA;902;20251222 01:12;VALNET;
B;902;3490403;1;20251222 01:12;;;15;BURGESS ST;TIBOOBURRA;2880;2000;M;20250619;20250829;180000;;R;RESIDENCE;;;;;AV378052;
C;902;3490403;1;20251222 01:12;14, 15/820405 Western Land Lease 14168;
D;902;3490403;1;20251222 01:12;P;;;;;;
D;902;3490403;1;20251222 01:12;V;;;;;;
B;902;6033822;2;20251222 01:12;;;1;BARRIER HWY;BROKEN HILL;2880;4043;M;20250723;20251212;2550000;;3;COMMERCIAL;;;;;AV707594;
C;902;6033822;2;20251222 01:12;1/757307;
D;902;6033822;2;20251222 01:12;P;;;;;;
D;902;6033822;2;20251222 01:12;V;;;;;;
B;902;6033823;3;20251222 01:12;;;1;BARRIER HWY;BROKEN HILL;2880;1.05;H;20250723;20251212;2550000;;3;COMMERCIAL;;;;;AV707594;
C;902;6033823;3;20251222 01:12;4/864275;
D;902;6033823;3;20251222 01:12;P;;;;;;
D;902;6033823;3;20251222 01:12;V;;;;;;
Z;14;3;3;6;
