A;RTSALEDATA;088;20251222 01:08;VALNET;
B;088;768971;1;20251222 01:08;;23;341;ALFRED ST N;NEUTRAL BAY;2089;;;20251118;20251216;680000;;R;RESIDENCE;23;;;;AV721408;
C;088;768971;1;20251222 01:08;23/SP43794;
D;088;768971;1;20251222 01:08;P;;;;;;
D;088;768971;1;20251222 01:08;P;;;;;;
D;088;768971;1;20251222 01:08;V;;;;;;
D;088;768971;1;20251222 01:08;V;;;;;;
B;088;768998;2;20251222 01:08;;11;357;ALFRED ST N;NEUTRAL BAY;2089;;;20251111;20251215;1380000;;R;RESIDENCE;11;;;;AV714543;
C;088;768998;2;20251222 01:08;11/SP8439;
D;088;768998;2;20251222 01:08;P;;;;;;
D;088;768998;2;20251222 01:08;V;;;;;;
D;088;768998;2;20251222 01:08;V;;;;;;
B;088;777024;3;20251222 01:08;;5;5;CREMORNE RD;CREMORNE POINT;2090;530.4;M;20251029;20251216;3305000;;R;RESIDENCE;5;;;;AV721812;
C;088;777024;3;20251222 01:08;5/SP1418;
D;088;777024;3;20251222 01:08;P;;;;;;
D;088;777024;3;20251222 01:08;V;;;;;;
D;088;777024;3;20251222 01:08;V;;;;;;
B;088;779757;4;20251222 01:08;;15;247;ERNEST ST;CAMMERAY;2062;;;20251126;20251218;820000;;R;RESIDENCE;15;;;;AV737741;
C;088;779757;4;20251222 01:08;15/SP10362;
D;088;779757;4;20251222 01:08;P;;;;;;
D;088;779757;4;20251222 01:08;V;;;;;;
B;088;782458;5;20251222 01:08;;3;3;HARRIETTE ST;NEUTRAL BAY;2089;;;20251125;20251218;1320000;;R;RESIDENCE;3;;;;AV734337;
C;088;782458;5;20251222 01:08;3/SP16802;
D;088;782458;5;20251222 01:08;P;;;;;;
D;088;782458;5;20251222 01:08;P;;;;;;
D;088;782458;5;20251222 01:08;V;;;;;;
B;088;774529;6;20251222 01:08;;;136;BURLINGTON ST;CROWS NEST;2065;455.27;M;20250614;20250908;1082500;R2;R;RESIDENCE;;RAA;;;AV403033;
C;088;774529;6;20251222 01:08;38/2/546;
D;088;774529;6;20251222 01:08;P;;;;;;
D;088;774529;6;20251222 01:08;V;;;;;;
D;088;774529;6;20251222 01:08;V;;;;;;
D;088;774529;6;20251222 01:08;V;;;;;;
D;088;774529;6;20251222 01:08;V;;;;;;
D;088;774529;6;20251222 01:08;V;;;;;;
B;088;777207;7;20251222 01:08;;2;72;CREMORNE RD;CREMORNE POINT;2090;;;20251031;20251212;3275000;;R;RESIDENCE;2;;;;AV708571;
C;088;777207;7;20251222 01:08;2/SP40915;
D;088;777207;7;20251222 01:08;P;;;;;;
D;088;777207;7;20251222 01:08;P;;;;;;
D;088;777207;7;20251222 01:08;V;;;;;;
D;088;777207;7;20251222 01:08;V;;;;;;
D;088;777207;7;20251222 01:08;V;;;;;;
B;088;785856;8;20251222 01:08;;1;133;KURRABA RD;KURRABA POINT;2089;;;20251122;20251218;1725000;;R;RESIDENCE;1;;;;AV736256;
C;088;785856;8;20251222 01:08;1/SP9969;
D;088;785856;8;20251222 01:08;P;;;;;;
D;088;785856;8;20251222 01:08;V;;;;;;
B;088;769133;9;20251222 01:08;;66;441;ALFRED ST N;NEUTRAL BAY;2089;73.4;M;20251114;20251215;893000;;R;RESIDENCE;60;;;;AV718398;
C;088;769133;9;20251222 01:08;60/SP104;
D;088;769133;9;20251222 01:08;P;;;;;;
D;088;769133;9;20251222 01:08;V;;;;;;
D;088;769133;9;20251222 01:08;V;;;;;;
B;088;774746;10;20251222 01:08;;9;18;BYRNES AVE;NEUTRAL BAY;2089;;;20251114;20251217;686000;;R;RESIDENCE;9;;;;AV728095;
C;088;774746;10;20251222 01:08;9/SP11893;
D;088;774746;10;20251222 01:08;P;;;;;;
D;088;774746;10;20251222 01:08;V;;;;;;
B;088;780046;11;20251222 01:08;;3;170;FALCON ST;CROWS NEST;2065;;;20251114;20251212;1015000;;R;RESIDENCE;3;;;;AV707957;
C;088;780046;11;20251222 01:08;3/SP2326;
D;088;780046;11;20251222 01:08;P;;;;;;
D;088;780046;11;20251222 01:08;P;;;;;;
D;088;780046;11;20251222 01:08;V;;;;;;
B;088;786280;12;20251222 01:08;;;72;KURRABA RD;NEUTRAL BAY;2089;436.3;M;20251117;20251212;2952000;R2;R;RESIDENCE;;RAC;;;AV709398;
C;088;786280;12;20251222 01:08;2/431003;
D;088;786280;12;20251222 01:08;P;;;;;;
D;088;786280;12;20251222 01:08;P;;;;;;
D;088;786280;12;20251222 01:08;V;;;;;;
D;088;786280;12;20251222 01:08;V;;;;;;
B;088;774873;13;20251222 01:08;;;32;CAIRO ST;CAMMERAY;2062;246.5;M;20251022;20251216;3450000;R2;R;RESIDENCE;;RAB;;;AV723517;
C;088;774873;13;20251222 01:08;1/524106;
D;088;774873;13;20251222 01:08;P;;;;;;
D;088;774873;13;20251222 01:08;V;;;;;;
D;088;774873;13;20251222 01:08;V;;;;;;
B;088;772330;14;20251222 01:08;;12;48;BEN BOYD RD;NEUTRAL BAY;2089;;;20251106;20251218;1250000;;R;RESIDENCE;12;;;;AV736262;
C;088;772330;14;20251222 01:08;12/SP1224;
D;088;772330;14;20251222 01:08;P;;;;;;
D;088;772330;14;20251222 01:08;P;;;;;;
D;088;772330;14;20251222 01:08;V;;;;;;
B;088;775018;15;20251222 01:08;;;25;CAMMERAY RD;CAMMERAY;2062;404.7;M;20251104;20251215;3475000;R2;R;RESIDENCE;;RAB;;;AV720101;
C;088;775018;15;20251222 01:08;9/19447;
D;088;775018;15;20251222 01:08;P;;;;;;
D;088;775018;15;20251222 01:08;P;;;;;;
D;088;775018;15;20251222 01:08;V;;;;;;
B;088;777809;16;20251222 01:08;;102;38;ALFRED ST S;MILSONS POINT;2061;;;20250908;20251212;2700000;;R;RESIDENCE;2;;;;AV706896;
C;088;777809;16;20251222 01:08;2/SP49496;
D;088;777809;16;20251222 01:08;P;;;;;;
D;088;777809;16;20251222 01:08;P;;;;;;
D;088;777809;16;20251222 01:08;V;;;;;;
B;088;775312;17;20251222 01:08;;;88;CARABELLA ST;KIRRIBILLI;2061;278.2;M;20251108;20251218;5100000;R2;R;RESIDENCE;;RAE;;;AV736487;
C;088;775312;17;20251222 01:08;21/A/4453 1/798463;
D;088;775312;17;20251222 01:08;P;;;;;;
D;088;775312;17;20251222 01:08;V;;;;;;
D;088;775312;17;20251222 01:08;V;;;;;;
B;088;775355;18;20251222 01:08;;3;46;CARABELLA ST;KIRRIBILLI;2061;;;20251031;20251212;1620000;;R;RESIDENCE;3;;;;AV712855;
C;088;775355;18;20251222 01:08;3/SP12061;
D;088;775355;18;20251222 01:08;P;;;;;;
D;088;775355;18;20251222 01:08;P;;;;;;
D;088;775355;18;20251222 01:08;V;;;;;;
B;088;775367;19;20251222 01:08;;;36;CARABELLA ST;KIRRIBILLI;2061;290.9;M;20251016;20251212;7150000;R2;R;RESIDENCE;;RAE;;;AV711655;
C;088;775367;19;20251222 01:08;1/115520;
D;088;775367;19;20251222 01:08;P;;;;;;
D;088;775367;19;20251222 01:08;P;;;;;;
D;088;775367;19;20251222 01:08;V;;;;;;
B;088;778116;20;20251222 01:08;;605;22;DORIS ST;NORTH SYDNEY;2060;;;20251113;20251218;700000;;R;RESIDENCE;106;;;;AV735956;
C;088;778116;20;20251222 01:08;106/SP10042;
D;088;778116;20;20251222 01:08;P;;;;;;
D;088;778116;20;20251222 01:08;V;;;;;;
B;088;775614;21;20251222 01:08;;32;16;CARR ST;WAVERTON;2060;;;20250814;20251215;1370000;;R;RESIDENCE;32;;;;AV715333;
C;088;775614;21;20251222 01:08;32/SP5094;
D;088;775614;21;20251222 01:08;P;;;;;;
D;088;775614;21;20251222 01:08;P;;;;;;
D;088;775614;21;20251222 01:08;V;;;;;;
D;088;775614;21;20251222 01:08;V;;;;;;
B;088;770475;22;20251222 01:08;;8;37;BARRY ST;NEUTRAL BAY;2089;;;20251031;20251212;2650000;;R;RESIDENCE;8;;;;AV707408;
C;088;770475;22;20251222 01:08;8/SP13050;
D;088;770475;22;20251222 01:08;P;;;;;;
D;088;770475;22;20251222 01:08;V;;;;;;
B;088;773434;23;20251222 01:08;;;137;BLUES POINT RD;MCMAHONS POINT;2060;173.1;M;20251021;20251217;4850000;E1;R;RESIDENCE;;BEA;;;AV728071;
C;088;773434;23;20251222 01:08;12/700331;
D;088;773434;23;20251222 01:08;P;;;;;;
D;088;773434;23;20251222 01:08;P;;;;;;
D;088;773434;23;20251222 01:08;V;;;;;;
B;088;778802;24;20251222 01:08;;1;8;EAST CRESCENT ST;MCMAHONS POINT;2060;;;20251128;20251217;2935000;;R;RESIDENCE;1;;;;AV729729;
C;088;778802;24;20251222 01:08;1/SP13389;
D;088;778802;24;20251222 01:08;P;;;;;;
D;088;778802;24;20251222 01:08;V;;;;;;
D;088;778802;24;20251222 01:08;V;;;;;;
B;088;779125;25;20251222 01:08;;;6;EDWIN ST;CAMMERAY;2062;221.3;M;20250902;20251217;3900000;R2;R;RESIDENCE;;RAA;;;AV728677;
C;088;779125;25;20251222 01:08;1/948804;
D;088;779125;25;20251222 01:08;P;;;;;;
D;088;779125;25;20251222 01:08;P;;;;;;
D;088;779125;25;20251222 01:08;V;;;;;;
D;088;779125;25;20251222 01:08;V;;;;;;
B;088;784495;26;20251222 01:08;;6;30;HUNTINGTON ST;CROWS NEST;2065;;;20251114;20251212;1219000;;R;RESIDENCE;6;;;;AV706660;
C;088;784495;26;20251222 01:08;6/SP10670;
D;088;784495;26;20251222 01:08;P;;;;;;
D;088;784495;26;20251222 01:08;P;;;;;;
D;088;784495;26;20251222 01:08;V;;;;;;
D;088;784495;26;20251222 01:08;V;;;;;;
B;088;768375;27;20251222 01:08;;;70;ALEXANDER ST;CROWS NEST;2065;1236;M;20250613;20251215;28450000;MU1;R;RESIDENCE;;BUC;;;AV719997;
C;088;768375;27;20251222 01:08;1/785460;
D;088;768375;27;20251222 01:08;P;;;;;;
D;088;768375;27;20251222 01:08;V;;;;;;
B;088;782381;28;20251222 01:08;;2;3;HARDIE ST;NEUTRAL BAY;2089;;;20251216;20251216;2050000;;R;RESIDENCE;2;;;;AV722831;
C;088;782381;28;20251222 01:08;2/SP62367;
D;088;782381;28;20251222 01:08;P;;;;;;
D;088;782381;28;20251222 01:08;V;;;;;;
B;088;793347;29;20251222 01:08;;203;88;KIRRIBILLI AVE;KIRRIBILLI;2061;;;20251125;20251212;3700000;;R;RESIDENCE;7;;;;AV708865;
C;088;793347;29;20251222 01:08;7/SP50441;
D;088;793347;29;20251222 01:08;P;;;;;;
D;088;793347;29;20251222 01:08;P;;;;;;
D;088;793347;29;20251222 01:08;V;;;;;;
B;088;796139;30;20251222 01:08;;24;14;ROSS ST;WAVERTON;2060;;;20250704;20251212;4530000;;R;RESIDENCE;24;;;;AV712098;
C;088;796139;30;20251222 01:08;24/SP38727;
D;088;796139;30;20251222 01:08;P;;;;;;
