A;RTSALEDATA;097;20251229 01:07;VALNET;
B;097;2903152;1;20251229 01:07;;107;202;BEACH RD;BATEHAVEN;2536;105;M;20251212;20251219;225000;;R;RESIDENCE;7;;;;AV741462;
C;097;2903152;1;20251229 01:07;7/SP67014;
D;097;2903152;1;20251229 01:07;P;;;;;;
D;097;2903152;1;20251229 01:07;V;;;;;;
D;097;2903152;1;20251229 01:07;V;;;;;;
B;097;3370910;2;20251229 01:07;;;1;HERON RD;CATALINA;2536;474.8;M;20251205;20251219;705800;R2;R;RESIDENCE;;ERD;;;AV742535;
C;097;3370910;2;20251229 01:07;2/1123229;
D;097;3370910;2;20251229 01:07;P;;;;;;
D;097;3370910;2;20251229 01:07;V;;;;;;
D;097;3370910;2;20251229 01:07;V;;;;;;
B;097;4152019;3;20251229 01:07;;;53 A;HAWKINS RD;TUROSS HEAD;2537;730.7;M;20251124;20251219;825000;R2;R;RESIDENCE;;ERO;;;AV742087;
C;097;4152019;3;20251229 01:07;72/1245676;
D;097;4152019;3;20251229 01:07;P;;;;;;
D;097;4152019;3;20251229 01:07;V;;;;;;
D;097;4152019;3;20251229 01:07;V;;;;;;
B;097;4211601;4;20251229 01:07;;;216;PRINCES HWY;NAROOMA;2546;702.6;M;20251124;20251219;241000;R2;V;VACANT LAND;;ERS;;;AV746544;
C;097;4211601;4;20251229 01:07;1/1253205;
D;097;4211601;4;20251229 01:07;P;;;;;;
D;097;4211601;4;20251229 01:07;P;;;;;;
D;097;4211601;4;20251229 01:07;V;;;;;;
B;097;3544507;5;20251229 01:07;;;17;VIEWPOINT CT;TUROSS HEAD;2537;1108;M;20251127;20251219;370000;R2;V;VACANT LAND;;ERO;;;AV741721;
C;097;3544507;5;20251229 01:07;32/806649;
D;097;3544507;5;20251229 01:07;P;;;;;;
D;097;3544507;5;20251229 01:07;P;;;;;;
D;097;3544507;5;20251229 01:07;V;;;;;;
D;097;3544507;5;20251229 01:07;V;;;;;;
B;097;1017887;6;20251229 01:07;;1;78;PRINCES HWY;NAROOMA;2546;179;M;20251208;20251219;500000;;R;RESIDENCE;8;;;;AV743002;
C;097;1017887;6;20251229 01:07;8/SP85742;
D;097;1017887;6;20251229 01:07;P;;;;;;
D;097;1017887;6;20251229 01:07;V;;;;;;
