A;RTSALEDATA;050;20251229 01:06;VALNET;
B;050;6032966;1;20251229 01:06;;;9;WONGAMAAR BVD;THURGOONA;2640;600;M;20250122;20251216;273000;;V;VACANT LAND;;;;;AV725072;
C;050;6032966;1;20251229 01:06;3/1310994;
D;050;6032966;1;20251229 01:06;P;;;;;;
D;050;6032966;1;20251229 01:06;P;;;;;;
D;050;6032966;1;20251229 01:06;V;;;;;;
B;050;6032974;2;20251229 01:06;;;35;WONGAMAAR BVD;THURGOONA;2640;535;M;20250422;20251223;244000;;V;VACANT LAND;;;;;AV760034;
C;050;6032974;2;20251229 01:06;9/1310994;
D;050;6032974;2;20251229 01:06;P;;;;;;
D;050;6032974;2;20251229 01:06;P;;;;;;
D;050;6032974;2;20251229 01:06;V;;;;;;
B;050;6032980;3;20251229 01:06;;;76;WONGAMAAR BVD;THURGOONA;2640;508;M;20240806;20251219;247500;;V;VACANT LAND;;;;;AV746003;
C;050;6032980;3;20251229 01:06;13/1310994;
D;050;6032980;3;20251229 01:06;P;;;;;;
D;050;6032980;3;20251229 01:06;P;;;;;;
D;050;6032980;3;20251229 01:06;V;;;;;;
B;050;6032984;4;20251229 01:06;;;64;WONGAMAAR BVD;THURGOONA;2640;529;M;20240816;20251216;272000;;V;VACANT LAND;;;;;AV725110;
C;050;6032984;4;20251229 01:06;17/1310994;
D;050;6032984;4;20251229 01:06;P;;;;;;
D;050;6032984;4;20251229 01:06;V;;;;;;
B;050;6032986;5;20251229 01:06;;;44;WONGAMAAR BVD;THURGOONA;2640;540;M;20240816;20251216;250000;;V;VACANT LAND;;;;;AV724896;
C;050;6032986;5;20251229 01:06;19/1310994;
D;050;6032986;5;20251229 01:06;P;;;;;;
D;050;6032986;5;20251229 01:06;V;;;;;;
B;050;6032987;6;20251229 01:06;;;40;WONGAMAAR BVD;THURGOONA;2640;540;M;20240816;20251216;250000;;V;VACANT LAND;;;;;AV725089;
C;050;6032987;6;20251229 01:06;20/1310994;
D;050;6032987;6;20251229 01:06;P;;;;;;
D;050;6032987;6;20251229 01:06;P;;;;;;
D;050;6032987;6;20251229 01:06;V;;;;;;
B;050;6032988;7;20251229 01:06;;;36;WONGAMAAR BVD;THURGOONA;2640;540;M;20240816;20251216;250000;;V;VACANT LAND;;;;;AV723748;
C;050;6032988;7;20251229 01:06;21/1310994;
D;050;6032988;7;20251229 01:06;P;;;;;;
D;050;6032988;7;20251229 01:06;P;;;;;;
D;050;6032988;7;20251229 01:06;V;;;;;;
B;050;6032989;8;20251229 01:06;;;32;WONGAMAAR BVD;THURGOONA;2640;540;M;20240816;20251216;250000;;V;VACANT LAND;;;;;AV724936;
C;050;6032989;8;20251229 01:06;22/1310994;
D;050;6032989;8;20251229 01:06;P;;;;;;
D;050;6032989;8;20251229 01:06;P;;;;;;
D;050;6032989;8;20251229 01:06;V;;;;;;
B;050;488860;9;20251229 01:06;;3;462;DEAN ST;ALBURY;2640;;;20251030;20251219;905000;;3;SHOP;3;;;;AV746584;
C;050;488860;9;20251229 01:06;3/SP31937;
D;050;488860;9;20251229 01:06;P;;;;;;
D;050;488860;9;20251229 01:06;V;;;;;;
D;050;488860;9;20251229 01:06;V;;;;;;
B;050;486207;10;20251229 01:06;;;140;BORONIA ST;NORTH ALBURY;2640;689.2;M;20251113;20251219;585000;R1;R;RESIDENCE;;ANN;;;AV749432;
C;050;486207;10;20251229 01:06;38/225415;
D;050;486207;10;20251229 01:06;P;;;;;;
D;050;486207;10;20251229 01:06;V;;;;;;
B;050;485570;11;20251229 01:06;;2;668;BELGRAVIA AVE;GLENROY;2640;;;20251118;20251219;340000;;R;RESIDENCE;2;;;;AV741204;
C;050;485570;11;20251229 01:06;2/SP39128;
D;050;485570;11;20251229 01:06;P;;;;;;
D;050;485570;11;20251229 01:06;V;;;;;;
D;050;485570;11;20251229 01:06;V;;;;;;
B;050;485730;12;20251229 01:06;;;269;BERNHARDT ST;EAST ALBURY;2640;673.61;M;20251023;20251219;590000;R1;R;RESIDENCE;;AEA;;;AV745668;
C;050;485730;12;20251229 01:06;2/38393;
D;050;485730;12;20251229 01:06;P;;;;;;
D;050;485730;12;20251229 01:06;P;;;;;;
D;050;485730;12;20251229 01:06;V;;;;;;
D;050;485730;12;20251229 01:06;V;;;;;;
D;050;485730;12;20251229 01:06;V;;;;;;
D;050;485730;12;20251229 01:06;V;;;;;;
B;050;491263;13;20251229 01:06;;;402;GRIFFITH RD;LAVINGTON;2641;910.5;M;20251009;20251219;300000;MU1;3;COMMERCIAL;;MUL;;;AV741975;
C;050;491263;13;20251229 01:06;2/395570;
D;050;491263;13;20251229 01:06;P;;;;;;
D;050;491263;13;20251229 01:06;V;;;;;;
D;050;491263;13;20251229 01:06;V;;;;;;
B;050;493996;14;20251229 01:06;;;3;KINGSLEY CT;WEST ALBURY;2640;768.3;M;20251120;20251219;825000;R1;R;RESIDENCE;;AWA;;;AV743176;
C;050;493996;14;20251229 01:06;53/804689;
D;050;493996;14;20251229 01:06;P;;;;;;
D;050;493996;14;20251229 01:06;V;;;;;;
D;050;493996;14;20251229 01:06;V;;;;;;
B;050;491546;15;20251229 01:06;;;599;HAGUE ST;LAVINGTON;2641;2666;M;20251007;20251219;990000;R1;R;RESIDENCE;;ALV;;;AV750995;
C;050;491546;15;20251229 01:06;95/588853;
D;050;491546;15;20251229 01:06;P;;;;;;
D;050;491546;15;20251229 01:06;V;;;;;;
