A;RTSALEDATA;222;20251222 01:10;VALNET;
B;222;2467071;1;20251222 01:10;;;77;METHVEN ST;LITHGOW;2790;486.9;M;20251113;20251212;485000;R1;R;RESIDENCE;;AAA;;;AV708002;
C;222;2467071;1;20251222 01:10;404/10623;
D;222;2467071;1;20251222 01:10;P;;;;;;
D;222;2467071;1;20251222 01:10;P;;;;;;
D;222;2467071;1;20251222 01:10;V;;;;;;
B;222;2469725;2;20251222 01:10;;;5;CORLETTE ST;PORTLAND;2847;885.2;M;20251024;20251212;650000;R2;R;RESIDENCE;;APR;;;AV707846;
C;222;2469725;2;20251222 01:10;10/18/758855;
D;222;2469725;2;20251222 01:10;P;;;;;;
D;222;2469725;2;20251222 01:10;P;;;;;;
D;222;2469725;2;20251222 01:10;V;;;;;;
B;222;2469879;3;20251222 01:10;;;18;HIGH ST;PORTLAND;2847;2023;M;20251114;20251212;696000;R2;R;RESIDENCE;;APR;;;AV709341;
C;222;2469879;3;20251222 01:10;1/42/758855;
D;222;2469879;3;20251222 01:10;P;;;;;;
D;222;2469879;3;20251222 01:10;V;;;;;;
D;222;2469879;3;20251222 01:10;V;;;;;;
D;222;2469879;3;20251222 01:10;V;;;;;;
B;222;2464725;4;20251222 01:10;;;15;COOK ST;LITHGOW;2790;404.7;M;20251107;20251212;505000;R1;R;RESIDENCE;;ACE;;;AV711729;
C;222;2464725;4;20251222 01:10;A/312310;
D;222;2464725;4;20251222 01:10;P;;;;;;
D;222;2464725;4;20251222 01:10;V;;;;;;
B;222;2467255;5;20251222 01:10;;;74;MORT ST;LITHGOW;2790;347.8;M;20251107;20251216;375000;R1;R;RESIDENCE;;ACE;;;AV724624;
C;222;2467255;5;20251222 01:10;1/308007;
D;222;2467255;5;20251222 01:10;P;;;;;;
D;222;2467255;5;20251222 01:10;V;;;;;;
D;222;2467255;5;20251222 01:10;V;;;;;;
D;222;2467255;5;20251222 01:10;V;;;;;;
B;222;2470305;6;20251222 01:10;;;8;ROWSELL ST;PORTLAND;2847;1012;M;20251112;20251212;490000;R2;R;RESIDENCE;;APR;;;AV709488;
C;222;2470305;6;20251222 01:10;11/2/6225;
D;222;2470305;6;20251222 01:10;P;;;;;;
D;222;2470305;6;20251222 01:10;P;;;;;;
D;222;2470305;6;20251222 01:10;V;;;;;;
B;222;2472972;7;20251222 01:10;;;38;COMMENS ST;WALLERAWANG;2845;986.4;M;20251119;20251217;690000;R2;R;RESIDENCE;;AWA;;;AV727522;
C;222;2472972;7;20251222 01:10;24/15683;
D;222;2472972;7;20251222 01:10;P;;;;;;
D;222;2472972;7;20251222 01:10;V;;;;;;
D;222;2472972;7;20251222 01:10;V;;;;;;
B;222;2467829;8;20251222 01:10;;;71;RIFLE PDE;LITHGOW;2790;615.17;M;20251031;20251216;620000;R1;R;RESIDENCE;;AAA;;;AV722064;
C;222;2467829;8;20251222 01:10;479, 480/9370 22/251410;
D;222;2467829;8;20251222 01:10;P;;;;;;
D;222;2467829;8;20251222 01:10;V;;;;;;
D;222;2467829;8;20251222 01:10;V;;;;;;
B;222;2467830;9;20251222 01:10;;;69;RIFLE PDE;LITHGOW;2790;463.9;M;20251103;20251215;568000;R1;R;RESIDENCE;;AAA;;;AV715508;
C;222;2467830;9;20251222 01:10;841/19335 21/251410;
D;222;2467830;9;20251222 01:10;P;;;;;;
D;222;2467830;9;20251222 01:10;V;;;;;;
B;222;2465437;10;20251222 01:10;;;63;HARTLEY VALLEY RD;LITHGOW;2790;505.9;M;20251211;20251217;490000;R1;R;RESIDENCE;;AAF;;;AV727439;
C;222;2465437;10;20251222 01:10;22/4/416;
D;222;2465437;10;20251222 01:10;P;;;;;;
D;222;2465437;10;20251222 01:10;V;;;;;;
D;222;2465437;10;20251222 01:10;V;;;;;;
D;222;2465437;10;20251222 01:10;V;;;;;;
D;222;2465437;10;20251222 01:10;V;;;;;;
B;222;2468470;11;20251222 01:10;;;12;VICKERS ST;LITTLETON;2790;632.3;M;20251110;20251218;500000;R1;R;RESIDENCE;;AAL;;;AV740545;
C;222;2468470;11;20251222 01:10;4/N/19972;
D;222;2468470;11;20251222 01:10;P;;;;;;
D;222;2468470;11;20251222 01:10;P;;;;;;
D;222;2468470;11;20251222 01:10;V;;;;;;
B;222;2468472;12;20251222 01:10;;;16;VICKERS ST;LITTLETON;2790;695.6;M;20251031;20251212;370000;R1;R;RESIDENCE;;AAL;;;AV709332;
C;222;2468472;12;20251222 01:10;2/N/19972;
D;222;2468472;12;20251222 01:10;P;;;;;;
D;222;2468472;12;20251222 01:10;P;;;;;;
D;222;2468472;12;20251222 01:10;V;;;;;;
B;222;2471273;13;20251222 01:10;;;2766;GLEN DAVIS RD;GLEN DAVIS;2846;35.95;H;20251028;20251218;640000;RU1;V;VACANT LAND;;NRS;;;AV736025;
C;222;2471273;13;20251222 01:10;8/243856;
D;222;2471273;13;20251222 01:10;P;;;;;;
D;222;2471273;13;20251222 01:10;P;;;;;;
D;222;2471273;13;20251222 01:10;V;;;;;;
D;222;2471273;13;20251222 01:10;V;;;;;;
B;222;2471538;14;20251222 01:10;;;350;BLACKHEATH CREEK RD;KANIMBLA;2790;57.13;H;20251104;20251216;1890000;RU2;R;RESIDENCE;;SLS;;;AV721639;
C;222;2471538;14;20251222 01:10;2/603128;
D;222;2471538;14;20251222 01:10;P;;;;;;
D;222;2471538;14;20251222 01:10;V;;;;;;
B;222;2463680;15;20251222 01:10;;;26;AMIENS ST;LITHGOW;2790;720.8;M;20251117;20251215;626500;R1;R;RESIDENCE;;AAL;;;AV715194;
C;222;2463680;15;20251222 01:10;4/E/19973;
D;222;2463680;15;20251222 01:10;P;;;;;;
D;222;2463680;15;20251222 01:10;P;;;;;;
D;222;2463680;15;20251222 01:10;V;;;;;;
D;222;2463680;15;20251222 01:10;V;;;;;;
B;222;2466379;16;20251222 01:10;;;42;LEMNOS ST;LITTLETON;2790;828.37;M;20250828;20251218;506000;R1;R;RESIDENCE;;AAL;;;AV737503;
C;222;2466379;16;20251222 01:10;25/L/19972;
D;222;2466379;16;20251222 01:10;P;;;;;;
D;222;2466379;16;20251222 01:10;V;;;;;;
B;222;2471751;17;20251222 01:10;;;410;KANIMBLA DR;KANIMBLA;2790;2.013;H;20251016;20251212;451750;RU1;3;FARM;;SRS;;;AV709125;
C;222;2471751;17;20251222 01:10;2/881545;
D;222;2471751;17;20251222 01:10;P;;;;;;
D;222;2471751;17;20251222 01:10;V;;;;;;
B;222;2463983;18;20251222 01:10;;;62;BENT ST;LITHGOW;2790;682.9;M;20251114;20251212;595000;R1;R;RESIDENCE;;ACE;;;AV709549;
C;222;2463983;18;20251222 01:10;D/35358;
D;222;2463983;18;20251222 01:10;P;;;;;;
D;222;2463983;18;20251222 01:10;V;;;;;;
D;222;2463983;18;20251222 01:10;V;;;;;;
B;222;6033843;19;20251222 01:10;;;482;MARSDEN SWAMP RD;LOWTHER;2790;45.23;H;20251030;20251205;600000;;3;FARM;;;;;AV684602;
