A;RTSALEDATA;268;20251229 01:09;VALNET;
B;268;310126;1;20251229 01:09;;;41;MACINTOSH ST;FORSTER;2428;518.5;M;20251118;20251219;900000;R3;R;RESIDENCE;;AAH;;;AV744719;
C;268;310126;1;20251229 01:09;1/564392;
D;268;310126;1;20251229 01:09;P;;;;;;
D;268;310126;1;20251229 01:09;P;;;;;;
D;268;310126;1;20251229 01:09;V;;;;;;
D;268;310126;1;20251229 01:09;V;;;;;;
B;268;313005;2;20251229 01:09;STROUD PHARMACY;;77;COWPER ST;STROUD;2425;297.2;M;20251118;20251219;669000;RU5;3;COMMERCIAL;;AWS;;;AV749136;
C;268;313005;2;20251229 01:09;A/161790;
D;268;313005;2;20251229 01:09;P;;;;;;
D;268;313005;2;20251229 01:09;V;;;;;;
B;268;319466;3;20251229 01:09;;;15;MERMAID AVE;HAWKS NEST;2324;556.4;M;20251202;20251219;870000;R2;R;RESIDENCE;;AAZ;;;AV741934;
C;268;319466;3;20251229 01:09;47/30790;
D;268;319466;3;20251229 01:09;P;;;;;;
D;268;319466;3;20251229 01:09;P;;;;;;
D;268;319466;3;20251229 01:09;V;;;;;;
B;268;321744;4;20251229 01:09;;;;CASINO CRES;NORTH ARM COVE;2324;1334;M;20251212;20251219;35000;RU2;V;VACANT LAND;;RRY;;;AV742984;
C;268;321744;4;20251229 01:09;3045/12276;
D;268;321744;4;20251229 01:09;P;;;;;;
D;268;321744;4;20251229 01:09;P;;;;;;
D;268;321744;4;20251229 01:09;P;;;;;;
D;268;321744;4;20251229 01:09;V;;;;;;
B;268;324065;5;20251229 01:09;;;;TENTERFIELD RD;NORTH ARM COVE;2324;1486;M;20251112;20251219;39000;RU2;V;VACANT LAND;;RRY;;;AV742144;
C;268;324065;5;20251229 01:09;744/13358;
D;268;324065;5;20251229 01:09;P;;;;;;
D;268;324065;5;20251229 01:09;V;;;;;;
B;268;319672;6;20251229 01:09;;;29;MOOLA ST;HAWKS NEST;2324;1040;M;20251022;20251219;1200000;R2;R;RESIDENCE;;AAZ;;;AV742163;
C;268;319672;6;20251229 01:09;50/16379;
D;268;319672;6;20251229 01:09;P;;;;;;
D;268;319672;6;20251229 01:09;V;;;;;;
B;268;320180;7;20251229 01:09;;;28;WHIMBREL DR;NERONG;2423;603.4;M;20251114;20251219;120000;RU5;V;VACANT LAND;;AWN;;;AV745196;
C;268;320180;7;20251229 01:09;14/247531;
D;268;320180;7;20251229 01:09;P;;;;;;
D;268;320180;7;20251229 01:09;V;;;;;;
