A;RTSALEDATA;250;20251222 01:10;VALNET;
B;250;2990434;1;20251222 01:10;ELLADALE;;2687;TORRINGTON RD;TORRINGTON;2371;7.84;H;20251120;20251217;280000;RU1;V;VACANT LAND;;RSV;;;AV730426;
C;250;2990434;1;20251222 01:10;30, 40/753286;
D;250;2990434;1;20251222 01:10;P;;;;;;
D;250;2990434;1;20251222 01:10;P;;;;;;
D;250;2990434;1;20251222 01:10;V;;;;;;
B;250;6007762;2;20251222 01:10;;;;DEMON CREEK RD;ROCKY RIVER;2372;379.59;H;20250523;20250620;995000;RU1;3;FARM;;RCR;;;AV170066;
C;250;6007762;2;20251222 01:10;155, 156, 160/751507 Enclosure Permit 54829;
D;250;6007762;2;20251222 01:10;P;;;;;;
D;250;6007762;2;20251222 01:10;P;;;;;;
D;250;6007762;2;20251222 01:10;V;;;;;;
D;250;6007762;2;20251222 01:10;V;;;;;;
D;250;6007762;2;20251222 01:10;V;;;;;;
B;250;6033798;3;20251222 01:10;;;;MOLE RIVER RD;MOLE RIVER;2372;781.902;H;20251016;20251113;1045000;;3;FARM;;;;0;AV605536;
C;250;6033798;3;20251222 01:10;105/39479 1/728563 32, 36/751509 57, 71/751515;
D;250;6033798;3;20251222 01:10;P;;;;;;
D;250;6033798;3;20251222 01:10;P;;;;;;
D;250;6033798;3;20251222 01:10;V;;;;;;
D;250;6033798;3;20251222 01:10;V;;;;;;
B;250;6033810;4;20251222 01:10;LOLOMA;;181;LEECHS GULLY RD;TENTERFIELD;2372;21.25;H;20251031;20251212;900000;;3;FARM;;;;;AV706475;
C;250;6033810;4;20251222 01:10;43/1319747;
D;250;6033810;4;20251222 01:10;P;;;;;;
D;250;6033810;4;20251222 01:10;P;;;;;;
D;250;6033810;4;20251222 01:10;P;;;;;;
D;250;6033810;4;20251222 01:10;V;;;;;;
D;250;6033810;4;20251222 01:10;V;;;;;;
B;250;6033811;5;20251222 01:10;LOLOMA;;142 B;LEECHS GULLY RD;TENTERFIELD;2372;1.314;H;20251031;20251212;175000;;R;RESIDENCE;;;;;AV706517;
C;250;6033811;5;20251222 01:10;41/1319747;
D;250;6033811;5;20251222 01:10;P;;;;;;
D;250;6033811;5;20251222 01:10;P;;;;;;
D;250;6033811;5;20251222 01:10;V;;;;;;
D;250;6033811;5;20251222 01:10;V;;;;;;
B;250;6033812;6;20251222 01:10;LOLOMA;;142 A;LEECHS GULLY RD;TENTERFIELD;2372;1.313;H;20251031;20251120;165000;;V;VACANT LAND;;;;;AV627128;
C;250;6033812;6;20251222 01:10;42/1319747;
D;250;6033812;6;20251222 01:10;P;;;;;;
D;250;6033812;6;20251222 01:10;V;;;;;;
D;250;6033812;6;20251222 01:10;V;;;;;;
B;250;6033834;7;20251222 01:10;;;;ROCKY RIVER RD;ROCKY RIVER;2372;64.75;H;20250930;20251119;365000;;V;VACANT LAND;;;;;AV626044;
C;250;6033834;7;20251222 01:10;10/752380;
D;250;6033834;7;20251222 01:10;P;;;;;;
D;250;6033834;7;20251222 01:10;P;;;;;;
D;250;6033834;7;20251222 01:10;V;;;;;;
B;250;6033836;8;20251222 01:10;;;;ROCKY RIVER RD;ROCKY RIVER;2372;334.79;H;20250805;20251113;367500;;3;FARM;;;;;AV607528;
C;250;6033836;8;20251222 01:10;23/752380 1/1134101;
D;250;6033836;8;20251222 01:10;P;;;;;;
D;250;6033836;8;20251222 01:10;P;;;;;;
D;250;6033836;8;20251222 01:10;V;;;;;;
B;250;3541333;9;20251222 01:10;;;7;BANKSIA DR;TENTERFIELD;2372;2954;M;20251203;20251218;264000;RU5;V;VACANT LAND;;ATR;;;AV736223;
C;250;3541333;9;20251222 01:10;13/1155323;
D;250;3541333;9;20251222 01:10;P;;;;;;
D;250;3541333;9;20251222 01:10;V;;;;;;
B;250;4577435;10;20251222 01:10;;;10;LOGAN ST;TENTERFIELD;2372;2711;M;20251202;20251215;670000;RU5;R;RESIDENCE;;ATR;;;AV714919;
C;250;4577435;10;20251222 01:10;11/1300604;
D;250;4577435;10;20251222 01:10;P;;;;;;
D;250;4577435;10;20251222 01:10;P;;;;;;
D;250;4577435;10;20251222 01:10;V;;;;;;
