A;RTSALEDATA;301;20251222 01:12;VALNET;
B;301;1879053;1;20251222 01:12;;;139;HAWKER ST;QUIRINDI;2343;1227;M;20251127;20251218;315000;R1;R;RESIDENCE;;AQW;;;AV733972;
C;301;1879053;1;20251222 01:12;5/B/2701;
D;301;1879053;1;20251222 01:12;P;;;;;;
D;301;1879053;1;20251222 01:12;V;;;;;;
B;301;1879199;2;20251222 01:12;;;7;HILL ST;QUIRINDI;2343;1005;M;20251117;20251215;420000;R1;R;RESIDENCE;;AQW;;;AV713795;
C;301;1879199;2;20251222 01:12;A/420826;
D;301;1879199;2;20251222 01:12;P;;;;;;
D;301;1879199;2;20251222 01:12;V;;;;;;
D;301;1879199;2;20251222 01:12;V;;;;;;
B;301;1879291;3;20251222 01:12;;;6;LEE AVE;QUIRINDI;2343;1897;M;20251113;20251216;435000;R1;R;RESIDENCE;;AQW;;;AV723814;
C;301;1879291;3;20251222 01:12;20/11596;
D;301;1879291;3;20251222 01:12;P;;;;;;
D;301;1879291;3;20251222 01:12;P;;;;;;
D;301;1879291;3;20251222 01:12;V;;;;;;
D;301;1879291;3;20251222 01:12;V;;;;;;
D;301;1879291;3;20251222 01:12;V;;;;;;
B;301;1879518;4;20251222 01:12;;;56;NOWLAND AVE;QUIRINDI;2343;676.6;M;20251211;20251215;465000;R1;R;RESIDENCE;;AQW;;;AV713913;
C;301;1879518;4;20251222 01:12;3/64/246694;
D;301;1879518;4;20251222 01:12;P;;;;;;
D;301;1879518;4;20251222 01:12;P;;;;;;
D;301;1879518;4;20251222 01:12;V;;;;;;
B;301;1879577;5;20251222 01:12;;;17;OGLE AVE;QUIRINDI;2343;841;M;20251204;20251215;100000;R1;R;RESIDENCE;;AQE;;;AV713920;
C;301;1879577;5;20251222 01:12;D/157443;
D;301;1879577;5;20251222 01:12;P;;;;;;
D;301;1879577;5;20251222 01:12;V;;;;;;
B;301;1879852;6;20251222 01:12;;;22;STUART ST;QUIRINDI;2343;627.5;M;20251114;20251212;405000;R1;R;RESIDENCE;;AQW;;;AV706996;
C;301;1879852;6;20251222 01:12;15/17258;
D;301;1879852;6;20251222 01:12;P;;;;;;
D;301;1879852;6;20251222 01:12;P;;;;;;
D;301;1879852;6;20251222 01:12;V;;;;;;
B;301;1873390;7;20251222 01:12;;;1;WILKIE ST;WERRIS CREEK;2341;581.7;M;20251201;20251212;280000;R1;R;RESIDENCE;;AWC;;;AV708557;
C;301;1873390;7;20251222 01:12;57/7808;
D;301;1873390;7;20251222 01:12;P;;;;;;
D;301;1873390;7;20251222 01:12;V;;;;;;
Z;36;7;7;20;
