A;RTSALEDATA;150;20251222 01:09;VALNET;
B;150;1672411;1;20251222 01:09;;;1275;LISMORE RD;CLUNES;2480;3.076;H;20251107;20251212;1185300;RU2;R;RESIDENCE;;RRL;;;AV710788;
C;150;1672411;1;20251222 01:09;4, 12/241962 1/400475;
D;150;1672411;1;20251222 01:09;P;;;;;;
D;150;1672411;1;20251222 01:09;P;;;;;;
D;150;1672411;1;20251222 01:09;V;;;;;;
B;150;1669866;2;20251222 01:09;;;23;FLINDERS WAY;OCEAN SHORES;2483;1000;M;20251118;20251215;1460000;R2;R;RESIDENCE;;AHQ;;;AV718127;
C;150;1669866;2;20251222 01:09;19/1017867;
D;150;1669866;2;20251222 01:09;P;;;;;;
D;150;1669866;2;20251222 01:09;P;;;;;;
D;150;1669866;2;20251222 01:09;V;;;;;;
B;150;1677938;3;20251222 01:09;;;6;TYAGARAH ST;MULLUMBIMBY;2482;632.3;M;20251120;20251215;1150000;R2;R;RESIDENCE;;AHD;;;AV716727;
C;150;1677938;3;20251222 01:09;2/519748;
D;150;1677938;3;20251222 01:09;P;;;;;;
D;150;1677938;3;20251222 01:09;P;;;;;;
D;150;1677938;3;20251222 01:09;V;;;;;;
B;150;1664840;4;20251222 01:09;;;124;ALCORN ST;SUFFOLK PARK;2481;710.7;M;20251017;20251216;3600000;R2;R;RESIDENCE;;AHG;;;AV721268;
C;150;1664840;4;20251222 01:09;17/8/11632;
D;150;1664840;4;20251222 01:09;P;;;;;;
D;150;1664840;4;20251222 01:09;P;;;;;;
D;150;1664840;4;20251222 01:09;V;;;;;;
B;150;1667352;5;20251222 01:09;;;32;BULGOON CRES;OCEAN SHORES;2483;923.2;M;20251111;20251218;1400000;R2;R;RESIDENCE;;AHM;;;AV736913;
C;150;1667352;5;20251222 01:09;299/238455;
D;150;1667352;5;20251222 01:09;P;;;;;;
D;150;1667352;5;20251222 01:09;P;;;;;;
D;150;1667352;5;20251222 01:09;V;;;;;;
D;150;1667352;5;20251222 01:09;V;;;;;;
D;150;1667352;5;20251222 01:09;V;;;;;;
B;150;1672766;6;20251222 01:09;;;1408;MAIN ARM RD;UPPER MAIN ARM;2482;8783;M;20251010;20251215;900000;RU2;R;RESIDENCE;;RRC;;;AV714782;
C;150;1672766;6;20251222 01:09;1/516258;
D;150;1672766;6;20251222 01:09;P;;;;;;
D;150;1672766;6;20251222 01:09;P;;;;;;
D;150;1672766;6;20251222 01:09;V;;;;;;
B;150;1672821;7;20251222 01:09;;;350;MAIN ARM RD;MAIN ARM;2482;4046;M;20251117;20251215;1150000;RU1;R;RESIDENCE;;RRB;;;AV719051;
C;150;1672821;7;20251222 01:09;1/581193;
D;150;1672821;7;20251222 01:09;P;;;;;;
D;150;1672821;7;20251222 01:09;V;;;;;;
B;150;1675336;8;20251222 01:09;;;1;POSSUM WOOD PL;MULLUMBIMBY;2482;4000;M;20251118;20251212;1500000;R5;R;RESIDENCE;;RRS;;;AV706245;
C;150;1675336;8;20251222 01:09;20/253840;
D;150;1675336;8;20251222 01:09;P;;;;;;
D;150;1675336;8;20251222 01:09;P;;;;;;
D;150;1675336;8;20251222 01:09;V;;;;;;
B;150;1667539;9;20251222 01:09;;;18;BYRON ST;BANGALOW;2479;643.4;M;20251212;20251218;5000000;E1;3;COMMERCIAL;;ECD;;;AV734456;
C;150;1667539;9;20251222 01:09;4/5/4358 A/930211;
D;150;1667539;9;20251222 01:09;P;;;;;;
D;150;1667539;9;20251222 01:09;V;;;;;;
B;150;1670242;10;20251222 01:09;;;12;GLORIA ST;SOUTH GOLDEN BEACH;2483;575.4;M;20251101;20251215;2200000;R2;R;RESIDENCE;;AHZ;;;AV715767;
C;150;1670242;10;20251222 01:09;156/31166;
D;150;1670242;10;20251222 01:09;P;;;;;;
D;150;1670242;10;20251222 01:09;V;;;;;;
D;150;1670242;10;20251222 01:09;V;;;;;;
B;150;1672937;11;20251222 01:09;;;1199;MAIN ARM RD;UPPER MAIN ARM;2482;53.35;H;20250930;20251215;2000000;RU2;3;FARM;;RRC;;;AV714021;
C;150;1672937;11;20251222 01:09;2/589361 1/755722;
D;150;1672937;11;20251222 01:09;P;;;;;;
D;150;1672937;11;20251222 01:09;V;;;;;;
D;150;1672937;11;20251222 01:09;V;;;;;;
