A;RTSALEDATA;054;20251229 01:06;VALNET;
B;054;511657;1;20251229 01:06;;;13;CAVE ST;GANMAIN;2702;2023;M;20251127;20251219;535000;RU5;R;RESIDENCE;;GAM;;;AV750365;
C;054;511657;1;20251229 01:06;7/44/758428;
D;054;511657;1;20251229 01:06;P;;;;;;
D;054;511657;1;20251229 01:06;P;;;;;;
D;054;511657;1;20251229 01:06;V;;;;;;
B;054;511855;2;20251229 01:06;;;10;LOCH ST;GANMAIN;2702;973.8;M;20251203;20251223;379000;RU5;R;RESIDENCE;;GAM;;;AV758195;
C;054;511855;2;20251229 01:06;C/373468;
D;054;511855;2;20251229 01:06;P;;;;;;
D;054;511855;2;20251229 01:06;V;;;;;;
B;054;512583;3;20251229 01:06;;;88;LEWIS ST N;COOLAMON;2701;2023;M;20251121;20251219;495000;RU5;R;RESIDENCE;;CLM;;;AV742019;
C;054;512583;3;20251229 01:06;10/7/758277;
D;054;512583;3;20251229 01:06;P;;;;;;
D;054;512583;3;20251229 01:06;V;;;;;;
B;054;512783;4;20251229 01:06;;;35;MIMOSA ST;COOLAMON;2701;1012;M;20251201;20251223;465000;RU5;R;RESIDENCE;;CLM;;;AV758097;
C;054;512783;4;20251229 01:06;1/384030;
D;054;512783;4;20251229 01:06;P;;;;;;
D;054;512783;4;20251229 01:06;P;;;;;;
D;054;512783;4;20251229 01:06;V;;;;;;
B;054;3094117;5;20251229 01:06;;;5;HANNAH ST;GANMAIN;2702;1062;M;20251127;20251219;390000;RU5;R;RESIDENCE;;GAM;;;AV745088;
C;054;3094117;5;20251229 01:06;4/36/758428;
D;054;3094117;5;20251229 01:06;P;;;;;;
D;054;3094117;5;20251229 01:06;V;;;;;;
D;054;3094117;5;20251229 01:06;V;;;;;;
B;054;4616729;6;20251229 01:06;;;40;BOOTH ST;COOLAMON;2701;2095;M;20251125;20251223;210000;RU5;V;VACANT LAND;;CLM;;;AV757717;
C;054;4616729;6;20251229 01:06;64/1305233;
D;054;4616729;6;20251229 01:06;P;;;;;;
D;054;4616729;6;20251229 01:06;P;;;;;;
D;054;4616729;6;20251229 01:06;V;;;;;;
B;054;4605166;7;20251229 01:06;;;167;CAMPBELLS LANE;COOLAMON;2701;2.127;H;20251202;20251219;300000;R5;V;VACANT LAND;;LLR;;;AV742959;
C;054;4605166;7;20251229 01:06;49/1314234;
D;054;4605166;7;20251229 01:06;P;;;;;;
D;054;4605166;7;20251229 01:06;P;;;;;;
D;054;4605166;7;20251229 01:06;V;;;;;;
Z;35;7;7;19;
