A;RTSALEDATA;109;20251222 01:09;VALNET;
B;109;1214090;1;20251222 01:09;;;330;BEULONG RD;YEOVAL;2868;121.4;H;20251023;20251215;975000;RU1;R;RESIDENCE;;RMF;;;AV714368;
C;109;1214090;1;20251222 01:09;B/333791 16, 78, 91, 101, 102, 119/753223;
D;109;1214090;1;20251222 01:09;P;;;;;;
D;109;1214090;1;20251222 01:09;V;;;;;;
B;109;1215118;2;20251222 01:09;DUCK POND;;51;LAKES AVE;CLIFTON GROVE;2800;2.429;H;20251118;20251217;1680000;R5;R;RESIDENCE;;RRK;;;AV730097;
C;109;1215118;2;20251222 01:09;32/1014699;
D;109;1215118;2;20251222 01:09;P;;;;;;
D;109;1215118;2;20251222 01:09;P;;;;;;
D;109;1215118;2;20251222 01:09;V;;;;;;
B;109;1214455;3;20251222 01:09;;;69;OBLEY ST;CUMNOCK;2867;2144;M;20251114;20251215;475000;RU5;R;RESIDENCE;;ZVF;;;AV718490;
C;109;1214455;3;20251222 01:09;1, 2/2/3949;
D;109;1214455;3;20251222 01:09;P;;;;;;
D;109;1214455;3;20251222 01:09;P;;;;;;
D;109;1214455;3;20251222 01:09;V;;;;;;
B;109;1214768;4;20251222 01:09;;;24;SUTTON ST;CANOWINDRA;2804;2010;M;20251120;20251218;440000;R1;R;RESIDENCE;;ZNC;;;AV738217;
C;109;1214768;4;20251222 01:09;6/11/758221;
D;109;1214768;4;20251222 01:09;P;;;;;;
D;109;1214768;4;20251222 01:09;P;;;;;;
D;109;1214768;4;20251222 01:09;V;;;;;;
D;109;1214768;4;20251222 01:09;V;;;;;;
B;109;1215666;5;20251222 01:09;;;61;RODD ST;CANOWINDRA;2804;651.3;M;20251105;20251217;355000;R1;R;RESIDENCE;;ZNC;;;AV728365;
C;109;1215666;5;20251222 01:09;8/43/758221;
D;109;1215666;5;20251222 01:09;P;;;;;;
D;109;1215666;5;20251222 01:09;V;;;;;;
B;109;1218357;6;20251222 01:09;;;10;KITE ST;MOLONG;2866;1973;M;20251120;20251218;420000;R1;R;RESIDENCE;;ZAB;;;AV737994;
C;109;1218357;6;20251222 01:09;16/17/758693;
D;109;1218357;6;20251222 01:09;P;;;;;;
D;109;1218357;6;20251222 01:09;V;;;;;;
B;109;1218400;7;20251222 01:09;;;29;RIDDELL ST;MOLONG;2866;747.4;M;20251114;20251212;400000;R1;R;RESIDENCE;;ZAB;;;AV707880;
C;109;1218400;7;20251222 01:09;32/572892;
D;109;1218400;7;20251222 01:09;P;;;;;;
D;109;1218400;7;20251222 01:09;P;;;;;;
D;109;1218400;7;20251222 01:09;V;;;;;;
B;109;1218465;8;20251222 01:09;;;103;WATSON ST;MOLONG;2866;818.7;M;20251118;20251216;545000;R1;R;RESIDENCE;;ZAB;;;AV724072;
C;109;1218465;8;20251222 01:09;45/249613;
D;109;1218465;8;20251222 01:09;P;;;;;;
D;109;1218465;8;20251222 01:09;V;;;;;;
B;109;1216297;9;20251222 01:09;;;4;TAYLOR ST;CUDAL;2864;1.042;H;20251113;20251212;215000;RU5;V;VACANT LAND;;ZVD;;;AV708779;
C;109;1216297;9;20251222 01:09;4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15/2/1864;
D;109;1216297;9;20251222 01:09;P;;;;;;
D;109;1216297;9;20251222 01:09;P;;;;;;
D;109;1216297;9;20251222 01:09;V;;;;;;
D;109;1216297;9;20251222 01:09;V;;;;;;
D;109;1216297;9;20251222 01:09;V;;;;;;
B;109;1216776;10;20251222 01:09;;;;SHARP ST;EUGOWRA;2806;3136.43;M;20251211;20251217;850000;RU5;R;RESIDENCE;;ZVE;;;AV730506;
C;109;1216776;10;20251222 01:09;13, 14/10/758396;
D;109;1216776;10;20251222 01:09;P;;;;;;
