A;RTSALEDATA;116;20251222 01:09;VALNET;
B;116;1242351;1;20251222 01:09;;;77;FORBES RD;PARKES;2870;1012;M;20251201;20251218;460000;SP2;R;RESIDENCE;;SIN;;;AV739754;
C;116;1242351;1;20251222 01:09;611/750179;
D;116;1242351;1;20251222 01:09;P;;;;;;
D;116;1242351;1;20251222 01:09;P;;;;;;
D;116;1242351;1;20251222 01:09;V;;;;;;
B;116;1242365;2;20251222 01:09;;;72;FORBES RD;PARKES;2870;918.1;M;20251120;20251218;530000;R1;R;RESIDENCE;;AAG;;;AV737068;
C;116;1242365;2;20251222 01:09;9/710155;
D;116;1242365;2;20251222 01:09;P;;;;;;
D;116;1242365;2;20251222 01:09;V;;;;;;
B;116;1242471;3;20251222 01:09;;;9;GEORGE FIELD DR;PARKES;2870;941.6;M;20251120;20251218;552000;R1;R;RESIDENCE;;AAG;;;AV735982;
C;116;1242471;3;20251222 01:09;25/830211;
D;116;1242471;3;20251222 01:09;P;;;;;;
D;116;1242471;3;20251222 01:09;P;;;;;;
D;116;1242471;3;20251222 01:09;V;;;;;;
B;116;1242697;4;20251222 01:09;;;73;HIGH ST;PARKES;2870;774.6;M;20251105;20251217;465000;R1;R;RESIDENCE;;AAB;;;AV727313;
C;116;1242697;4;20251222 01:09;1/585131;
D;116;1242697;4;20251222 01:09;P;;;;;;
D;116;1242697;4;20251222 01:09;V;;;;;;
B;116;1237472;5;20251222 01:09;HILLSIDE;;;COOKA HILLS RD;COOKAMIDGERA;2870;162.9;H;20250807;20250918;1645000;RU1;3;FARM;;RRB;;;AV434158;
C;116;1237472;5;20251222 01:09;167/750135;
D;116;1237472;5;20251222 01:09;P;;;;;;
D;116;1237472;5;20251222 01:09;V;;;;;;
D;116;1237472;5;20251222 01:09;V;;;;;;
B;116;1237481;6;20251222 01:09;;;;COOKA HILLS RD;COOKAMIDGERA;2870;225.8;H;20250807;20250918;1645000;RU1;3;FARM;;RRB;;;AV434158;
C;116;1237481;6;20251222 01:09;2/605437;
D;116;1237481;6;20251222 01:09;P;;;;;;
D;116;1237481;6;20251222 01:09;V;;;;;;
D;116;1237481;6;20251222 01:09;V;;;;;;
B;116;1240180;7;20251222 01:09;;;17;ALBERT ST;PARKES;2870;727.2;M;20251030;20251212;260000;R1;R;RESIDENCE;;AAF;;;AV710141;
C;116;1240180;7;20251222 01:09;1/1066373;
D;116;1240180;7;20251222 01:09;P;;;;;;
D;116;1240180;7;20251222 01:09;V;;;;;;
D;116;1240180;7;20251222 01:09;V;;;;;;
D;116;1240180;7;20251222 01:09;V;;;;;;
B;116;1240318;8;20251222 01:09;;;4;ARMSTRONG ST;PARKES;2870;607;M;20251126;20251217;390000;R1;R;RESIDENCE;;AAJ;;;AV727325;
C;116;1240318;8;20251222 01:09;1/317466;
D;116;1240318;8;20251222 01:09;P;;;;;;
D;116;1240318;8;20251222 01:09;V;;;;;;
D;116;1240318;8;20251222 01:09;V;;;;;;
B;116;1240765;9;20251222 01:09;;;5;BROLGAN RD;PARKES;2870;638.6;M;20251203;20251217;498000;R1;R;RESIDENCE;;AAJ;;;AV729243;
C;116;1240765;9;20251222 01:09;1/25993;
D;116;1240765;9;20251222 01:09;P;;;;;;
D;116;1240765;9;20251222 01:09;P;;;;;;
D;116;1240765;9;20251222 01:09;V;;;;;;
B;116;1240952;10;20251222 01:09;;;2;CARRINGTON ST;PARKES;2870;575.4;M;20251202;20251216;332000;R1;R;RESIDENCE;;AAB;;;AV726290;
C;116;1240952;10;20251222 01:09;12/14916;
D;116;1240952;10;20251222 01:09;P;;;;;;
D;116;1240952;10;20251222 01:09;P;;;;;;
D;116;1240952;10;20251222 01:09;V;;;;;;
B;116;1238766;11;20251222 01:09;;;105;CASWELL ST;PEAK HILL;2869;600.7;M;20251106;20251218;53000;RU5;R;RESIDENCE;;ZPR;;;AV739137;
C;116;1238766;11;20251222 01:09;2/504345;
D;116;1238766;11;20251222 01:09;P;;;;;;
D;116;1238766;11;20251222 01:09;V;;;;;;
B;116;1244459;12;20251222 01:09;;;10;THOMAS TOM CRES;PARKES;2870;859.9;M;20251120;20251215;540000;R1;R;RESIDENCE;;AAJ;;;AV717650;
C;116;1244459;12;20251222 01:09;25/827749;
D;116;1244459;12;20251222 01:09;P;;;;;;
D;116;1244459;12;20251222 01:09;P;;;;;;
D;116;1244459;12;20251222 01:09;V;;;;;;
B;116;1244506;13;20251222 01:09;;;14;THORNBURY ST;PARKES;2870;796.7;M;20251024;20251218;460000;R1;R;RESIDENCE;;AAA;;;AV737980;
C;116;1244506;13;20251222 01:09;31/22815;
D;116;1244506;13;20251222 01:09;P;;;;;;
D;116;1244506;13;20251222 01:09;P;;;;;;
D;116;1244506;13;20251222 01:09;V;;;;;;
D;116;1244506;13;20251222 01:09;V;;;;;;
B;116;1241949;14;20251222 01:09;;;3;DANILENKO ST;PARKES;2870;950.8;M;20251117;20251216;560000;R1;R;RESIDENCE;;AAA;;;AV722512;
C;116;1241949;14;20251222 01:09;15/791022;
D;116;1241949;14;20251222 01:09;P;;;;;;
D;116;1241949;14;20251222 01:09;P;;;;;;
D;116;1241949;14;20251222 01:09;V;;;;;;
B;116;1244915;15;20251222 01:09;;;3;WILGA ST;PARKES;2870;765.1;M;20251202;20251212;333000;R1;R;RESIDENCE;;AAA;;;AV707982;
C;116;1244915;15;20251222 01:09;29/23901;
D;116;1244915;15;20251222 01:09;P;;;;;;
D;116;1244915;15;20251222 01:09;P;;;;;;
D;116;1244915;15;20251222 01:09;V;;;;;;
