A;RTSALEDATA;269;20251229 01:09;VALNET;
B;269;6009263;1;20251229 01:09;;;12;FINCH CCT;MOAMA;2731;1000;M;20251205;20251219;297500;R1;R;RESIDENCE;;ZA1;;;AV741258;
C;269;6009263;1;20251229 01:09;213/1310667;
D;269;6009263;1;20251229 01:09;P;;;;;;
D;269;6009263;1;20251229 01:09;P;;;;;;
D;269;6009263;1;20251229 01:09;V;;;;;;
D;269;6009263;1;20251229 01:09;V;;;;;;
D;269;6009263;1;20251229 01:09;V;;;;;;
B;269;6030160;2;20251229 01:09;;;;BEER RD;MOAMA;2731;9.038;H;20251114;20251219;8800000;;V;VACANT LAND;;;;;AV751272;
C;269;6030160;2;20251229 01:09;1/1321884;
D;269;6030160;2;20251229 01:09;P;;;;;;
D;269;6030160;2;20251229 01:09;V;;;;;;
D;269;6030160;2;20251229 01:09;V;;;;;;
D;269;6030160;2;20251229 01:09;V;;;;;;
B;269;4516242;3;20251229 01:09;;;13;PRINCES WAY;MOAMA;2731;790;M;20250922;20251222;255000;R1;R;RESIDENCE;;ZA1;;;AV754800;
C;269;4516242;3;20251229 01:09;302/1294514;
D;269;4516242;3;20251229 01:09;P;;;;;;
D;269;4516242;3;20251229 01:09;P;;;;;;
D;269;4516242;3;20251229 01:09;V;;;;;;
B;269;4565977;4;20251229 01:09;;;33;THE RANGE BVD;MOAMA;2731;1000;M;20251110;20251219;1000000;R1;R;RESIDENCE;;ZA1;;;AV741274;
C;269;4565977;4;20251229 01:09;154/1305139;
D;269;4565977;4;20251229 01:09;P;;;;;;
D;269;4565977;4;20251229 01:09;V;;;;;;
D;269;4565977;4;20251229 01:09;V;;;;;;
B;269;4558011;5;20251229 01:09;;;54;MAYFLOWER DR;MOAMA;2731;782;M;20251114;20251219;259000;R1;R;RESIDENCE;;ZA1;;;AV749354;
C;269;4558011;5;20251229 01:09;413/1297162;
D;269;4558011;5;20251229 01:09;P;;;;;;
D;269;4558011;5;20251229 01:09;V;;;;;;
B;269;4558012;6;20251229 01:09;;;52;MAYFLOWER DR;MOAMA;2731;857;M;20251124;20251219;270000;R1;V;VACANT LAND;;ZA1;;;AV749362;
C;269;4558012;6;20251229 01:09;414/1297162;
D;269;4558012;6;20251229 01:09;P;;;;;;
D;269;4558012;6;20251229 01:09;P;;;;;;
D;269;4558012;6;20251229 01:09;V;;;;;;
B;269;4558016;7;20251229 01:09;;;44;MAYFLOWER DR;MOAMA;2731;757;M;20251210;20251219;259000;R1;V;VACANT LAND;;ZA1;;;AV749390;
C;269;4558016;7;20251229 01:09;418/1297162;
D;269;4558016;7;20251229 01:09;P;;;;;;
D;269;4558016;7;20251229 01:09;V;;;;;;
B;269;544391;8;20251229 01:09;;;1;MATHOURA ST;MATHOURA;2710;2023;M;20251125;20251219;337500;RU5;R;RESIDENCE;;ZF1;;;AV741623;
C;269;544391;8;20251229 01:09;5/97/758656;
D;269;544391;8;20251229 01:09;P;;;;;;
D;269;544391;8;20251229 01:09;P;;;;;;
D;269;544391;8;20251229 01:09;V;;;;;;
B;269;546020;9;20251229 01:09;;4;8;BERRY ST;MOAMA;2731;;;20251212;20251219;420000;;R;RESIDENCE;5;;;;AV745221;
C;269;546020;9;20251229 01:09;5/SP35172;
D;269;546020;9;20251229 01:09;P;;;;;;
D;269;546020;9;20251229 01:09;V;;;;;;
D;269;546020;9;20251229 01:09;V;;;;;;
