A;RTSALEDATA;238;20251222 01:10;VALNET;
B;238;2632746;1;20251222 01:10;;;2;CASTLEREAGH ST;COONAMBLE;2829;3002;M;20251208;20251218;330000;R1;R;RESIDENCE;;AAD;;;AV738685;
C;238;2632746;1;20251222 01:10;13/7/758282 1/908151;
D;238;2632746;1;20251222 01:10;P;;;;;;
D;238;2632746;1;20251222 01:10;V;;;;;;
B;238;2632867;2;20251222 01:10;;;11;DUBBO ST;COONAMBLE;2829;1486;M;20251103;20251215;140000;R1;R;RESIDENCE;;AAD;;;AV716455;
C;238;2632867;2;20251222 01:10;A/391250;
D;238;2632867;2;20251222 01:10;P;;;;;;
D;238;2632867;2;20251222 01:10;V;;;;;;
B;238;2633528;3;20251222 01:10;;;20;WARRENA ST;COONAMBLE;2829;487;M;20251105;20251217;130000;R1;R;RESIDENCE;;AAD;;;AV727698;
C;238;2633528;3;20251222 01:10;1/330439;
D;238;2633528;3;20251222 01:10;P;;;;;;
D;238;2633528;3;20251222 01:10;P;;;;;;
D;238;2633528;3;20251222 01:10;V;;;;;;
D;238;2633528;3;20251222 01:10;V;;;;;;
B;238;2633629;4;20251222 01:10;;;62;WINGADEE ST;COONAMBLE;2829;2023.4;M;20251211;20251218;200000;R1;R;RESIDENCE;;AAA;;;AV735631;
C;238;2633629;4;20251222 01:10;6/3591;
D;238;2633629;4;20251222 01:10;P;;;;;;
D;238;2633629;4;20251222 01:10;V;;;;;;
D;238;2633629;4;20251222 01:10;V;;;;;;
B;238;3569783;5;20251222 01:10;;;;;COONAMBLE;2829;40;H;20251202;20251217;632500;RU1;V;VACANT LAND;;RRC;;;AV726838;
C;238;3569783;5;20251222 01:10;31/1157934;
D;238;3569783;5;20251222 01:10;P;;;;;;
D;238;3569783;5;20251222 01:10;P;;;;;;
D;238;3569783;5;20251222 01:10;V;;;;;;
B;238;2634072;6;20251222 01:10;;;22;YALCOGRIN ST;GULARGAMBONE;2828;1113;M;20251106;20251216;195000;RU5;R;RESIDENCE;;ZAH;;;AV721904;
C;238;2634072;6;20251222 01:10;42/4535 1/522804;
D;238;2634072;6;20251222 01:10;P;;;;;;
D;238;2634072;6;20251222 01:10;P;;;;;;
D;238;2634072;6;20251222 01:10;V;;;;;;
Z;31;6;6;17;
