A;RTSALEDATA;247;20251222 01:10;VALNET;
B;247;6034041;1;20251222 01:10;;;;PRINCE ST;PILLIGA;2388;1.444;H;20250917;20251015;40000;;3;FARM;;;;;AV515017;
C;247;6034041;1;20251222 01:10;42/750305;
D;247;6034041;1;20251222 01:10;P;;;;;;
D;247;6034041;1;20251222 01:10;V;;;;;;
B;247;6033891;2;20251222 01:10;;;;OLD GUNNEDAH RD;NARRABRI;2390;133.542;H;20250711;20250909;1580000;;3;FARM;;;;;AV405609;
C;247;6033891;2;20251222 01:10;1, 2, 4/185599 1/705366 229, 230, 379, 485/754944 1/960436;
D;247;6033891;2;20251222 01:10;P;;;;;;
D;247;6033891;2;20251222 01:10;P;;;;;;
D;247;6033891;2;20251222 01:10;V;;;;;;
D;247;6033891;2;20251222 01:10;V;;;;;;
B;247;6033892;3;20251222 01:10;;;402;OLD GUNNEDAH RD;NARRABRI;2390;49.998;H;20250926;20251107;360000;;V;VACANT LAND;;;;;AV590856;
C;247;6033892;3;20251222 01:10;100, 490/754944;
D;247;6033892;3;20251222 01:10;P;;;;;;
D;247;6033892;3;20251222 01:10;P;;;;;;
D;247;6033892;3;20251222 01:10;V;;;;;;
D;247;6033892;3;20251222 01:10;V;;;;;;
D;247;6033892;3;20251222 01:10;V;;;;;;
B;247;2654042;4;20251222 01:10;;;46;LAIDLAW ST;BOGGABRI;2382;1012;M;20251104;20251216;385000;R1;R;RESIDENCE;;ABA;;;AV721525;
C;247;2654042;4;20251222 01:10;22/521561;
D;247;2654042;4;20251222 01:10;P;;;;;;
D;247;2654042;4;20251222 01:10;V;;;;;;
B;247;2654364;5;20251222 01:10;;;32;WEE WAA ST;BOGGABRI;2382;891.6;M;20251114;20251216;275000;MU1;R;RESIDENCE;;MUB;;;AV722425;
C;247;2654364;5;20251222 01:10;8/35803;
D;247;2654364;5;20251222 01:10;P;;;;;;
D;247;2654364;5;20251222 01:10;V;;;;;;
B;247;2657807;6;20251222 01:10;;;21;BOHEENA ST;NARRABRI;2390;784.1;M;20251031;20251212;470000;R1;R;RESIDENCE;;AND;;;AV712221;
C;247;2657807;6;20251222 01:10;4/28/758756;
D;247;2657807;6;20251222 01:10;P;;;;;;
D;247;2657807;6;20251222 01:10;V;;;;;;
B;247;2658120;7;20251222 01:10;;;17;DENISON ST;NARRABRI;2390;697;M;20251114;20251215;530000;R1;R;RESIDENCE;;ANA;;;AV714446;
C;247;2658120;7;20251222 01:10;7/23262 1/413236;
D;247;2658120;7;20251222 01:10;P;;;;;;
D;247;2658120;7;20251222 01:10;P;;;;;;
D;247;2658120;7;20251222 01:10;V;;;;;;
B;247;2658353;8;20251222 01:10;;;2;LOGAN ST;NARRABRI;2390;779.4;M;20251105;20251215;345000;SP2;R;RESIDENCE;;SOA;;;AV718988;
C;247;2658353;8;20251222 01:10;1/609297;
D;247;2658353;8;20251222 01:10;P;;;;;;
D;247;2658353;8;20251222 01:10;V;;;;;;
D;247;2658353;8;20251222 01:10;V;;;;;;
D;247;2658353;8;20251222 01:10;V;;;;;;
B;247;2659475;9;20251222 01:10;;;101;NANDEWAR ST;NARRABRI;2390;2024;M;20251028;20251218;550000;R1;R;RESIDENCE;;ANA;;;AV735870;
C;247;2659475;9;20251222 01:10;15, 16/15/758755;
D;247;2659475;9;20251222 01:10;P;;;;;;
D;247;2659475;9;20251222 01:10;V;;;;;;
D;247;2659475;9;20251222 01:10;V;;;;;;
B;247;2659865;10;20251222 01:10;;;13;TAYLOR ST;NARRABRI;2390;784.1;M;20251112;20251217;470000;R1;R;RESIDENCE;;ANA;;;AV731662;
C;247;2659865;10;20251222 01:10;39/239531;
D;247;2659865;10;20251222 01:10;P;;;;;;
D;247;2659865;10;20251222 01:10;V;;;;;;
B;247;2659867;11;20251222 01:10;;;17;TAYLOR ST;NARRABRI;2390;784.1;M;20251031;20251212;485000;R1;R;RESIDENCE;;ANA;;;AV711771;
C;247;2659867;11;20251222 01:10;41/239531;
D;247;2659867;11;20251222 01:10;P;;;;;;
D;247;2659867;11;20251222 01:10;V;;;;;;
D;247;2659867;11;20251222 01:10;V;;;;;;
B;247;2659872;12;20251222 01:10;;;27;TAYLOR ST;NARRABRI;2390;771.4;M;20251031;20251212;475000;R1;R;RESIDENCE;;ANA;;;AV710398;
C;247;2659872;12;20251222 01:10;46/239531;
D;247;2659872;12;20251222 01:10;P;;;;;;
D;247;2659872;12;20251222 01:10;V;;;;;;
D;247;2659872;12;20251222 01:10;V;;;;;;
B;247;2659942;13;20251222 01:10;;;66;UGOA ST;NARRABRI;2390;701.9;M;20251112;20251217;352500;R1;R;RESIDENCE;;AND;;;AV727385;
C;247;2659942;13;20251222 01:10;18/224570;
D;247;2659942;13;20251222 01:10;P;;;;;;
D;247;2659942;13;20251222 01:10;V;;;;;;
B;247;2660153;14;20251222 01:10;;;11;WILLIAM MORRIS AVE;NARRABRI;2390;670.3;M;20251117;20251217;480000;R1;R;RESIDENCE;;ANA;;;AV729499;
C;247;2660153;14;20251222 01:10;20/22312;
D;247;2660153;14;20251222 01:10;P;;;;;;
D;247;2660153;14;20251222 01:10;V;;;;;;
D;247;2660153;14;20251222 01:10;V;;;;;;
B;247;3152062;15;20251222 01:10;;;15;CUNNINGHAM CL;NARRABRI;2390;1000;M;20251114;20251212;562500;R1;R;RESIDENCE;;ANA;;;AV706819;
C;247;3152062;15;20251222 01:10;95/1078375;
D;247;3152062;15;20251222 01:10;P;;;;;;
