A;RTSALEDATA;263;20251229 01:09;VALNET;
B;263;514516;1;20251229 01:09;;;25;BERYL DR;COROWA;2646;950.4;M;20251215;20251222;505000;R2;R;RESIDENCE;;LCW;;;AV752772;
C;263;514516;1;20251229 01:09;36/733396;
D;263;514516;1;20251229 01:09;P;;;;;;
D;263;514516;1;20251229 01:09;V;;;;;;
D;263;514516;1;20251229 01:09;V;;;;;;
B;263;515407;2;20251229 01:09;;;387;HONOUR AVE;COROWA;2646;4768;M;20251205;20251219;1075000;E3;3;COMMERCIAL;;PSC;;;AV743327;
C;263;515407;2;20251229 01:09;2/507606;
D;263;515407;2;20251229 01:09;P;;;;;;
D;263;515407;2;20251229 01:09;P;;;;;;
D;263;515407;2;20251229 01:09;V;;;;;;
B;263;518288;3;20251229 01:09;;;1;ANGLERS CL;MULWALA;2647;;;20251110;20251219;528000;;R;RESIDENCE;92;;;;AV742867;
C;263;518288;3;20251229 01:09;92/SP62205;
D;263;518288;3;20251229 01:09;P;;;;;;
D;263;518288;3;20251229 01:09;P;;;;;;
D;263;518288;3;20251229 01:09;V;;;;;;
D;263;518288;3;20251229 01:09;V;;;;;;
B;263;3207535;4;20251229 01:09;;;51;BAYLY ST;MULWALA;2647;;;20251118;20251219;375500;;R;RESIDENCE;2;;;;AV743013;
C;263;3207535;4;20251229 01:09;2/SP75570;
D;263;3207535;4;20251229 01:09;P;;;;;;
D;263;3207535;4;20251229 01:09;P;;;;;;
D;263;3207535;4;20251229 01:09;V;;;;;;
D;263;3207535;4;20251229 01:09;V;;;;;;
B;263;3683741;5;20251229 01:09;;;;NAMOI ST;BOREE CREEK;2652;2023;M;20251124;20251219;40000;RU5;R;RESIDENCE;;VAB;;;AV742209;
C;263;3683741;5;20251229 01:09;12/3/758142;
D;263;3683741;5;20251229 01:09;P;;;;;;
D;263;3683741;5;20251229 01:09;P;;;;;;
D;263;3683741;5;20251229 01:09;V;;;;;;
D;263;3683741;5;20251229 01:09;V;;;;;;
B;263;3268543;6;20251229 01:09;;;66;COLLESS ST;MULWALA;2647;390.1;M;20251023;20251219;500000;R1;R;RESIDENCE;;AMC;;;AV743119;
C;263;3268543;6;20251229 01:09;2/286025;
D;263;3268543;6;20251229 01:09;P;;;;;;
D;263;3268543;6;20251229 01:09;V;;;;;;
D;263;3268543;6;20251229 01:09;V;;;;;;
B;263;3305129;7;20251229 01:09;;;53;BINDA RD;MULWALA;2647;1.212;H;20251111;20251222;1200000;R2;R;RESIDENCE;;LMS;;;AV756179;
C;263;3305129;7;20251229 01:09;1/1109720;
D;263;3305129;7;20251229 01:09;P;;;;;;
D;263;3305129;7;20251229 01:09;P;;;;;;
D;263;3305129;7;20251229 01:09;V;;;;;;
D;263;3305129;7;20251229 01:09;V;;;;;;
B;263;4373612;8;20251229 01:09;;;109;TOWNSEND ST;HOWLONG;2643;810;M;20251114;20251219;194000;R1;V;VACANT LAND;;AHA;;;AV745611;
C;263;4373612;8;20251229 01:09;1/1178737;
D;263;4373612;8;20251229 01:09;P;;;;;;
D;263;4373612;8;20251229 01:09;V;;;;;;
Z;45;8;8;27;
