A;RTSALEDATA;010;20251222 01:08;VALNET;
B;010;271700;1;20251222 01:08;;201;61 B;DOWLING ST;NELSON BAY;2315;;;20251113;20251218;365000;;R;RESIDENCE;26;;;;AV733569;
C;010;271700;1;20251222 01:08;26/SP65138;
D;010;271700;1;20251222 01:08;P;;;;;;
D;010;271700;1;20251222 01:08;V;;;;;;
D;010;271700;1;20251222 01:08;V;;;;;;
B;010;271700;2;20251222 01:08;;222;61 B;DOWLING ST;NELSON BAY;2315;;;20251121;20251215;249000;;R;RESIDENCE;47;;;;AV714209;
C;010;271700;2;20251222 01:08;47/SP65138;
D;010;271700;2;20251222 01:08;P;;;;;;
D;010;271700;2;20251222 01:08;V;;;;;;
B;010;2911055;3;20251222 01:08;;;100;TANILBA AVE;TANILBA BAY;2319;748.9;M;20251114;20251212;875000;R2;R;RESIDENCE;;AAO;;;AV710514;
C;010;2911055;3;20251222 01:08;7581/1041256;
D;010;2911055;3;20251222 01:08;P;;;;;;
D;010;2911055;3;20251222 01:08;V;;;;;;
D;010;2911055;3;20251222 01:08;V;;;;;;
B;010;2939610;4;20251222 01:08;;;28;ALBACORE DR;CORLETTE;2315;393.4;M;20251128;20251218;930000;R2;R;RESIDENCE;;AAE;;;AV737246;
C;010;2939610;4;20251222 01:08;2/1045457;
D;010;2939610;4;20251222 01:08;P;;;;;;
D;010;2939610;4;20251222 01:08;V;;;;;;
B;010;2981802;5;20251222 01:08;;;8;WAROPARA RD;MEDOWIE;2318;6.1;H;20250606;20251218;2337500;R5;V;VACANT LAND;;ABB;;;AV733555;
C;010;2981802;5;20251222 01:08;10/1051742;
D;010;2981802;5;20251222 01:08;P;;;;;;
D;010;2981802;5;20251222 01:08;P;;;;;;
D;010;2981802;5;20251222 01:08;V;;;;;;
D;010;2981802;5;20251222 01:08;V;;;;;;
B;010;4152443;6;20251222 01:08;;;11;LIBERTY RD;MEDOWIE;2318;722;M;20251127;20251218;1185000;R2;R;RESIDENCE;;AAR;;;AV733795;
C;010;4152443;6;20251222 01:08;406/1242890;
D;010;4152443;6;20251222 01:08;P;;;;;;
D;010;4152443;6;20251222 01:08;P;;;;;;
D;010;4152443;6;20251222 01:08;V;;;;;;
D;010;4152443;6;20251222 01:08;V;;;;;;
B;010;4201983;7;20251222 01:08;;2;21;HENNING RD;RAYMOND TERRACE;2324;309;M;20251103;20251215;740000;;R;RESIDENCE;2;;;;AV715088;
C;010;4201983;7;20251222 01:08;2/SP99284;
D;010;4201983;7;20251222 01:08;P;;;;;;
D;010;4201983;7;20251222 01:08;V;;;;;;
B;010;4235607;8;20251222 01:08;;;22 A;CABIN CL;SALAMANDER BAY;2317;509.6;M;20251031;20251212;1500000;R2;R;RESIDENCE;;AAF;;;AV712740;
C;010;4235607;8;20251222 01:08;2/1253083;
D;010;4235607;8;20251222 01:08;P;;;;;;
D;010;4235607;8;20251222 01:08;P;;;;;;
D;010;4235607;8;20251222 01:08;V;;;;;;
B;010;6033991;9;20251222 01:08;;;10;WARRIGAL CL;BRANDY HILL;2324;2.812;H;20250707;20250929;910000;;V;VACANT LAND;;;;;AV463277;
C;010;6033991;9;20251222 01:08;512/805573;
D;010;6033991;9;20251222 01:08;P;;;;;;
D;010;6033991;9;20251222 01:08;P;;;;;;
D;010;6033991;9;20251222 01:08;V;;;;;;
D;010;6033991;9;20251222 01:08;V;;;;;;
B;010;6007328;10;20251222 01:08;;;8;MELMOTH RD;KARUAH;2324;529.6;M;20251110;20251215;390000;R2;V;VACANT LAND;;AAV;;;AV714278;
C;010;6007328;10;20251222 01:08;101/1315057;
D;010;6007328;10;20251222 01:08;P;;;;;;
D;010;6007328;10;20251222 01:08;V;;;;;;
D;010;6007328;10;20251222 01:08;V;;;;;;
B;010;6007334;11;20251222 01:08;;;9;MELMOTH RD;KARUAH;2324;500;M;20251204;20251217;380000;R2;V;VACANT LAND;;AAV;;;AV730088;
C;010;6007334;11;20251222 01:08;107/1315057;
D;010;6007334;11;20251222 01:08;P;;;;;;
D;010;6007334;11;20251222 01:08;P;;;;;;
D;010;6007334;11;20251222 01:08;V;;;;;;
D;010;6007334;11;20251222 01:08;V;;;;;;
B;010;3097098;12;20251222 01:08;;;9;DRUMMER ST;CORLETTE;2315;681.2;M;20251010;20251215;1480000;R2;R;RESIDENCE;;AAE;;;AV720093;
C;010;3097098;12;20251222 01:08;1803/1068422;
D;010;3097098;12;20251222 01:08;P;;;;;;
D;010;3097098;12;20251222 01:08;P;;;;;;
D;010;3097098;12;20251222 01:08;V;;;;;;
B;010;4127003;13;20251222 01:08;;;75;HOLDOM RD;KARUAH;2324;720.1;M;20251114;20251218;360000;R2;V;VACANT LAND;;AAV;;;AV733561;
C;010;4127003;13;20251222 01:08;101/1243578;
D;010;4127003;13;20251222 01:08;P;;;;;;
D;010;4127003;13;20251222 01:08;V;;;;;;
D;010;4127003;13;20251222 01:08;V;;;;;;
B;010;4607285;14;20251222 01:08;;;244;GAN GAN RD;ANNA BAY;2316;4455;M;20251128;20251217;1200000;R5;V;VACANT LAND;;ABC;;;AV732331;
C;010;4607285;14;20251222 01:08;1/1308494;
D;010;4607285;14;20251222 01:08;P;;;;;;
D;010;4607285;14;20251222 01:08;P;;;;;;
D;010;4607285;14;20251222 01:08;V;;;;;;
D;010;4607285;14;20251222 01:08;V;;;;;;
B;010;4581401;15;20251222 01:08;;1;36;YALLIMBAH AVE;TANILBA BAY;2319;240;M;20251119;20251218;750000;;R;RESIDENCE;1;;;;AV737890;
C;010;4581401;15;20251222 01:08;1/SP107165;
D;010;4581401;15;20251222 01:08;P;;;;;;
D;010;4581401;15;20251222 01:08;V;;;;;;
D;010;4581401;15;20251222 01:08;V;;;;;;
B;010;4581401;16;20251222 01:08;;2;36;YALLIMBAH AVE;TANILBA BAY;2319;240;M;20251103;20251218;750000;;R;RESIDENCE;2;;;;AV737887;
C;010;4581401;16;20251222 01:08;2/SP107165;
D;010;4581401;16;20251222 01:08;P;;;;;;
D;010;4581401;16;20251222 01:08;V;;;;;;
D;010;4581401;16;20251222 01:08;V;;;;;;
B;010;4610469;17;20251222 01:08;;;7;WOODOAK RD;KARUAH;2324;515.5;M;20251104;20251216;750000;R2;R;RESIDENCE;;AAV;;;AV721402;
C;010;4610469;17;20251222 01:08;8201/1315894;
D;010;4610469;17;20251222 01:08;P;;;;;;
D;010;4610469;17;20251222 01:08;P;;;;;;
D;010;4610469;17;20251222 01:08;V;;;;;;
D;010;4610469;17;20251222 01:08;V;;;;;;
B;010;3165413;18;20251222 01:08;HAROLDENE;;1 A;NAVY NOOK;TANILBA BAY;2319;718.9;M;20251204;20251218;822000;R2;R;RESIDENCE;;AAO;;;AV738483;
C;010;3165413;18;20251222 01:08;1/1080744;
D;010;3165413;18;20251222 01:08;P;;;;;;
D;010;3165413;18;20251222 01:08;P;;;;;;
D;010;3165413;18;20251222 01:08;V;;;;;;
D;010;3165413;18;20251222 01:08;V;;;;;;
B;010;3216825;19;20251222 01:08;;2;8;SEAGRASS CCT;CORLETTE;2315;;;20251114;20251212;1025000;;R;RESIDENCE;1;;;;AV707263;
C;010;3216825;19;20251222 01:08;1/SP76015;
D;010;3216825;19;20251222 01:08;P;;;;;;
D;010;3216825;19;20251222 01:08;V;;;;;;
D;010;3216825;19;20251222 01:08;V;;;;;;
B;010;3216825;20;20251222 01:08;;1;8;SEAGRASS CCT;CORLETTE;2315;;;20251106;20251212;1020000;;R;RESIDENCE;2;;;;AV707475;
C;010;3216825;20;20251222 01:08;2/SP76015;
D;010;3216825;20;20251222 01:08;P;;;;;;
D;010;3216825;20;20251222 01:08;P;;;;;;
D;010;3216825;20;20251222 01:08;V;;;;;;
D;010;3216825;20;20251222 01:08;V;;;;;;
B;010;3244852;21;20251222 01:08;;;6 A;SEAGRASS CCT;CORLETTE;2315;350.6;M;20251031;20251215;1130000;R2;R;RESIDENCE;;AAE;;;AV717663;
C;010;3244852;21;20251222 01:08;71/1096217;
D;010;3244852;21;20251222 01:08;P;;;;;;
D;010;3244852;21;20251222 01:08;P;;;;;;
D;010;3244852;21;20251222 01:08;V;;;;;;
D;010;3244852;21;20251222 01:08;V;;;;;;
B;010;265137;22;20251222 01:08;;;10;COUNTY CL;MEDOWIE;2318;4554;M;20251107;20251215;1675200;R5;R;RESIDENCE;;ABB;;;AV720303;
C;010;265137;22;20251222 01:08;1/848006;
D;010;265137;22;20251222 01:08;P;;;;;;
D;010;265137;22;20251222 01:08;P;;;;;;
D;010;265137;22;20251222 01:08;V;;;;;;
D;010;265137;22;20251222 01:08;V;;;;;;
D;010;265137;22;20251222 01:08;V;;;;;;
B;010;265142;23;20251222 01:08;;;20;COUNTY CL;MEDOWIE;2318;3806;M;20251204;20251218;1385500;R5;R;RESIDENCE;;ABB;;;AV738750;
C;010;265142;23;20251222 01:08;5/848006;
D;010;265142;23;20251222 01:08;P;;;;;;
D;010;265142;23;20251222 01:08;P;;;;;;
D;010;265142;23;20251222 01:08;V;;;;;;
B;010;264431;24;20251222 01:08;;;25;ONE MILE CL;BOAT HARBOUR;2316;662.3;M;20251114;20251215;1950000;R2;R;RESIDENCE;;AAM;;;AV715384;
C;010;264431;24;20251222 01:08;47/1000710;
D;010;264431;24;20251222 01:08;P;;;;;;
D;010;264431;24;20251222 01:08;P;;;;;;
D;010;264431;24;20251222 01:08;V;;;;;;
B;010;264532;25;20251222 01:08;;;21;ABUNDANCE RD;MEDOWIE;2318;1949;M;20251120;20251215;1250000;E4;3;COMMERCIAL;;IPD;;;AV716149;
C;010;264532;25;20251222 01:08;1/813264;
D;010;264532;25;20251222 01:08;P;;;;;;
D;010;264532;25;20251222 01:08;P;;;;;;
D;010;264532;25;20251222 01:08;V;;;;;;
D;010;264532;25;20251222 01:08;V;;;;;;
