A;RTSALEDATA;240;20251222 01:10;VALNET;
B;240;2636898;1;20251222 01:10;;;;MYALL ST;ARMATREE;2828;2023;M;20251024;20251216;180000;RU5;R;RESIDENCE;;ZAR;;;AV721900;
C;240;2636898;1;20251222 01:10;10/8/758031;
D;240;2636898;1;20251222 01:10;P;;;;;;
D;240;2636898;1;20251222 01:10;V;;;;;;
D;240;2636898;1;20251222 01:10;V;;;;;;
B;240;2637516;2;20251222 01:10;;;18;LOWER CASTLEREAGH ST;GILGANDRA;2827;1897;M;20251118;20251215;150000;RU1;R;RESIDENCE;;HFN;;;AV714768;
C;240;2637516;2;20251222 01:10;1/332265;
D;240;2637516;2;20251222 01:10;P;;;;;;
D;240;2637516;2;20251222 01:10;V;;;;;;
D;240;2637516;2;20251222 01:10;V;;;;;;
B;240;4374900;3;20251222 01:10;;;31;ARALEE RD;GILGANDRA;2827;6.898;H;20251124;20251212;225000;R1;V;VACANT LAND;;GLR;;;AV706937;
C;240;4374900;3;20251222 01:10;501/1275598;
D;240;4374900;3;20251222 01:10;P;;;;;;
D;240;4374900;3;20251222 01:10;V;;;;;;
Z;16;3;3;8;
