A;RTSALEDATA;216;20251222 01:10;VALNET;
B;216;3447263;1;20251222 01:10;;;23;DE QUENCY RD;BULLABURRA;2784;2972;M;20251022;20251212;650000;C4;R;RESIDENCE;;BUL;;;AV712234;
C;216;3447263;1;20251222 01:10;69/7290;
D;216;3447263;1;20251222 01:10;P;;;;;;
D;216;3447263;1;20251222 01:10;P;;;;;;
D;216;3447263;1;20251222 01:10;V;;;;;;
B;216;3512012;2;20251222 01:10;;;55;MOUNT VIEW AVE;HAZELBROOK;2779;1157;M;20251107;20251216;890000;C4;R;RESIDENCE;;HZL;;;AV723073;
C;216;3512012;2;20251222 01:10;62/27588;
D;216;3512012;2;20251222 01:10;P;;;;;;
D;216;3512012;2;20251222 01:10;P;;;;;;
D;216;3512012;2;20251222 01:10;V;;;;;;
D;216;3512012;2;20251222 01:10;V;;;;;;
B;216;4194002;3;20251222 01:10;;;35;RUSSELL AVE;FAULCONBRIDGE;2776;728.1;M;20251106;20251212;1250000;A;R;RESIDENCE;;SF;;;AV708115;
C;216;4194002;3;20251222 01:10;20/1144638;
D;216;4194002;3;20251222 01:10;P;;;;;;
D;216;4194002;3;20251222 01:10;P;;;;;;
D;216;4194002;3;20251222 01:10;V;;;;;;
D;216;4194002;3;20251222 01:10;V;;;;;;
B;216;6022934;4;20251222 01:10;;1;2;DORA ST;KATOOMBA;2780;165;M;20251128;20251217;700000;;R;RESIDENCE;1;;;;AV728310;
C;216;6022934;4;20251222 01:10;1/SP109761;
D;216;6022934;4;20251222 01:10;P;;;;;;
D;216;6022934;4;20251222 01:10;V;;;;;;
D;216;6022934;4;20251222 01:10;V;;;;;;
B;216;4602957;5;20251222 01:10;;;14;ADA RD;BLACKHEATH;2785;455.3;M;20251105;20251217;325000;C4;V;VACANT LAND;;BLH;;;AV727464;
C;216;4602957;5;20251222 01:10;8/2/1179;
D;216;4602957;5;20251222 01:10;P;;;;;;
D;216;4602957;5;20251222 01:10;V;;;;;;
D;216;4602957;5;20251222 01:10;V;;;;;;
B;216;2259033;6;20251222 01:10;;;47;NELSON RD;KATOOMBA;2780;4047;M;20251031;20251212;500000;C4;V;VACANT LAND;;KAP;;;AV707255;
C;216;2259033;6;20251222 01:10;13/F/1711;
D;216;2259033;6;20251222 01:10;P;;;;;;
D;216;2259033;6;20251222 01:10;P;;;;;;
D;216;2259033;6;20251222 01:10;V;;;;;;
B;216;2267043;7;20251222 01:10;;;25;BOLAND AVE;SPRINGWOOD;2777;550.1;M;20251104;20251216;994000;R2;R;RESIDENCE;;SPD;;;AV724870;
C;216;2267043;7;20251222 01:10;1/345156;
D;216;2267043;7;20251222 01:10;P;;;;;;
D;216;2267043;7;20251222 01:10;V;;;;;;
