A;RTSALEDATA;061;20251229 01:06;VALNET;
B;061;534134;1;20251229 01:06;;;36;GEORGE ST;JUNEE;2663;923.1;M;20251126;20251219;419000;RU5;R;RESIDENCE;;JNS;;;AV743684;
C;061;534134;1;20251229 01:06;4/662326;
D;061;534134;1;20251229 01:06;P;;;;;;
D;061;534134;1;20251229 01:06;P;;;;;;
D;061;534134;1;20251229 01:06;V;;;;;;
B;061;3178420;2;20251229 01:06;;;7;GLOUCESTER ST;JUNEE;2663;1012;M;20251124;20251219;420000;RU5;R;RESIDENCE;;JCN;;;AV745417;
C;061;3178420;2;20251229 01:06;27, 28/4/2445;
D;061;3178420;2;20251229 01:06;P;;;;;;
D;061;3178420;2;20251229 01:06;V;;;;;;
D;061;3178420;2;20251229 01:06;V;;;;;;
Z;12;2;2;6;
