A;RTSALEDATA;116;20251229 01:07;VALNET;
B;116;1242622;1;20251229 01:07;;;;GRENFELL ST;PARKES;2870;377.2;M;20251210;20251219;1123;R1;V;VACANT LAND;;AAF;;;AV742136;
C;116;1242622;1;20251229 01:07;41/580110;
D;116;1242622;1;20251229 01:07;P;;;;;;
D;116;1242622;1;20251229 01:07;V;;;;;;
B;116;1240206;2;20251229 01:07;;;24;ALBERT ST;PARKES;2870;916.9;M;20251113;20251219;507000;R1;R;RESIDENCE;;AAF;;;AV745913;
C;116;1240206;2;20251229 01:07;8/25/758827;
D;116;1240206;2;20251229 01:07;P;;;;;;
D;116;1240206;2;20251229 01:07;P;;;;;;
D;116;1240206;2;20251229 01:07;V;;;;;;
B;116;1242908;3;20251229 01:07;;;12;HOWARD ST;PARKES;2870;735.94;M;20251215;20251222;385000;R1;R;RESIDENCE;;AAG;;;AV753904;
C;116;1242908;3;20251229 01:07;20/A/7085;
D;116;1242908;3;20251229 01:07;P;;;;;;
D;116;1242908;3;20251229 01:07;P;;;;;;
D;116;1242908;3;20251229 01:07;V;;;;;;
D;116;1242908;3;20251229 01:07;V;;;;;;
B;116;1243286;4;20251229 01:07;;;1;MACARTHUR ST;PARKES;2870;891.6;M;20251120;20251219;300000;R1;R;RESIDENCE;;AAJ;;;AV745532;
C;116;1243286;4;20251229 01:07;657/750179;
D;116;1243286;4;20251229 01:07;P;;;;;;
D;116;1243286;4;20251229 01:07;V;;;;;;
D;116;1243286;4;20251229 01:07;V;;;;;;
B;116;1239018;5;20251229 01:07;;;92;EUCHIE ST;PEAK HILL;2869;1011.83;M;20251208;20251222;130000;RU5;R;RESIDENCE;;ZPH;;;AV752159;
C;116;1239018;5;20251229 01:07;15/4/758832;
D;116;1239018;5;20251229 01:07;P;;;;;;
D;116;1239018;5;20251229 01:07;V;;;;;;
D;116;1239018;5;20251229 01:07;V;;;;;;
B;116;1239379;6;20251229 01:07;;;;WATTS LANE;TICHBORNE;2870;8094;M;20251218;20251222;40000;RU1;V;VACANT LAND;;RRL;;;AV754188;
C;116;1239379;6;20251229 01:07;81/750179;
D;116;1239379;6;20251229 01:07;P;;;;;;
D;116;1239379;6;20251229 01:07;V;;;;;;
D;116;1239379;6;20251229 01:07;V;;;;;;
B;116;3255616;7;20251229 01:07;NORTH PLEVNA;;;BOORR HILL RD;TRUNDLE;2875;1029;H;20251208;20251219;2925255;RU1;3;FARM;;RTY;;;AV748172;
C;116;3255616;7;20251229 01:07;5, 6/752116;
D;116;3255616;7;20251229 01:07;P;;;;;;
D;116;3255616;7;20251229 01:07;V;;;;;;
B;116;3289852;8;20251229 01:07;BILLABONG PARK;;;TANKS RD;PARKES;2870;2.661;H;20251120;20251219;465000;R5;R;RESIDENCE;;LPL;;;AV742033;
C;116;3289852;8;20251229 01:07;24/655628;
D;116;3289852;8;20251229 01:07;P;;;;;;
D;116;3289852;8;20251229 01:07;V;;;;;;
B;116;3305194;9;20251229 01:07;;4;35 A;CECILE ST;PARKES;2870;286;M;20251118;20251219;318000;;R;RESIDENCE;4;;;;AV743782;
C;116;3305194;9;20251229 01:07;4/SP78680;
D;116;3305194;9;20251229 01:07;P;;;;;;
D;116;3305194;9;20251229 01:07;V;;;;;;
D;116;3305194;9;20251229 01:07;V;;;;;;
B;116;3847361;10;20251229 01:07;;;55;CARDIGAN ST;TULLAMORE;2874;3395.3;M;20251212;20251222;150000;RU5;R;RESIDENCE;;ZTU;;;AV755371;
C;116;3847361;10;20251229 01:07;1, 3/B/5965 2/420078 2/660215;
D;116;3847361;10;20251229 01:07;P;;;;;;
D;116;3847361;10;20251229 01:07;P;;;;;;
D;116;3847361;10;20251229 01:07;V;;;;;;
Z;50;10;10;28;
