A;RTSALEDATA;264;20251229 01:09;VALNET;
B;264;2988573;1;20251229 01:09;THE BLAKE;15;6;BLAKE ST;KOGARAH;2217;;;20251108;20251219;976000;;R;RESIDENCE;15;;;;AV743223;
C;264;2988573;1;20251229 01:09;15/SP70403;
D;264;2988573;1;20251229 01:09;P;;;;;;
D;264;2988573;1;20251229 01:09;P;;;;;;
D;264;2988573;1;20251229 01:09;V;;;;;;
B;264;3450838;2;20251229 01:09;;905 A;97;FOREST RD;HURSTVILLE;2220;134;M;20251118;20251222;818000;;R;RESIDENCE;83;;;;AV752088;
C;264;3450838;2;20251229 01:09;83/SP81837;
D;264;3450838;2;20251229 01:09;P;;;;;;
D;264;3450838;2;20251229 01:09;P;;;;;;
D;264;3450838;2;20251229 01:09;V;;;;;;
D;264;3450838;2;20251229 01:09;V;;;;;;
B;264;3510113;3;20251229 01:09;;57;30;WONIORA RD;HURSTVILLE;2220;;;20251128;20251219;760000;;R;RESIDENCE;57;;;;AV748193;
C;264;3510113;3;20251229 01:09;57/SP83018;
D;264;3510113;3;20251229 01:09;P;;;;;;
D;264;3510113;3;20251229 01:09;V;;;;;;
B;264;4211119;4;20251229 01:09;;910;258;RAILWAY PDE;KOGARAH;2217;115;M;20251118;20251219;790000;;R;RESIDENCE;104;;;;AV742278;
C;264;4211119;4;20251229 01:09;104/SP97728;
D;264;4211119;4;20251229 01:09;P;;;;;;
D;264;4211119;4;20251229 01:09;V;;;;;;
B;264;6021220;5;20251229 01:09;;;23 A;SCOTT ST;MORTDALE;2223;433.1;M;20251128;20251219;3400000;R2;R;RESIDENCE;;KMM;;;AV741993;
C;264;6021220;5;20251229 01:09;1/1319106;
D;264;6021220;5;20251229 01:09;P;;;;;;
D;264;6021220;5;20251229 01:09;P;;;;;;
D;264;6021220;5;20251229 01:09;V;;;;;;
B;264;3076923;6;20251229 01:09;;;2;BLANCHE ST;OATLEY;2223;860.1;M;20251124;20251222;2000000;R2;R;RESIDENCE;;KOO;;;AV751827;
C;264;3076923;6;20251229 01:09;1/1066325;
D;264;3076923;6;20251229 01:09;P;;;;;;
D;264;3076923;6;20251229 01:09;V;;;;;;
B;264;4068374;7;20251229 01:09;;16;333;STONEY CREEK RD;KINGSGROVE;2208;;;20251024;20251219;350000;;3;COMMERCIAL;16;;;;AV749036;
C;264;4068374;7;20251229 01:09;16/SP96404;
D;264;4068374;7;20251229 01:09;P;;;;;;
D;264;4068374;7;20251229 01:09;V;;;;;;
B;264;4017265;8;20251229 01:09;;;30;WONOONA PDE W;OATLEY;2223;380;M;20251218;20251224;1800000;R2;R;RESIDENCE;;KOA;;;AV761133;
C;264;4017265;8;20251229 01:09;2/1217936;
D;264;4017265;8;20251229 01:09;P;;;;;;
D;264;4017265;8;20251229 01:09;V;;;;;;
B;264;4557506;9;20251229 01:09;;14;507;ROCKY POINT RD;SANS SOUCI;2219;195;M;20250822;20251219;1700000;;R;RESIDENCE;14;;;;AV750909;
C;264;4557506;9;20251229 01:09;14/SP105746;
D;264;4557506;9;20251229 01:09;P;;;;;;
D;264;4557506;9;20251229 01:09;V;;;;;;
B;264;1468066;10;20251229 01:09;;44;438;FOREST RD;HURSTVILLE;2220;;;20251121;20251222;690000;;R;RESIDENCE;44;;;;AV752768;
C;264;1468066;10;20251229 01:09;44/SP47027;
D;264;1468066;10;20251229 01:09;P;;;;;;
D;264;1468066;10;20251229 01:09;V;;;;;;
B;264;1465651;11;20251229 01:09;;;6;DEPOT RD;MORTDALE;2223;3289;M;20251210;20251222;7100000;E4;3;COMMERCIAL;;IHH;;;AV751696;
C;264;1465651;11;20251229 01:09;2/712721;
D;264;1465651;11;20251229 01:09;P;;;;;;
D;264;1465651;11;20251229 01:09;V;;;;;;
B;264;1466005;12;20251229 01:09;;113;12;DORA ST;HURSTVILLE;2220;;;20251112;20251219;643000;;R;RESIDENCE;113;;;;AV742077;
C;264;1466005;12;20251229 01:09;113/SP64498;
D;264;1466005;12;20251229 01:09;P;;;;;;
D;264;1466005;12;20251229 01:09;V;;;;;;
B;264;1469351;13;20251229 01:09;;6;30;GLOUCESTER RD;HURSTVILLE;2220;;;20251027;20251222;733000;;R;RESIDENCE;6;;;;AV752348;
C;264;1469351;13;20251229 01:09;6/SP6521;
D;264;1469351;13;20251229 01:09;P;;;;;;
D;264;1469351;13;20251229 01:09;V;;;;;;
B;264;1468241;14;20251229 01:09;;;300;FOREST RD;HURSTVILLE;2220;271.9;M;20251201;20251219;8200000;E2;R;RESIDENCE;;ENS;;;AV746073;
C;264;1468241;14;20251229 01:09;1/306699;
D;264;1468241;14;20251229 01:09;P;;;;;;
D;264;1468241;14;20251229 01:09;V;;;;;;
B;264;1459805;15;20251229 01:09;;;51;BARRY AVE;MORTDALE;2223;650.2;M;20251113;20251219;2100000;E4;3;COMMERCIAL;;IHH;;;AV742502;
C;264;1459805;15;20251229 01:09;71/15552;
D;264;1459805;15;20251229 01:09;P;;;;;;
D;264;1459805;15;20251229 01:09;V;;;;;;
B;264;1462490;16;20251229 01:09;;;3;BUNDARA ST;BEVERLY HILLS;2209;632.3;M;20251122;20251222;2110000;R2;R;RESIDENCE;;XAA;;;AV755955;
C;264;1462490;16;20251229 01:09;568/13496;
D;264;1462490;16;20251229 01:09;P;;;;;;
D;264;1462490;16;20251229 01:09;V;;;;;;
B;264;1468620;17;20251229 01:09;;4;11;GEORGE ST;MORTDALE;2223;;;20251114;20251219;748000;;R;RESIDENCE;4;;;;AV747417;
C;264;1468620;17;20251229 01:09;4/SP6135;
D;264;1468620;17;20251229 01:09;P;;;;;;
D;264;1468620;17;20251229 01:09;P;;;;;;
D;264;1468620;17;20251229 01:09;V;;;;;;
D;264;1468620;17;20251229 01:09;V;;;;;;
B;264;3696875;18;20251229 01:09;;4;45;STANLEY ST;PEAKHURST;2210;171;M;20251128;20251222;1150000;;R;RESIDENCE;4;;;;AV752490;
C;264;3696875;18;20251229 01:09;4/SP88167;
D;264;3696875;18;20251229 01:09;P;;;;;;
D;264;3696875;18;20251229 01:09;V;;;;;;
B;264;3715319;19;20251229 01:09;;;37;TRAFALGAR ST;PEAKHURST;2210;323.3;M;20251107;20251219;1480000;R4;R;RESIDENCE;;RHB;;;AV745366;
C;264;3715319;19;20251229 01:09;101/1178059;
D;264;3715319;19;20251229 01:09;P;;;;;;
D;264;3715319;19;20251229 01:09;P;;;;;;
D;264;3715319;19;20251229 01:09;P;;;;;;
D;264;3715319;19;20251229 01:09;V;;;;;;
B;264;3734317;20;20251229 01:09;;202;11 B;MASHMAN AVE;KINGSGROVE;2208;142;M;20251114;20251219;770000;;R;RESIDENCE;17;;;;AV744822;
C;264;3734317;20;20251229 01:09;17/SP86558;
D;264;3734317;20;20251229 01:09;P;;;;;;
D;264;3734317;20;20251229 01:09;P;;;;;;
D;264;3734317;20;20251229 01:09;V;;;;;;
D;264;3734317;20;20251229 01:09;V;;;;;;
B;264;1481820;21;20251229 01:09;;;1 D;ROBERTS AVE;MORTDALE;2223;543.8;M;20251107;20251219;1320000;R2;R;RESIDENCE;;KMW;;;AV746269;
C;264;1481820;21;20251229 01:09;D/375201;
