A;RTSALEDATA;232;20251222 01:10;VALNET;
B;232;2610956;1;20251222 01:10;;;2;COBAR ST;NYNGAN;2825;1846;M;20251103;20251217;400000;R1;R;RESIDENCE;;AXK;;;AV727592;
C;232;2610956;1;20251222 01:10;1/5/758802;
D;232;2610956;1;20251222 01:10;P;;;;;;
D;232;2610956;1;20251222 01:10;P;;;;;;
D;232;2610956;1;20251222 01:10;V;;;;;;
D;232;2610956;1;20251222 01:10;V;;;;;;
B;232;2611754;2;20251222 01:10;;;29;WARREN ST;NYNGAN;2825;1012;M;20251002;20251215;350000;R1;R;RESIDENCE;;AXK;;;AV720520;
C;232;2611754;2;20251222 01:10;1/355272;
D;232;2611754;2;20251222 01:10;P;;;;;;
D;232;2611754;2;20251222 01:10;V;;;;;;
B;232;2611832;3;20251222 01:10;WIRRENA;;1825;GILGAI RD;MIANDETTA;2825;2119;H;20251030;20251212;3200000;RU1;3;FARM;;RFA;;;AV713008;
C;232;2611832;3;20251222 01:10;53/1011597;
D;232;2611832;3;20251222 01:10;P;;;;;;
D;232;2611832;3;20251222 01:10;V;;;;;;
D;232;2611832;3;20251222 01:10;V;;;;;;
D;232;2611832;3;20251222 01:10;V;;;;;;
Z;18;3;3;10;
