A;RTSALEDATA;005;20251222 01:08;VALNET;
B;005;2841656;1;20251222 01:08;;;8;SPOONBILL CL;ABERGLASSLYN;2320;4435;M;20251107;20251218;1435000;R5;R;RESIDENCE;;ABI;;;AV736996;
C;005;2841656;1;20251222 01:08;32/1025965;
D;005;2841656;1;20251222 01:08;P;;;;;;
D;005;2841656;1;20251222 01:08;P;;;;;;
D;005;2841656;1;20251222 01:08;V;;;;;;
D;005;2841656;1;20251222 01:08;V;;;;;;
B;005;2965558;2;20251222 01:08;;;56;SANDRINGHAM AVE;THORNTON;2322;1801;M;20251107;20251215;2900000;E3;3;WAREHOUSE;;EPE;;;AV715572;
C;005;2965558;2;20251222 01:08;1109/1047839;
D;005;2965558;2;20251222 01:08;P;;;;;;
D;005;2965558;2;20251222 01:08;V;;;;;;
B;005;2983874;3;20251222 01:08;;2;47 A;VICTORIA ST;EAST MAITLAND;2323;;;20251112;20251212;685000;;R;RESIDENCE;2;;;;AV712159;
C;005;2983874;3;20251222 01:08;2/SP69282;
D;005;2983874;3;20251222 01:08;P;;;;;;
D;005;2983874;3;20251222 01:08;P;;;;;;
D;005;2983874;3;20251222 01:08;V;;;;;;
B;005;3417528;4;20251222 01:08;;2;6;TABOR CL;RUTHERFORD;2320;;;20251114;20251212;665000;;R;RESIDENCE;2;;;;AV706683;
C;005;3417528;4;20251222 01:08;2/SP81474;
D;005;3417528;4;20251222 01:08;P;;;;;;
D;005;3417528;4;20251222 01:08;P;;;;;;
D;005;3417528;4;20251222 01:08;V;;;;;;
B;005;3450753;5;20251222 01:08;;;20;COOLABAH ST;ABERGLASSLYN;2320;616.8;M;20251107;20251215;818000;R1;R;RESIDENCE;;AAT;;;AV716283;
C;005;3450753;5;20251222 01:08;206/1129334;
D;005;3450753;5;20251222 01:08;P;;;;;;
D;005;3450753;5;20251222 01:08;P;;;;;;
D;005;3450753;5;20251222 01:08;V;;;;;;
B;005;3437392;6;20251222 01:08;;4;15;UPINGTON DR;EAST MAITLAND;2323;;;20251204;20251218;850000;;R;RESIDENCE;4;;;;AV737018;
