A;RTSALEDATA;092;20251222 01:08;VALNET;
B;092;2997876;1;20251222 01:09;;12;14;ERIC RD;ARTARMON;2064;;;20251106;20251218;1337500;;R;RESIDENCE;12;;;;AV735702;
C;092;2997876;1;20251222 01:09;12/SP69432;
D;092;2997876;1;20251222 01:09;P;;;;;;
D;092;2997876;1;20251222 01:09;V;;;;;;
D;092;2997876;1;20251222 01:09;V;;;;;;
B;092;4163463;2;20251222 01:09;;201;481;WILLOUGHBY RD;WILLOUGHBY;2068;;;20251119;20251218;715000;;R;RESIDENCE;6;;;;AV737564;
C;092;4163463;2;20251222 01:09;6/SP98422;
D;092;4163463;2;20251222 01:09;P;;;;;;
D;092;4163463;2;20251222 01:09;V;;;;;;
D;092;4163463;2;20251222 01:09;V;;;;;;
B;092;6011768;3;20251222 01:09;;202;58;EASTERN VALLEY WAY;NORTHBRIDGE;2063;141;M;20230303;20251215;2450000;;R;RESIDENCE;8;;;;AV718897;
C;092;6011768;3;20251222 01:09;8/SP110080;
D;092;6011768;3;20251222 01:09;P;;;;;;
D;092;6011768;3;20251222 01:09;V;;;;;;
B;092;954860;4;20251222 01:09;;;1;DALKEITH ST;NORTHBRIDGE;2063;529.59;M;20251114;20251215;4950000;R2;R;RESIDENCE;;RAQ;;;AV714531;
C;092;954860;4;20251222 01:09;A/418129;
D;092;954860;4;20251222 01:09;P;;;;;;
D;092;954860;4;20251222 01:09;V;;;;;;
B;092;949615;5;20251222 01:09;;;3;ALBERT AVE;CHATSWOOD;2067;696.77;M;20251105;20251212;5800000;R2;R;RESIDENCE;;RAC;;;AV713188;
C;092;949615;5;20251222 01:09;3/168513;
D;092;949615;5;20251222 01:09;P;;;;;;
D;092;949615;5;20251222 01:09;V;;;;;;
B;092;952266;6;20251222 01:09;;405;8;BROUGHTON RD;ARTARMON;2064;;;20251111;20251218;1135000;;R;RESIDENCE;20;;;;AV736840;
C;092;952266;6;20251222 01:09;20/SP8755;
D;092;952266;6;20251222 01:09;P;;;;;;
D;092;952266;6;20251222 01:09;P;;;;;;
D;092;952266;6;20251222 01:09;V;;;;;;
B;092;955315;7;20251222 01:09;;;28;DAWSON ST;NAREMBURN;2065;557.33;M;20251103;20251215;2789500;R2;R;RESIDENCE;;RAH;;;AV717099;
C;092;955315;7;20251222 01:09;16/2233;
D;092;955315;7;20251222 01:09;P;;;;;;
D;092;955315;7;20251222 01:09;P;;;;;;
D;092;955315;7;20251222 01:09;V;;;;;;
D;092;955315;7;20251222 01:09;V;;;;;;
B;092;950100;8;20251222 01:09;;406;71;ARCHER ST;CHATSWOOD;2067;;;20251103;20251215;330000;;R;RESIDENCE;18;;;;AV720123;
C;092;950100;8;20251222 01:09;18/SP36156;
D;092;950100;8;20251222 01:09;P;;;;;;
D;092;950100;8;20251222 01:09;V;;;;;;
B;092;955417;9;20251222 01:09;;;48;DEEPWATER RD;CASTLE COVE;2069;897.9;M;20250901;20251218;2888000;R2;R;RESIDENCE;;RAL;;;AV738988;
C;092;955417;9;20251222 01:09;101/30195;
D;092;955417;9;20251222 01:09;P;;;;;;
D;092;955417;9;20251222 01:09;V;;;;;;
B;092;950292;10;20251222 01:09;;35;34;ARCHER ST;CHATSWOOD;2067;;;20251031;20251212;1150000;;R;RESIDENCE;35;;;;AV708210;
C;092;950292;10;20251222 01:09;35/SP5151;
