A;RTSALEDATA;656;20251229 01:10;VALNET;
B;656;2959429;1;20251229 01:10;;117;68;PACIFIC DR;PORT MACQUARIE;2444;;;20251216;20251223;520000;;R;RESIDENCE;17;;;;AV756922;
C;656;2959429;1;20251229 01:10;17/SP68901;
D;656;2959429;1;20251229 01:10;P;;;;;;
D;656;2959429;1;20251229 01:10;V;;;;;;
D;656;2959429;1;20251229 01:10;V;;;;;;
B;656;6033720;2;20251229 01:10;;;14;LAMONNERIE WAY;THRUMSTER;;312;M;20250905;20251219;805000;;R;RESIDENCE;1;;;;AV748072;
C;656;6033720;2;20251229 01:10;1/SP110717;
D;656;6033720;2;20251229 01:10;P;;;;;;
D;656;6033720;2;20251229 01:10;P;;;;;;
D;656;6033720;2;20251229 01:10;V;;;;;;
B;656;6033720;3;20251229 01:10;;;14 A;LAMONNERIE WAY;THRUMSTER;;171;M;20251010;20251219;572500;;R;RESIDENCE;2;;;;AV747553;
C;656;6033720;3;20251229 01:10;2/SP110717;
D;656;6033720;3;20251229 01:10;P;;;;;;
D;656;6033720;3;20251229 01:10;P;;;;;;
D;656;6033720;3;20251229 01:10;V;;;;;;
B;656;3122513;4;20251229 01:10;;;17;ERIN DR;KING CREEK;2446;7705;M;20251118;20251219;1400000;R5;R;RESIDENCE;;RMQ;;;AV747894;
C;656;3122513;4;20251229 01:10;3/1069282;
D;656;3122513;4;20251229 01:10;P;;;;;;
D;656;3122513;4;20251229 01:10;V;;;;;;
D;656;3122513;4;20251229 01:10;V;;;;;;
B;656;4119541;5;20251229 01:10;;4;4;TOORAK CT;PORT MACQUARIE;2444;120;M;20251121;20251222;550000;;R;RESIDENCE;4;;;;AV752106;
C;656;4119541;5;20251229 01:10;4/SP97502;
D;656;4119541;5;20251229 01:10;P;;;;;;
D;656;4119541;5;20251229 01:10;V;;;;;;
B;656;4095274;6;20251229 01:10;;;240;JOHN OXLEY DR;THRUMSTER;2444;1075;M;20251121;20251219;740000;RU1;R;RESIDENCE;;RPM;;;AV742997;
C;656;4095274;6;20251229 01:10;5/523370;
D;656;4095274;6;20251229 01:10;P;;;;;;
D;656;4095274;6;20251229 01:10;P;;;;;;
D;656;4095274;6;20251229 01:10;V;;;;;;
D;656;4095274;6;20251229 01:10;V;;;;;;
B;656;4582062;7;20251229 01:10;;;28;PEPPERBERRY PDE;THRUMSTER;2444;522.6;M;20250408;20251222;992032;R1;R;RESIDENCE;;ABD;;;AV756056;
C;656;4582062;7;20251229 01:10;321/1307775;
D;656;4582062;7;20251229 01:10;P;;;;;;
D;656;4582062;7;20251229 01:10;V;;;;;;
B;656;4510208;8;20251229 01:10;;;12;GALENA GR;LAKE CATHIE;2445;2559;M;20251124;20251222;630000;C4;V;VACANT LAND;;ABX;;;AV753444;
C;656;4510208;8;20251229 01:10;12/1270196;
D;656;4510208;8;20251229 01:10;P;;;;;;
