A;RTSALEDATA;261;20251222 01:11;VALNET;
B;261;807685;1;20251222 01:11;;;44;BENNALONG ST;GRANVILLE;2142;373.1;M;20251113;20251215;1140000;R4;R;RESIDENCE;;AAW;;;AV713888;
C;261;807685;1;20251222 01:11;50/6070;
D;261;807685;1;20251222 01:11;P;;;;;;
D;261;807685;1;20251222 01:11;V;;;;;;
B;261;818808;2;20251222 01:11;;;43;DUDLEY RD;GUILDFORD;2161;550.1;M;20251105;20251217;1225000;R2;R;RESIDENCE;;BCA;;;AV727936;
C;261;818808;2;20251222 01:11;211/14756;
D;261;818808;2;20251222 01:11;P;;;;;;
D;261;818808;2;20251222 01:11;V;;;;;;
D;261;818808;2;20251222 01:11;V;;;;;;
B;261;803188;3;20251222 01:11;;;25;ABBOTT ST;MERRYLANDS;2160;366.7;M;20251023;20251212;1100000;R2;R;RESIDENCE;;CXF;;;AV712383;
C;261;803188;3;20251222 01:11;5/7/1118;
D;261;803188;3;20251222 01:11;P;;;;;;
D;261;803188;3;20251222 01:11;V;;;;;;
B;261;806220;4;20251222 01:11;;;23;BAKER ST;MERRYLANDS;2160;464.52;M;20251129;20251218;1300000;R2;R;RESIDENCE;;BCA;;;AV735151;
C;261;806220;4;20251222 01:11;14/1/1260;
D;261;806220;4;20251222 01:11;P;;;;;;
D;261;806220;4;20251222 01:11;V;;;;;;
D;261;806220;4;20251222 01:11;V;;;;;;
B;261;828963;5;20251222 01:11;;17;16;HUTCHINSON ST;GRANVILLE;2142;;;20250913;20251013;385000;;R;RESIDENCE;17;;;;AV711891;
C;261;828963;5;20251222 01:11;17/SP12253;
D;261;828963;5;20251222 01:11;P;;;;;;
D;261;828963;5;20251222 01:11;V;;;;;;
D;261;828963;5;20251222 01:11;V;;;;;;
B;261;833706;6;20251222 01:11;;27;11;LOUIS ST;GRANVILLE;2142;;;20251113;20251212;470000;;R;RESIDENCE;27;;;;AV707190;
C;261;833706;6;20251222 01:11;27/SP36199;
D;261;833706;6;20251222 01:11;P;;;;;;
D;261;833706;6;20251222 01:11;V;;;;;;
B;261;850381;7;20251222 01:11;;;18;THE AVENUE;GRANVILLE;2142;342;M;20251108;20251215;1400000;R2;R;RESIDENCE;;BCA;;;AV715860;
C;261;850381;7;20251222 01:11;7/1/975187;
D;261;850381;7;20251222 01:11;P;;;;;;
D;261;850381;7;20251222 01:11;V;;;;;;
B;261;2440378;8;20251222 01:11;;16;275;DUNMORE ST;PENDLE HILL;2145;104;M;20251113;20251217;472000;;R;RESIDENCE;16;;;;AV728666;
C;261;2440378;8;20251222 01:11;16/SP49253;
D;261;2440378;8;20251222 01:11;P;;;;;;
D;261;2440378;8;20251222 01:11;V;;;;;;
B;261;2443046;9;20251222 01:11;;4;31;GIRRAWEEN RD;GIRRAWEEN;2145;;;20251112;20251217;772500;;R;RESIDENCE;4;;;;AV727493;
C;261;2443046;9;20251222 01:11;4/SP50439;
D;261;2443046;9;20251222 01:11;P;;;;;;
D;261;2443046;9;20251222 01:11;V;;;;;;
D;261;2443046;9;20251222 01:11;V;;;;;;
B;261;2435282;10;20251222 01:11;;;133;BRAESIDE RD;GREYSTANES;2145;556.4;M;20251011;20251212;1585000;R2;R;RESIDENCE;;AAJ;;;AV708073;
C;261;2435282;10;20251222 01:11;91/222466;
D;261;2435282;10;20251222 01:11;P;;;;;;
D;261;2435282;10;20251222 01:11;V;;;;;;
B;261;2443289;11;20251222 01:11;;12;29;GOOD ST;WESTMEAD;2145;;;20251118;20251212;605000;;R;RESIDENCE;12;;;;AV706525;
C;261;2443289;11;20251222 01:11;12/SP54554;
D;261;2443289;11;20251222 01:11;P;;;;;;
D;261;2443289;11;20251222 01:11;P;;;;;;
D;261;2443289;11;20251222 01:11;V;;;;;;
B;261;2435594;12;20251222 01:11;;;22;BRITTON ST;SMITHFIELD;2164;1265;M;20250311;20251215;3450000;E4;3;COMMERCIAL;;GI5;;;AV717020;
C;261;2435594;12;20251222 01:11;39/238072;
D;261;2435594;12;20251222 01:11;P;;;;;;
D;261;2435594;12;20251222 01:11;V;;;;;;
B;261;2441159;13;20251222 01:11;;;1;ETTALONG RD;GREYSTANES;2145;512.2;M;20251031;20251210;6700000;E3;V;VACANT LAND;;PS1;;;AV697169;
C;261;2441159;13;20251222 01:11;3/353002;
D;261;2441159;13;20251222 01:11;P;;;;;;
D;261;2441159;13;20251222 01:11;V;;;;;;
B;261;2441160;14;20251222 01:11;;;3;ETTALONG RD;GREYSTANES;2145;512.2;M;20251031;20251210;6700000;E3;V;VACANT LAND;;PS1;;;AV697169;
C;261;2441160;14;20251222 01:11;4/353002;
D;261;2441160;14;20251222 01:11;P;;;;;;
D;261;2441160;14;20251222 01:11;V;;;;;;
B;261;2438653;15;20251222 01:11;;5;9;CULLEN PL;SMITHFIELD;2164;;;20250909;20251217;2200000;;3;WAREHOUSE;5;;;;AV729471;
C;261;2438653;15;20251222 01:11;5/SP36560;
D;261;2438653;15;20251222 01:11;P;;;;;;
D;261;2438653;15;20251222 01:11;V;;;;;;
B;261;2438669;16;20251222 01:11;;;1;CULVER ST;SOUTH WENTWORTHVILLE;2145;705.92;M;20251101;20251215;1960000;R2;R;RESIDENCE;;AAD;;;AV719388;
C;261;2438669;16;20251222 01:11;209/11653;
D;261;2438669;16;20251222 01:11;P;;;;;;
D;261;2438669;16;20251222 01:11;V;;;;;;
B;261;2441223;17;20251222 01:11;;;73;FAIRFIELD RD;GUILDFORD WEST;2161;588.1;M;20251008;20251217;1280000;R2;R;RESIDENCE;;AAF;;;AV728538;
C;261;2441223;17;20251222 01:11;3/235645;
D;261;2441223;17;20251222 01:11;P;;;;;;
D;261;2441223;17;20251222 01:11;P;;;;;;
D;261;2441223;17;20251222 01:11;V;;;;;;
B;261;2436042;18;20251222 01:11;;;38;BYRON RD;GUILDFORD;2161;552;M;20251101;20251215;1405000;R3;R;RESIDENCE;;AAT;;;AV715737;
C;261;2436042;18;20251222 01:11;29, 30/3/975284;
D;261;2436042;18;20251222 01:11;P;;;;;;
D;261;2436042;18;20251222 01:11;P;;;;;;
D;261;2436042;18;20251222 01:11;V;;;;;;
B;261;2436089;19;20251222 01:11;;;31;CALLIOPE ST;GUILDFORD;2161;817.47;M;20251101;20251215;1600000;R4;R;RESIDENCE;;AAW;;;AV716095;
C;261;2436089;19;20251222 01:11;A/397216;
D;261;2436089;19;20251222 01:11;P;;;;;;
D;261;2436089;19;20251222 01:11;V;;;;;;
D;261;2436089;19;20251222 01:11;V;;;;;;
D;261;2436089;19;20251222 01:11;V;;;;;;
B;261;2438826;20;20251222 01:11;;;6;CURRA PL;GREYSTANES;2145;562.7;M;20251115;20251215;1370000;R2;R;RESIDENCE;;AAS;;;AV717495;
C;261;2438826;20;20251222 01:11;4/238723;
D;261;2438826;20;20251222 01:11;P;;;;;;
D;261;2438826;20;20251222 01:11;P;;;;;;
D;261;2438826;20;20251222 01:11;V;;;;;;
D;261;2438826;20;20251222 01:11;V;;;;;;
D;261;2438826;20;20251222 01:11;V;;;;;;
B;261;2444396;21;20251222 01:11;;15;454;GUILDFORD RD;GUILDFORD;2161;;;20251104;20251218;467500;;R;RESIDENCE;15;;;;AV735801;
C;261;2444396;21;20251222 01:11;15/SP16254;
D;261;2444396;21;20251222 01:11;P;;;;;;
D;261;2444396;21;20251222 01:11;V;;;;;;
B;261;2433816;22;20251222 01:11;;;103;BERESFORD RD;GREYSTANES;2145;556.4;M;20251122;20251217;1204000;R2;R;RESIDENCE;;AAB;;;AV728724;
C;261;2433816;22;20251222 01:11;52/227160;
D;261;2433816;22;20251222 01:11;P;;;;;;
D;261;2433816;22;20251222 01:11;V;;;;;;
B;261;2437139;23;20251222 01:11;;;20;CHELMSFORD RD;SOUTH WENTWORTHVILLE;2145;1261.35;M;20250811;20251212;2380000;R3;V;VACANT LAND;;AAU;;;AV710437;
C;261;2437139;23;20251222 01:11;16/2/9267;
D;261;2437139;23;20251222 01:11;P;;;;;;
D;261;2437139;23;20251222 01:11;V;;;;;;
B;261;2439959;24;20251222 01:11;;;46;DESMOND ST;MERRYLANDS;2160;720.8;M;20251025;20251216;2120000;R2;R;RESIDENCE;;AAE;;;AV726041;
C;261;2439959;24;20251222 01:11;239/628;
D;261;2439959;24;20251222 01:11;P;;;;;;
D;261;2439959;24;20251222 01:11;V;;;;;;
B;261;2434651;25;20251222 01:11;;;20;BOLARO AVE;GREYSTANES;2145;575.4;M;20251116;20251217;2065000;R2;R;RESIDENCE;;AAS;;;AV731162;
C;261;2434651;25;20251222 01:11;13/238723;
D;261;2434651;25;20251222 01:11;P;;;;;;
D;261;2434651;25;20251222 01:11;P;;;;;;
D;261;2434651;25;20251222 01:11;V;;;;;;
D;261;2434651;25;20251222 01:11;V;;;;;;
B;261;2445446;26;20251222 01:11;;1;126;HAWKSVIEW ST;GUILDFORD;2161;;;20250725;20250905;1550000;;3;OFFICE;1;;;;AV395742;
C;261;2445446;26;20251222 01:11;1/SP12371;
D;261;2445446;26;20251222 01:11;P;;;;;;
D;261;2445446;26;20251222 01:11;V;;;;;;
D;261;2445446;26;20251222 01:11;V;;;;;;
B;261;2445446;27;20251222 01:11;;2;126;HAWKSVIEW ST;GUILDFORD;2161;;;20250725;20250905;1550000;;3;OFFICE;2;;;;AV395742;
C;261;2445446;27;20251222 01:11;2/SP12371;
D;261;2445446;27;20251222 01:11;P;;;;;;
D;261;2445446;27;20251222 01:11;V;;;;;;
D;261;2445446;27;20251222 01:11;V;;;;;;
B;261;2432062;28;20251222 01:11;;13;12;HASSALL ST;WESTMEAD;2145;;;20251115;20251212;625000;;R;RESIDENCE;13;;;;AV709584;
C;261;2432062;28;20251222 01:11;13/SP57925;
D;261;2432062;28;20251222 01:11;P;;;;;;
D;261;2432062;28;20251222 01:11;V;;;;;;
B;261;2461466;29;20251222 01:11;;;6;VICTORIA ST;MERRYLANDS;2160;423;M;20251211;20251215;1425000;R3;R;RESIDENCE;;AAT;;;AV714145;
C;261;2461466;29;20251222 01:11;1/986842;
D;261;2461466;29;20251222 01:11;P;;;;;;
D;261;2461466;29;20251222 01:11;P;;;;;;
D;261;2461466;29;20251222 01:11;V;;;;;;
B;261;2451286;30;20251222 01:11;;;339;MERRYLANDS RD;MERRYLANDS;2160;695.6;M;20251103;20251216;1380000;R2;R;RESIDENCE;;AAE;;;AV726152;
C;261;2451286;30;20251222 01:11;3/449771;
D;261;2451286;30;20251222 01:11;P;;;;;;
D;261;2451286;30;20251222 01:11;V;;;;;;
D;261;2451286;30;20251222 01:11;V;;;;;;
B;261;2456486;31;20251222 01:11;;;13;RALEIGH ST;GUILDFORD;2161;588.1;M;20251120;20251218;1750000;R3;R;RESIDENCE;;AAT;;;AV733455;
C;261;2456486;31;20251222 01:11;4, 5/A/1143;
D;261;2456486;31;20251222 01:11;P;;;;;;
D;261;2456486;31;20251222 01:11;V;;;;;;
B;261;2456516;32;20251222 01:11;;4;5;RAWSON RD;SOUTH WENTWORTHVILLE;2145;;;20251103;20251215;750100;;R;RESIDENCE;4;;;;AV715267;
C;261;2456516;32;20251222 01:11;4/SP61297;
D;261;2456516;32;20251222 01:11;P;;;;;;
D;261;2456516;32;20251222 01:11;V;;;;;;
B;261;2459208;33;20251222 01:11;;2;68;STAPLETON ST;PENDLE HILL;2145;;;20251106;20251218;475000;;R;RESIDENCE;2;;;;AV735482;
C;261;2459208;33;20251222 01:11;2/SP61276;
D;261;2459208;33;20251222 01:11;P;;;;;;
D;261;2459208;33;20251222 01:11;P;;;;;;
D;261;2459208;33;20251222 01:11;V;;;;;;
B;261;2461842;34;20251222 01:11;;;33;WARIALDA ST;MERRYLANDS WEST;2160;385.7;M;20251101;20251215;1232000;R3;R;RESIDENCE;;AAT;;;AV720535;
C;261;2461842;34;20251222 01:11;22, 23/7/2733;
D;261;2461842;34;20251222 01:11;P;;;;;;
D;261;2461842;34;20251222 01:11;P;;;;;;
D;261;2461842;34;20251222 01:11;V;;;;;;
D;261;2461842;34;20251222 01:11;V;;;;;;
D;261;2461842;34;20251222 01:11;V;;;;;;
D;261;2461842;34;20251222 01:11;V;;;;;;
B;261;2461863;35;20251222 01:11;;;2 A;WARIALDA ST;MERRYLANDS WEST;2160;404.6;M;20250913;20251212;1320000;R3;R;RESIDENCE;;AAT;;;AV712989;
C;261;2461863;35;20251222 01:11;56, 57/3/2733;
D;261;2461863;35;20251222 01:11;P;;;;;;
D;261;2461863;35;20251222 01:11;V;;;;;;
D;261;2461863;35;20251222 01:11;V;;;;;;
B;261;2453904;36;20251222 01:11;;;51;OLDFIELD ST;GREYSTANES;2145;560.3;M;20250905;20251215;1635000;R2;R;RESIDENCE;;AAB;;;AV717684;
C;261;2453904;36;20251222 01:11;38/249651;
D;261;2453904;36;20251222 01:11;P;;;;;;
D;261;2453904;36;20251222 01:11;P;;;;;;
D;261;2453904;36;20251222 01:11;V;;;;;;
D;261;2453904;36;20251222 01:11;V;;;;;;
B;261;2459372;37;20251222 01:11;;10;152;STATION ST;WENTWORTHVILLE;2145;;;20251031;20251212;590000;;R;RESIDENCE;10;;;;AV708654;
C;261;2459372;37;20251222 01:11;10/SP62819;
D;261;2459372;37;20251222 01:11;P;;;;;;
D;261;2459372;37;20251222 01:11;P;;;;;;
D;261;2459372;37;20251222 01:11;V;;;;;;
D;261;2459372;37;20251222 01:11;V;;;;;;
B;261;2462319;38;20251222 01:11;;;519;GREAT WESTERN HWY;GREYSTANES;2145;963.4;M;20251031;20251210;6700000;E3;V;VACANT LAND;;PS1;;;AV697169;
C;261;2462319;38;20251222 01:11;PT 83B/315819;
D;261;2462319;38;20251222 01:11;P;;;;;;
D;261;2462319;38;20251222 01:11;V;;;;;;
B;261;2462320;39;20251222 01:11;;;517;GREAT WESTERN HWY;GREYSTANES;2145;977.1;M;20251031;20251210;6700000;E3;V;VACANT LAND;;PS1;;;AV697169;
C;261;2462320;39;20251222 01:11;PT 83C/315819;
D;261;2462320;39;20251222 01:11;P;;;;;;
D;261;2462320;39;20251222 01:11;V;;;;;;
B;261;2462321;40;20251222 01:11;;;515;GREAT WESTERN HWY;GREYSTANES;2145;891.5;M;20251031;20251210;6700000;E3;V;VACANT LAND;;PS1;;;AV697169;
C;261;2462321;40;20251222 01:11;1/651416 2/651417;
D;261;2462321;40;20251222 01:11;P;;;;;;
D;261;2462321;40;20251222 01:11;V;;;;;;
B;261;2454505;41;20251222 01:11;;;7;OSWALD ST;GUILDFORD;2161;746.1;M;20251108;20251218;1607000;R2;R;RESIDENCE;;AAF;;;AV734412;
C;261;2454505;41;20251222 01:11;34/31391;
D;261;2454505;41;20251222 01:11;P;;;;;;
D;261;2454505;41;20251222 01:11;V;;;;;;
D;261;2454505;41;20251222 01:11;V;;;;;;
B;261;2459832;42;20251222 01:11;;;117;TARGO RD;PENDLE HILL;2145;644.9;M;20251204;20251215;1865000;R2;R;RESIDENCE;;AAI;;;AV715311;
C;261;2459832;42;20251222 01:11;3/14727;
D;261;2459832;42;20251222 01:11;P;;;;;;
D;261;2459832;42;20251222 01:11;P;;;;;;
D;261;2459832;42;20251222 01:11;P;;;;;;
D;261;2459832;42;20251222 01:11;P;;;;;;
D;261;2459832;42;20251222 01:11;V;;;;;;
B;261;2446964;43;20251222 01:11;;1;59;JERSEY RD;GREYSTANES;2145;;;20250917;20251216;805000;;R;RESIDENCE;1;;;;AV725574;
C;261;2446964;43;20251222 01:11;1/SP41850;
D;261;2446964;43;20251222 01:11;P;;;;;;
D;261;2446964;43;20251222 01:11;P;;;;;;
D;261;2446964;43;20251222 01:11;V;;;;;;
D;261;2446964;43;20251222 01:11;V;;;;;;
B;261;2460000;44;20251222 01:11;;19;245;TARGO RD;TOONGABBIE;2146;;;20251125;20251218;520000;;R;RESIDENCE;19;;;;AV738695;
C;261;2460000;44;20251222 01:11;19/SP57031;
D;261;2460000;44;20251222 01:11;P;;;;;;
D;261;2460000;44;20251222 01:11;V;;;;;;
B;261;2462699;45;20251222 01:11;;;138;WHALANS RD;GREYSTANES;2145;720.3;M;20251101;20251215;1861000;R2;R;RESIDENCE;;AAB;;;AV719688;
C;261;2462699;45;20251222 01:11;101/731109;
D;261;2462699;45;20251222 01:11;P;;;;;;
D;261;2462699;45;20251222 01:11;V;;;;;;
B;261;2447139;46;20251222 01:11;;;44;JONES ST;PENDLE HILL;2145;633.19;M;20251215;20251215;1050000;R2;R;RESIDENCE;;AAI;;;AV720257;
C;261;2447139;46;20251222 01:11;23/14209;
D;261;2447139;46;20251222 01:11;P;;;;;;
D;261;2447139;46;20251222 01:11;P;;;;;;
D;261;2447139;46;20251222 01:11;V;;;;;;
B;261;2454851;47;20251222 01:11;;1;27;PARKSIDE LANE;WESTMEAD;2145;;;20251024;20251212;765000;;R;RESIDENCE;1;;;;AV711725;
C;261;2454851;47;20251222 01:11;1/SP60602;
D;261;2454851;47;20251222 01:11;P;;;;;;
D;261;2454851;47;20251222 01:11;V;;;;;;
D;261;2454851;47;20251222 01:11;V;;;;;;
B;261;2457437;48;20251222 01:11;;;6;ROWENA ST;GREYSTANES;2145;556.4;M;20251117;20251215;2950000;R2;R;RESIDENCE;;AAB;;;AV717193;
C;261;2457437;48;20251222 01:11;77/243521;
D;261;2457437;48;20251222 01:11;P;;;;;;
D;261;2457437;48;20251222 01:11;V;;;;;;
B;261;2460213;49;20251222 01:11;;6;12;TARLINGTON PL;SMITHFIELD;2164;;;20251022;20251218;1210000;;3;COMMERCIAL;6;;;;AV736070;
C;261;2460213;49;20251222 01:11;6/SP36561;
D;261;2460213;49;20251222 01:11;P;;;;;;
D;261;2460213;49;20251222 01:11;V;;;;;;
B;261;2447194;50;20251222 01:11;;;36;JORDAN ST;WENTWORTHVILLE;2145;673.61;M;20251101;20251216;2010000;R2;R;RESIDENCE;;AAH;;;AV723758;
C;261;2447194;50;20251222 01:11;89A/304586;
D;261;2447194;50;20251222 01:11;P;;;;;;
D;261;2447194;50;20251222 01:11;V;;;;;;
D;261;2447194;50;20251222 01:11;V;;;;;;
B;261;2454977;51;20251222 01:11;;;80;PATON ST;MERRYLANDS WEST;2160;556.4;M;20251104;20251216;1315000;R2;R;RESIDENCE;;AAG;;;AV725718;
C;261;2454977;51;20251222 01:11;5/214506;
D;261;2454977;51;20251222 01:11;P;;;;;;
D;261;2454977;51;20251222 01:11;P;;;;;;
D;261;2454977;51;20251222 01:11;V;;;;;;
D;261;2454977;51;20251222 01:11;V;;;;;;
B;261;2452654;52;20251222 01:11;;;12;MOUNTFORD AVE;GREYSTANES;2145;714.5;M;20251104;20251216;1620000;R2;R;RESIDENCE;;AAI;;;AV722088;
C;261;2452654;52;20251222 01:11;35/238202;
D;261;2452654;52;20251222 01:11;P;;;;;;
D;261;2452654;52;20251222 01:11;V;;;;;;
B;261;2463166;53;20251222 01:11;;;163;WOODPARK RD;SMITHFIELD;2164;3255;M;20251014;20251215;8900000;E4;3;WAREHOUSE;;GI6;;;AV717959;
C;261;2463166;53;20251222 01:11;17/245972;
D;261;2463166;53;20251222 01:11;P;;;;;;
D;261;2463166;53;20251222 01:11;V;;;;;;
D;261;2463166;53;20251222 01:11;V;;;;;;
D;261;2463166;53;20251222 01:11;V;;;;;;
D;261;2463166;53;20251222 01:11;V;;;;;;
D;261;2463166;53;20251222 01:11;V;;;;;;
B;261;2450236;54;20251222 01:11;;;41;MANDOON RD;GIRRAWEEN;2145;556.4;M;20251101;20251215;1110000;R2;R;RESIDENCE;;AAI;;;AV718370;
C;261;2450236;54;20251222 01:11;4/31181;
D;261;2450236;54;20251222 01:11;P;;;;;;
D;261;2450236;54;20251222 01:11;V;;;;;;
D;261;2450236;54;20251222 01:11;V;;;;;;
D;261;2450236;54;20251222 01:11;V;;;;;;
D;261;2450236;54;20251222 01:11;V;;;;;;
B;261;2455524;55;20251222 01:11;;;6;PHILLIP ST;GUILDFORD WEST;2161;706.19;M;20250920;20251212;1341000;R2;R;RESIDENCE;;AAF;;;AV710168;
C;261;2455524;55;20251222 01:11;22/4/2110;
D;261;2455524;55;20251222 01:11;P;;;;;;
D;261;2455524;55;20251222 01:11;V;;;;;;
D;261;2455524;55;20251222 01:11;V;;;;;;
B;261;2463436;56;20251222 01:11;;;25;YEEND ST;MERRYLANDS;2160;638.71;M;20251115;20251215;1881000;R2;R;RESIDENCE;;AAE;;;AV718085;
C;261;2463436;56;20251222 01:11;43/7742;
D;261;2463436;56;20251222 01:11;P;;;;;;
D;261;2463436;56;20251222 01:11;V;;;;;;
B;261;2448015;57;20251222 01:11;;1;38;LANE ST;WENTWORTHVILLE;2145;;;20251106;20251218;488000;;R;RESIDENCE;1;;;;AV735275;
C;261;2448015;57;20251222 01:11;1/SP51193;
D;261;2448015;57;20251222 01:11;P;;;;;;
D;261;2448015;57;20251222 01:11;V;;;;;;
B;261;2450686;58;20251222 01:11;;;89;MARY ST;MERRYLANDS;2160;715.37;M;20251111;20251218;1965000;R2;R;RESIDENCE;;AAE;;;AV735445;
C;261;2450686;58;20251222 01:11;22/8/1857;
D;261;2450686;58;20251222 01:11;P;;;;;;
D;261;2450686;58;20251222 01:11;P;;;;;;
D;261;2450686;58;20251222 01:11;V;;;;;;
D;261;2450686;58;20251222 01:11;V;;;;;;
