A;RTSALEDATA;272;20251222 01:12;VALNET;
B;272;460731;1;20251222 01:12;;2;15;IRONBARK CCT;JERRABOMBERRA;2619;;;20251112;20251217;885000;;R;RESIDENCE;2;;;;AV732147;
C;272;460731;1;20251222 01:12;2/SP66806;
D;272;460731;1;20251222 01:12;P;;;;;;
D;272;460731;1;20251222 01:12;P;;;;;;
D;272;460731;1;20251222 01:12;V;;;;;;
B;272;2934788;2;20251222 01:12;;;79;CARLTON DR;BUNGENDORE;2621;9483;M;20251113;20251215;1362500;RU1;R;RESIDENCE;;SBN;;;AV719217;
C;272;2934788;2;20251222 01:12;19/270309;
D;272;2934788;2;20251222 01:12;P;;;;;;
D;272;2934788;2;20251222 01:12;V;;;;;;
D;272;2934788;2;20251222 01:12;V;;;;;;
B;272;2943854;3;20251222 01:12;;;18;MULGA ST;CAPTAINS FLAT;2623;543;M;20251128;20251215;580000;RU5;R;RESIDENCE;;VCP;;;AV718348;
C;272;2943854;3;20251222 01:12;1/1044443;
D;272;2943854;3;20251222 01:12;P;;;;;;
D;272;2943854;3;20251222 01:12;P;;;;;;
D;272;2943854;3;20251222 01:12;V;;;;;;
D;272;2943854;3;20251222 01:12;V;;;;;;
B;272;3002133;4;20251222 01:12;;;78;BOULDER PL;GOOGONG;2620;6.299;H;20251015;20251215;2100000;C4;R;RESIDENCE;;RHS;;;AV719333;
C;272;3002133;4;20251222 01:12;64/270317;
D;272;3002133;4;20251222 01:12;P;;;;;;
D;272;3002133;4;20251222 01:12;P;;;;;;
D;272;3002133;4;20251222 01:12;V;;;;;;
B;272;2962815;5;20251222 01:12;;;439;DENLEY DR;WAMBOIN;2620;10.17;H;20250925;20251215;1900000;C4;R;RESIDENCE;;LBN;;;AV716197;
C;272;2962815;5;20251222 01:12;18/1047700;
D;272;2962815;5;20251222 01:12;P;;;;;;
D;272;2962815;5;20251222 01:12;P;;;;;;
D;272;2962815;5;20251222 01:12;P;;;;;;
D;272;2962815;5;20251222 01:12;P;;;;;;
D;272;2962815;5;20251222 01:12;V;;;;;;
D;272;2962815;5;20251222 01:12;V;;;;;;
B;272;2970309;6;20251222 01:12;;;17;BLUESTONE GDNS;JERRABOMBERRA;2619;430.6;M;20251029;20251215;1030000;R2;R;RESIDENCE;;DNK;;;AV717067;
C;272;2970309;6;20251222 01:12;17/1048410;
D;272;2970309;6;20251222 01:12;P;;;;;;
D;272;2970309;6;20251222 01:12;P;;;;;;
D;272;2970309;6;20251222 01:12;V;;;;;;
B;272;3445899;7;20251222 01:12;;;69;BELL LANE;BENDOURA;2622;57.8;H;20250902;20251218;1250000;RU1;R;RESIDENCE;;SCF;;;AV740446;
C;272;3445899;7;20251222 01:12;6/1124342;
D;272;3445899;7;20251222 01:12;P;;;;;;
D;272;3445899;7;20251222 01:12;P;;;;;;
D;272;3445899;7;20251222 01:12;V;;;;;;
B;272;3477321;8;20251222 01:12;;37;3 A;STORNAWAY RD;QUEANBEYAN;2620;;;20251111;20251216;491000;;R;RESIDENCE;37;;;;AV725837;
C;272;3477321;8;20251222 01:12;37/SP82725;
D;272;3477321;8;20251222 01:12;P;;;;;;
D;272;3477321;8;20251222 01:12;V;;;;;;
B;272;4188340;9;20251222 01:12;;;56;BUTMAROO ST;BUNGENDORE;2621;1120;M;20251103;20251218;922000;R1;R;RESIDENCE;;RBA;;;AV738509;
C;272;4188340;9;20251222 01:12;4/1249941;
D;272;4188340;9;20251222 01:12;P;;;;;;
D;272;4188340;9;20251222 01:12;P;;;;;;
D;272;4188340;9;20251222 01:12;V;;;;;;
D;272;4188340;9;20251222 01:12;V;;;;;;
B;272;4210624;10;20251222 01:12;;;6;CHARLOW ST;GOOGONG;2620;578;M;20251127;20251217;1670000;R1;R;RESIDENCE;;DGA;;;AV728732;
C;272;4210624;10;20251222 01:12;254/1250266;
D;272;4210624;10;20251222 01:12;P;;;;;;
D;272;4210624;10;20251222 01:12;P;;;;;;
D;272;4210624;10;20251222 01:12;V;;;;;;
D;272;4210624;10;20251222 01:12;V;;;;;;
B;272;6033670;11;20251222 01:12;;;621;LARBERT RD;LARBERT;2622;388.5;H;20251118;20251202;3450000;;V;VACANT LAND;;;;;AV669098;
C;272;6033670;11;20251222 01:12;119/755915 Enclosure Permit 21707;
D;272;6033670;11;20251222 01:12;P;;;;;;
D;272;6033670;11;20251222 01:12;V;;;;;;
B;272;456105;12;20251222 01:12;;;44;CARINYA ST;QUEANBEYAN;2620;689.2;M;20251127;20251216;835000;R3;R;RESIDENCE;;ARG;;;AV723396;
C;272;456105;12;20251222 01:12;3/237620;
D;272;456105;12;20251222 01:12;P;;;;;;
D;272;456105;12;20251222 01:12;P;;;;;;
D;272;456105;12;20251222 01:12;V;;;;;;
