A;RTSALEDATA;098;20251222 01:09;VALNET;
B;098;3492908;1;20251222 01:09;;2;20;MEARES PL;KIAMA;2533;;;20251118;20251212;1350000;;R;RESIDENCE;2;;;;AV707360;
C;098;3492908;1;20251222 01:09;2/SP83090;
D;098;3492908;1;20251222 01:09;P;;;;;;
D;098;3492908;1;20251222 01:09;V;;;;;;
D;098;3492908;1;20251222 01:09;V;;;;;;
D;098;3492908;1;20251222 01:09;V;;;;;;
B;098;3526841;2;20251222 01:09;;;37;CAMPBELL ST;GERRINGONG;2534;612;M;20251121;20251212;1700000;R2;R;RESIDENCE;;GAL;;;AV708715;
C;098;3526841;2;20251222 01:09;303/1153752;
D;098;3526841;2;20251222 01:09;P;;;;;;
D;098;3526841;2;20251222 01:09;P;;;;;;
D;098;3526841;2;20251222 01:09;V;;;;;;
D;098;3526841;2;20251222 01:09;V;;;;;;
B;098;6004624;3;20251222 01:09;;;76 B;TINGIRA CRES;KIAMA;2533;372.3;M;20251206;20251218;4000000;R2;R;RESIDENCE;;KAL;;;AV733550;
C;098;6004624;3;20251222 01:09;2/1316448;
D;098;6004624;3;20251222 01:09;P;;;;;;
D;098;6004624;3;20251222 01:09;P;;;;;;
D;098;6004624;3;20251222 01:09;V;;;;;;
D;098;6004624;3;20251222 01:09;V;;;;;;
B;098;1023883;4;20251222 01:09;;;187;CHARLES AVE;MINNAMURRA;2533;581.7;M;20251008;20251212;1400000;R2;R;RESIDENCE;;MAL;;;AV710617;
C;098;1023883;4;20251222 01:09;17/243062;
D;098;1023883;4;20251222 01:09;P;;;;;;
D;098;1023883;4;20251222 01:09;P;;;;;;
D;098;1023883;4;20251222 01:09;V;;;;;;
D;098;1023883;4;20251222 01:09;V;;;;;;
B;098;1022442;5;20251222 01:09;;;13;BARCLAY ST;GERRINGONG;2534;556.4;M;20251110;20251218;2075000;R2;R;RESIDENCE;;GAL;;;AV735935;
C;098;1022442;5;20251222 01:09;116/241462;
D;098;1022442;5;20251222 01:09;P;;;;;;
D;098;1022442;5;20251222 01:09;V;;;;;;
D;098;1022442;5;20251222 01:09;V;;;;;;
B;098;1030510;6;20251222 01:09;;;25;TOMBONDA DR;KIAMA;2533;600.7;M;20250903;20251217;1725000;R2;R;RESIDENCE;;KAL;;;AV731934;
C;098;1030510;6;20251222 01:09;218/33902;
D;098;1030510;6;20251222 01:09;P;;;;;;
D;098;1030510;6;20251222 01:09;V;;;;;;
B;098;1022750;7;20251222 01:09;;;104;BELINDA ST;GERRINGONG;2534;2007;M;20241108;20251215;2900000;R3;V;VACANT LAND;;KAA;;;AV720766;
C;098;1022750;7;20251222 01:09;6/737501;
D;098;1022750;7;20251222 01:09;P;;;;;;
D;098;1022750;7;20251222 01:09;V;;;;;;
B;098;1028016;8;20251222 01:09;;;51;NEWING CCT;KIAMA DOWNS;2533;665.2;M;20251118;20251216;1300000;R2;R;RESIDENCE;;KAG;;;AV724583;
C;098;1028016;8;20251222 01:09;421/801403;
D;098;1028016;8;20251222 01:09;P;;;;;;
D;098;1028016;8;20251222 01:09;P;;;;;;
D;098;1028016;8;20251222 01:09;V;;;;;;
D;098;1028016;8;20251222 01:09;V;;;;;;
B;098;1028094;9;20251222 01:09;;;13;NORTH ST;MINNAMURRA;2533;645;M;20251010;20251215;2220000;R2;R;RESIDENCE;;MAL;;;AV718238;
C;098;1028094;9;20251222 01:09;138/29245;
D;098;1028094;9;20251222 01:09;P;;;;;;
D;098;1028094;9;20251222 01:09;P;;;;;;
D;098;1028094;9;20251222 01:09;V;;;;;;
D;098;1028094;9;20251222 01:09;V;;;;;;
B;098;1030709;10;20251222 01:09;;2;6;WHITTON PL;KIAMA;2533;;;20251117;20251217;1275000;;R;RESIDENCE;2;;;;AV727564;
C;098;1030709;10;20251222 01:09;2/SP47916;
D;098;1030709;10;20251222 01:09;P;;;;;;
D;098;1030709;10;20251222 01:09;P;;;;;;
D;098;1030709;10;20251222 01:09;V;;;;;;
D;098;1030709;10;20251222 01:09;V;;;;;;
B;098;1025605;11;20251222 01:09;;;75;HEADLAND DR;GERROA;2534;1309;M;20251120;20251218;2100000;R2;R;RESIDENCE;;GAG;;;AV737789;
C;098;1025605;11;20251222 01:09;72/229951;
D;098;1025605;11;20251222 01:09;P;;;;;;
D;098;1025605;11;20251222 01:09;V;;;;;;
B;098;3704913;12;20251222 01:09;;1;42;COLLINS ST;KIAMA;2533;80;M;20251106;20251218;725000;;3;SHOP;1;;;;AV739404;
C;098;3704913;12;20251222 01:09;1/SP87096;
D;098;3704913;12;20251222 01:09;P;;;;;;
D;098;3704913;12;20251222 01:09;V;;;;;;
B;098;3303442;13;20251222 01:09;;6;43;COOINDA PL;KIAMA;2533;431;M;20251120;20251216;1150000;R2;R;RESIDENCE;;KAL;;;AV721843;
C;098;3303442;13;20251222 01:09;3/1109045;
D;098;3303442;13;20251222 01:09;P;;;;;;
D;098;3303442;13;20251222 01:09;V;;;;;;
B;098;3320086;14;20251222 01:09;;;35;ELAMBRA PDE;GERRINGONG;2534;531.6;M;20251112;20251212;1750000;R2;R;RESIDENCE;;GAL;;;AV709480;
C;098;3320086;14;20251222 01:09;508/1111492;
D;098;3320086;14;20251222 01:09;P;;;;;;
D;098;3320086;14;20251222 01:09;V;;;;;;
D;098;3320086;14;20251222 01:09;V;;;;;;
B;098;4260374;15;20251222 01:09;;;17 A;FADDEN ST;KIAMA;2533;343;M;20251111;20251217;1310000;R2;R;RESIDENCE;;KAL;;;AV730548;
C;098;4260374;15;20251222 01:09;2/1243577;
D;098;4260374;15;20251222 01:09;P;;;;;;
D;098;4260374;15;20251222 01:09;V;;;;;;
D;098;4260374;15;20251222 01:09;V;;;;;;
Z;79;15;15;47;
