A;RTSALEDATA;054;20251222 01:08;VALNET;
B;054;512974;1;20251222 01:08;;;123;WALLACE ST N;COOLAMON;2701;2023;M;20251124;20251212;610000;RU5;R;RESIDENCE;;CLM;;;AV707591;
C;054;512974;1;20251222 01:08;8/1/758277;
D;054;512974;1;20251222 01:08;P;;;;;;
D;054;512974;1;20251222 01:08;P;;;;;;
D;054;512974;1;20251222 01:08;V;;;;;;
B;054;513752;2;20251222 01:08;;;;ROWSTON ST;ARDLETHAN;2665;1948;M;20251204;20251216;70000;RU5;V;VACANT LAND;;ARD;;;AV723741;
C;054;513752;2;20251222 01:08;T, U/6988;
D;054;513752;2;20251222 01:08;P;;;;;;
D;054;513752;2;20251222 01:08;V;;;;;;
B;054;511669;3;20251222 01:08;;;30;DERRY ST;GANMAIN;2702;1069;M;20251128;20251217;290000;RU5;R;RESIDENCE;;GAM;;;AV728840;
C;054;511669;3;20251222 01:08;1/125158;
D;054;511669;3;20251222 01:08;P;;;;;;
D;054;511669;3;20251222 01:08;P;;;;;;
D;054;511669;3;20251222 01:08;V;;;;;;
B;054;511753;4;20251222 01:08;;;25;HALL ST;GANMAIN;2702;1251.9;M;20250804;20250905;545000;RU5;V;VACANT LAND;;GAM;;;AV399755;
C;054;511753;4;20251222 01:08;7/5/6702;
D;054;511753;4;20251222 01:08;P;;;;;;
D;054;511753;4;20251222 01:08;P;;;;;;
D;054;511753;4;20251222 01:08;V;;;;;;
B;054;511754;5;20251222 01:08;;;27;HALL ST;GANMAIN;2702;1251.9;M;20250804;20250905;545000;RU5;V;VACANT LAND;;GAM;;;AV399755;
C;054;511754;5;20251222 01:08;8/5/6702;
D;054;511754;5;20251222 01:08;P;;;;;;
D;054;511754;5;20251222 01:08;P;;;;;;
D;054;511754;5;20251222 01:08;V;;;;;;
B;054;511755;6;20251222 01:08;;;29;HALL ST;GANMAIN;2702;5008;M;20250804;20250905;545000;RU5;V;VACANT LAND;;GAM;;;AV399755;
C;054;511755;6;20251222 01:08;9, 10, 11, 12/5/6702;
D;054;511755;6;20251222 01:08;P;;;;;;
D;054;511755;6;20251222 01:08;P;;;;;;
D;054;511755;6;20251222 01:08;V;;;;;;
B;054;512606;7;20251222 01:08;;;53;LEWIS ST S;COOLAMON;2701;932.4;M;20251105;20251217;560000;RU5;R;RESIDENCE;;CLM;;;AV727763;
C;054;512606;7;20251222 01:08;36/249468;
D;054;512606;7;20251222 01:08;P;;;;;;
D;054;512606;7;20251222 01:08;V;;;;;;
D;054;512606;7;20251222 01:08;V;;;;;;
Z;36;7;7;20;
