A;RTSALEDATA;218;20251222 01:10;VALNET;
B;218;2321910;1;20251222 01:10;;1;50;JULIUS RD;ROSEMEADOW;2560;;;20250918;20251218;793000;;R;RESIDENCE;1;;;;AV739991;
C;218;2321910;1;20251222 01:10;1/SP67289;
D;218;2321910;1;20251222 01:10;P;;;;;;
D;218;2321910;1;20251222 01:10;P;;;;;;
D;218;2321910;1;20251222 01:10;V;;;;;;
D;218;2321910;1;20251222 01:10;V;;;;;;
B;218;2871407;2;20251222 01:10;;;4;WINDEYER PL;ST HELENS PARK;2560;303.6;M;20251027;20251212;900000;R2;R;RESIDENCE;;AGS;;;AV711947;
C;218;2871407;2;20251222 01:10;8/1035580;
D;218;2871407;2;20251222 01:10;P;;;;;;
D;218;2871407;2;20251222 01:10;V;;;;;;
B;218;2321003;3;20251222 01:10;;7;98;INGLEBURN RD;INGLEBURN;2565;;;20251023;20251217;810000;;R;RESIDENCE;7;;;;AV729769;
C;218;2321003;3;20251222 01:10;7/SP67713;
D;218;2321003;3;20251222 01:10;P;;;;;;
D;218;2321003;3;20251222 01:10;P;;;;;;
D;218;2321003;3;20251222 01:10;V;;;;;;
B;218;2321911;4;20251222 01:10;;3;48;JULIUS RD;ROSEMEADOW;2560;;;20251007;20251216;745000;;R;RESIDENCE;3;;;;AV723197;
C;218;2321911;4;20251222 01:10;3/SP68219;
D;218;2321911;4;20251222 01:10;P;;;;;;
D;218;2321911;4;20251222 01:10;V;;;;;;
D;218;2321911;4;20251222 01:10;V;;;;;;
B;218;3426045;5;20251222 01:10;;;22 N;BEN LOMOND RD;MINTO;2566;540;M;20251111;20251212;950000;R2;R;RESIDENCE;;EMM;;;AV708477;
C;218;3426045;5;20251222 01:10;48/1124168;
D;218;3426045;5;20251222 01:10;P;;;;;;
D;218;3426045;5;20251222 01:10;P;;;;;;
D;218;3426045;5;20251222 01:10;V;;;;;;
B;218;4150542;6;20251222 01:10;;;10;WICKFIELD CCT;AMBARVALE;2560;2697;M;20250606;20251216;5300000;E1;R;RESIDENCE;;BBE;;;AV725415;
C;218;4150542;6;20251222 01:10;2/1185139;
D;218;4150542;6;20251222 01:10;P;;;;;;
D;218;4150542;6;20251222 01:10;V;;;;;;
B;218;4165501;7;20251222 01:10;;2;30;CHAMBERLAIN ST;CAMPBELLTOWN;2560;;;20251104;20251216;665000;;R;RESIDENCE;2;;;;AV722640;
C;218;4165501;7;20251222 01:10;2/SP91309;
D;218;4165501;7;20251222 01:10;P;;;;;;
D;218;4165501;7;20251222 01:10;V;;;;;;
D;218;4165501;7;20251222 01:10;V;;;;;;
B;218;4165501;8;20251222 01:10;;7;30;CHAMBERLAIN ST;CAMPBELLTOWN;2560;;;20251106;20251212;735000;;R;RESIDENCE;7;;;;AV710695;
C;218;4165501;8;20251222 01:10;7/SP91309;
D;218;4165501;8;20251222 01:10;P;;;;;;
D;218;4165501;8;20251222 01:10;V;;;;;;
D;218;4165501;8;20251222 01:10;V;;;;;;
B;218;4180636;9;20251222 01:10;;;25;BRUCE FERGUSON AVE;BARDIA;2565;1636;M;20251105;20251217;2800000;C4;R;RESIDENCE;;PCD;;;AV730824;
C;218;4180636;9;20251222 01:10;2221/1230142;
D;218;4180636;9;20251222 01:10;P;;;;;;
D;218;4180636;9;20251222 01:10;P;;;;;;
D;218;4180636;9;20251222 01:10;V;;;;;;
B;218;4248545;10;20251222 01:10;;;11;FLUSKEY ST;DENHAM COURT;2565;405;M;20251028;20251212;1305000;R2;R;RESIDENCE;;LRP;;;AV707325;
C;218;4248545;10;20251222 01:10;5108/1233739;
D;218;4248545;10;20251222 01:10;P;;;;;;
D;218;4248545;10;20251222 01:10;V;;;;;;
D;218;4248545;10;20251222 01:10;V;;;;;;
B;218;6033827;11;20251222 01:10;;;;NARELLAN RD;CAMPBELLTOWN;2560;4310;M;20140428;20250902;217285;;V;VACANT LAND;;;;;AV386496;
C;218;6033827;11;20251222 01:10;3/252891;
