A;RTSALEDATA;218;20251229 01:08;VALNET;
B;218;4194024;1;20251229 01:08;;;;FANFLOWER AVE;DENHAM COURT;2565;250;M;20251122;20251219;1179000;R2;R;RESIDENCE;;LRP;;;AV747583;
C;218;4194024;1;20251229 01:08;1/1244825;
D;218;4194024;1;20251229 01:08;P;;;;;;
D;218;4194024;1;20251229 01:08;P;;;;;;
D;218;4194024;1;20251229 01:08;V;;;;;;
B;218;4233281;2;20251229 01:08;;;6;SCARLET BEACH ST;BARDIA;2565;282.7;M;20251023;20251219;1250000;R1;R;RESIDENCE;;GBA;;;AV746156;
C;218;4233281;2;20251229 01:08;324/1240734;
D;218;4233281;2;20251229 01:08;P;;;;;;
D;218;4233281;2;20251229 01:08;P;;;;;;
D;218;4233281;2;20251229 01:08;V;;;;;;
B;218;6017349;3;20251229 01:08;;;7;LONHRO DR;MENANGLE PARK;2563;255;M;20251126;20251222;510000;R3;V;VACANT LAND;;MGK;;;AV755720;
C;218;6017349;3;20251229 01:08;4308/1313728;
D;218;6017349;3;20251229 01:08;P;;;;;;
D;218;6017349;3;20251229 01:08;P;;;;;;
D;218;6017349;3;20251229 01:08;V;;;;;;
D;218;6017349;3;20251229 01:08;V;;;;;;
B;218;3587883;4;20251229 01:08;;22;31;CHAMBERLAIN ST;CAMPBELLTOWN;2560;;;20251126;20251222;435000;;R;RESIDENCE;22;;;;AV755619;
C;218;3587883;4;20251229 01:08;22/SP85545;
D;218;3587883;4;20251229 01:08;P;;;;;;
D;218;3587883;4;20251229 01:08;P;;;;;;
D;218;3587883;4;20251229 01:08;V;;;;;;
B;218;4024142;5;20251229 01:08;;28;26;TYLER ST;CAMPBELLTOWN;2560;140;M;20251106;20251218;515000;;R;RESIDENCE;28;;;;AV735767;
C;218;4024142;5;20251229 01:08;28/SP95451;
D;218;4024142;5;20251229 01:08;P;;;;;;
D;218;4024142;5;20251229 01:08;V;;;;;;
B;218;4057040;6;20251229 01:08;;;166;BRUCE FERGUSON AVE;BARDIA;2565;480.8;M;20251028;20251219;1730000;R1;R;RESIDENCE;;GBA;;;AV745034;
C;218;4057040;6;20251229 01:08;4039/1200785;
D;218;4057040;6;20251229 01:08;P;;;;;;
D;218;4057040;6;20251229 01:08;P;;;;;;
D;218;4057040;6;20251229 01:08;V;;;;;;
D;218;4057040;6;20251229 01:08;V;;;;;;
B;218;4572309;7;20251229 01:08;;;22;PRESTON ST;CLAYMORE;2559;526.1;M;20251020;20251219;710000;R2;V;VACANT LAND;;CLA;;;AV750542;
C;218;4572309;7;20251229 01:08;1109/1300437;
D;218;4572309;7;20251229 01:08;P;;;;;;
D;218;4572309;7;20251229 01:08;P;;;;;;
D;218;4572309;7;20251229 01:08;V;;;;;;
D;218;4572309;7;20251229 01:08;V;;;;;;
B;218;4584669;8;20251229 01:08;;;96;FRAMPTON DR;GILEAD;2560;704;M;20251219;20251222;792490;R2;V;VACANT LAND;;AAG;;;AV753453;
C;218;4584669;8;20251229 01:08;1000/1242642;
D;218;4584669;8;20251229 01:08;P;;;;;;
D;218;4584669;8;20251229 01:08;V;;;;;;
B;218;4584670;9;20251229 01:08;;;45;BUNYIP AVE;GILEAD;2560;704;M;20251219;20251222;792490;R2;R;RESIDENCE;;AAG;;;AV753435;
C;218;4584670;9;20251229 01:08;1001/1242642;
D;218;4584670;9;20251229 01:08;P;;;;;;
D;218;4584670;9;20251229 01:08;V;;;;;;
B;218;4584677;10;20251229 01:08;;;31;BUNYIP AVE;GILEAD;2560;736;M;20251219;20251222;801490;R2;R;RESIDENCE;;AAG;;;AV753480;
C;218;4584677;10;20251229 01:08;1008/1242642;
D;218;4584677;10;20251229 01:08;P;;;;;;
D;218;4584677;10;20251229 01:08;V;;;;;;
B;218;4584793;11;20251229 01:08;;;3;GLEN LORNE CCT;GILEAD;2560;512;M;20251205;20251219;1210000;R2;R;RESIDENCE;;AAG;;;AV742471;
C;218;4584793;11;20251229 01:08;1124/1242642;
D;218;4584793;11;20251229 01:08;P;;;;;;
D;218;4584793;11;20251229 01:08;V;;;;;;
B;218;4584794;12;20251229 01:08;;;5;GLEN LORNE CCT;GILEAD;2560;512;M;20251209;20251219;1210000;R2;R;RESIDENCE;;AAG;;;AV750642;
C;218;4584794;12;20251229 01:08;1125/1242642;
D;218;4584794;12;20251229 01:08;P;;;;;;
D;218;4584794;12;20251229 01:08;V;;;;;;
B;218;4584795;13;20251229 01:08;;;7;GLEN LORNE CCT;GILEAD;2560;512;M;20251209;20251223;1210000;R2;R;RESIDENCE;;AAG;;;AV759514;
C;218;4584795;13;20251229 01:08;1126/1242642;
D;218;4584795;13;20251229 01:08;P;;;;;;
D;218;4584795;13;20251229 01:08;V;;;;;;
B;218;4521678;14;20251229 01:08;;;10;PIERRO ST;MENANGLE PARK;2563;420;M;20251129;20251219;1350000;R2;R;RESIDENCE;;MGP;;;AV745061;
C;218;4521678;14;20251229 01:08;3024/1293392;
D;218;4521678;14;20251229 01:08;P;;;;;;
D;218;4521678;14;20251229 01:08;P;;;;;;
D;218;4521678;14;20251229 01:08;V;;;;;;
D;218;4521678;14;20251229 01:08;V;;;;;;
B;218;4553730;15;20251229 01:08;;;5;MANFRED PL;MENANGLE PARK;2563;1002;M;20251003;20251222;900000;R5;V;VACANT LAND;;DBR;;;AV754765;
C;218;4553730;15;20251229 01:08;3676/1293419;
