A;RTSALEDATA;192;20251222 01:09;VALNET;
B;192;2943490;1;20251222 01:09;;;28;RUSE ST;MOREE;2400;8028;M;20251119;20251217;98000;R1;V;VACANT LAND;;ANM;;;AV728742;
C;192;2943490;1;20251222 01:09;12/1043575;
D;192;2943490;1;20251222 01:09;P;;;;;;
D;192;2943490;1;20251222 01:09;V;;;;;;
D;192;2943490;1;20251222 01:09;V;;;;;;
B;192;3431798;2;20251222 01:09;CARBEENS;;181;COWELL LAGOON RD;MOREE;2400;67.76;H;20231117;20251215;635000;RU1;3;FARM;;RRF;;;AV714400;
C;192;3431798;2;20251222 01:09;1/1130389;
D;192;3431798;2;20251222 01:09;P;;;;;;
D;192;3431798;2;20251222 01:09;P;;;;;;
D;192;3431798;2;20251222 01:09;V;;;;;;
B;192;6034066;3;20251222 01:09;;;;GWYDIR HWY;BULLARAH;2400;906.59;H;20250901;20251013;6500000;;3;FARM;;;;;AV506056;
C;192;6034066;3;20251222 01:09;16/44004 1/1158402 Enclosure Permit 658486;
D;192;6034066;3;20251222 01:09;P;;;;;;
D;192;6034066;3;20251222 01:09;V;;;;;;
B;192;6033806;4;20251222 01:09;;;;BISHOP ST;BOOMI;2405;2023.4;M;20251111;20251209;15000;;V;VACANT LAND;;;;;AV694214;
C;192;6033806;4;20251222 01:09;6/16/758135;
D;192;6033806;4;20251222 01:09;P;;;;;;
D;192;6033806;4;20251222 01:09;V;;;;;;
D;192;6033806;4;20251222 01:09;V;;;;;;
B;192;6033808;5;20251222 01:09;;;;BISHOP ST;BOOMI;2405;2023.4;M;20251111;20251209;15000;;V;VACANT LAND;;;;;AV694349;
C;192;6033808;5;20251222 01:09;7/16/758135;
D;192;6033808;5;20251222 01:09;P;;;;;;
D;192;6033808;5;20251222 01:09;V;;;;;;
D;192;6033808;5;20251222 01:09;V;;;;;;
B;192;6033809;6;20251222 01:09;;;;BISHOP ST;BOOMI;2405;2023.4;M;20250810;20251107;15000;;R;RESIDENCE;;;;;AV590726;
C;192;6033809;6;20251222 01:09;8/16/758135;
D;192;6033809;6;20251222 01:09;P;;;;;;
D;192;6033809;6;20251222 01:09;V;;;;;;
D;192;6033809;6;20251222 01:09;V;;;;;;
B;192;1866365;7;20251222 01:09;;;64;JONES AVE;MOREE;2400;744;M;20251125;20251218;45000;R1;R;RESIDENCE;;AMM;;;AV738518;
C;192;1866365;7;20251222 01:09;2/603730;
D;192;1866365;7;20251222 01:09;P;;;;;;
D;192;1866365;7;20251222 01:09;P;;;;;;
D;192;1866365;7;20251222 01:09;V;;;;;;
