A;RTSALEDATA;004;20251229 01:06;VALNET;
B;004;2881658;1;20251229 01:06;;;38;NORTHLAKES DR;CAMERON PARK;2285;908.1;M;20251117;20251219;1030000;R2;R;RESIDENCE;;ACR;;;AV745340;
C;004;2881658;1;20251229 01:06;130/1035542;
D;004;2881658;1;20251229 01:06;P;;;;;;
D;004;2881658;1;20251229 01:06;V;;;;;;
B;004;2888440;2;20251229 01:06;;;17;PILLAPAI RD;BRIGHTWATERS;2264;1082;M;20251106;20251222;825000;R2;R;RESIDENCE;;ANQ;;;AV752016;
C;004;2888440;2;20251229 01:06;4/1037689;
D;004;2888440;2;20251229 01:06;P;;;;;;
D;004;2888440;2;20251229 01:06;P;;;;;;
D;004;2888440;2;20251229 01:06;V;;;;;;
D;004;2888440;2;20251229 01:06;V;;;;;;
B;004;2899671;3;20251229 01:06;;;125 A;KILABEN RD;KILABEN BAY;2283;604.8;M;20251117;20251219;1100000;R2;R;RESIDENCE;;AFR;;;AV742239;
C;004;2899671;3;20251229 01:06;101/1038994;
D;004;2899671;3;20251229 01:06;P;;;;;;
D;004;2899671;3;20251229 01:06;P;;;;;;
D;004;2899671;3;20251229 01:06;V;;;;;;
B;004;3505829;4;20251229 01:06;;;21;SHIPLEY ST;CAMERON PARK;2285;749.8;M;20251112;20251219;1055000;R2;R;RESIDENCE;;ACR;;;AV745939;
C;004;3505829;4;20251229 01:06;2104/1148098;
D;004;3505829;4;20251229 01:06;P;;;;;;
D;004;3505829;4;20251229 01:06;P;;;;;;
D;004;3505829;4;20251229 01:06;V;;;;;;
D;004;3505829;4;20251229 01:06;V;;;;;;
B;004;3505842;5;20251229 01:06;;;16;HOOGHLY AVE;CAMERON PARK;2285;708.6;M;20251121;20251222;644625;R2;R;RESIDENCE;;ACR;;;AV753291;
C;004;3505842;5;20251229 01:06;2117/1148098;
D;004;3505842;5;20251229 01:06;P;;;;;;
D;004;3505842;5;20251229 01:06;V;;;;;;
B;004;4244776;6;20251229 01:06;;;81 D;FISHERMANS DR;TERALBA;2284;471.2;M;20251126;20251222;989000;R2;R;RESIDENCE;;AFA;;;AV752022;
C;004;4244776;6;20251229 01:06;1/1257218;
D;004;4244776;6;20251229 01:06;P;;;;;;
D;004;4244776;6;20251229 01:06;P;;;;;;
D;004;4244776;6;20251229 01:06;V;;;;;;
B;004;6032944;7;20251229 01:06;;3;15;BERRINGAR RD;VALENTINE;2280;205;M;20250926;20251219;1199000;;R;RESIDENCE;3;;;;AV742422;
C;004;6032944;7;20251229 01:06;3/SP110667;
D;004;6032944;7;20251229 01:06;P;;;;;;
D;004;6032944;7;20251229 01:06;V;;;;;;
B;004;6032944;8;20251229 01:06;;5;15;BERRINGAR RD;VALENTINE;2280;246;M;20240308;20251219;1175000;;R;RESIDENCE;5;;;;AV747981;
C;004;6032944;8;20251229 01:06;5/SP110667;
D;004;6032944;8;20251229 01:06;P;;;;;;
D;004;6032944;8;20251229 01:06;P;;;;;;
D;004;6032944;8;20251229 01:06;V;;;;;;
B;004;100068;9;20251229 01:06;;;34;GILSMERE ST;JEWELLS;2280;591.8;M;20251215;20251224;1025000;R2;R;RESIDENCE;;AJF;;;AV762227;
C;004;100068;9;20251229 01:06;133/248136;
D;004;100068;9;20251229 01:06;P;;;;;;
D;004;100068;9;20251229 01:06;V;;;;;;
B;004;100371;10;20251229 01:06;;;14;HAIG ST;BELMONT;2280;1043;M;20251117;20251223;1000000;R2;R;RESIDENCE;;AJA;;;AV757944;
C;004;100371;10;20251229 01:06;6/237345;
D;004;100371;10;20251229 01:06;P;;;;;;
D;004;100371;10;20251229 01:06;V;;;;;;
D;004;100371;10;20251229 01:06;V;;;;;;
B;004;101026;11;20251229 01:06;;;30;JOHN FISHER RD;BELMONT NORTH;2280;556.4;M;20251104;20251219;982500;R2;R;RESIDENCE;;AJE;;;AV745706;
C;004;101026;11;20251229 01:06;38/F/14754;
D;004;101026;11;20251229 01:06;P;;;;;;
D;004;101026;11;20251229 01:06;P;;;;;;
D;004;101026;11;20251229 01:06;V;;;;;;
D;004;101026;11;20251229 01:06;V;;;;;;
B;004;96337;12;20251229 01:06;;;79;MACQUARIE ST;ARCADIA VALE;2283;834.7;M;20251114;20251219;920000;R2;R;RESIDENCE;;AME;;;AV745648;
C;004;96337;12;20251229 01:06;636/13129;
D;004;96337;12;20251229 01:06;P;;;;;;
D;004;96337;12;20251229 01:06;P;;;;;;
D;004;96337;12;20251229 01:06;V;;;;;;
D;004;96337;12;20251229 01:06;V;;;;;;
B;004;101791;13;20251229 01:06;;;58;MAUDE ST;BELMONT;2280;257.8;M;20251124;20251219;865000;MU1;R;RESIDENCE;;CLJ;;;AV743690;
C;004;101791;13;20251229 01:06;1/326028;
D;004;101791;13;20251229 01:06;P;;;;;;
D;004;101791;13;20251229 01:06;P;;;;;;
D;004;101791;13;20251229 01:06;V;;;;;;
D;004;101791;13;20251229 01:06;V;;;;;;
B;004;102252;14;20251229 01:06;;;82;OLD BELMONT RD;BELMONT NORTH;2280;904.2;M;20251122;20251219;1400000;R2;R;RESIDENCE;;AJE;;;AV746521;
C;004;102252;14;20251229 01:06;1/14030;
D;004;102252;14;20251229 01:06;P;;;;;;
D;004;102252;14;20251229 01:06;P;;;;;;
D;004;102252;14;20251229 01:06;V;;;;;;
B;004;105048;15;20251229 01:06;;2;57;RAILWAY PDE;BLACKALLS PARK;2283;;;20251201;20251219;385000;;R;RESIDENCE;2;;;;AV741948;
C;004;105048;15;20251229 01:06;2/SP57867;
D;004;105048;15;20251229 01:06;P;;;;;;
D;004;105048;15;20251229 01:06;V;;;;;;
B;004;3551588;16;20251229 01:06;SKY CENTRAL WEST;604;38;SMART ST;CHARLESTOWN;2290;;;20251121;20251219;625100;;R;RESIDENCE;17;;;;AV748030;
C;004;3551588;16;20251229 01:06;17/SP84267;
D;004;3551588;16;20251229 01:06;P;;;;;;
D;004;3551588;16;20251229 01:06;V;;;;;;
D;004;3551588;16;20251229 01:06;V;;;;;;
B;004;3539804;17;20251229 01:06;;;17;FOVEAUX ST;CAMERON PARK;2285;610.4;M;20251107;20251219;975000;R2;R;RESIDENCE;;ACP;;;AV744231;
C;004;3539804;17;20251229 01:06;1059/1152794;
D;004;3539804;17;20251229 01:06;P;;;;;;
D;004;3539804;17;20251229 01:06;P;;;;;;
