A;RTSALEDATA;239;20251222 01:10;VALNET;
B;239;6013105;1;20251222 01:10;;;67;VICARY ST;WANAARING;2840;1231.1;M;20250129;20251218;12500;RU5;V;VACANT LAND;;ZWZ;;;AV740530;
C;239;6013105;1;20251222 01:10;1, 2/798574;
D;239;6013105;1;20251222 01:10;P;;;;;;
D;239;6013105;1;20251222 01:10;V;;;;;;
Z;6;1;1;2;
