A;RTSALEDATA;103;20251229 01:07;VALNET;
B;103;1168490;1;20251229 01:07;;;19;MALCOLM AVE;CRINGILA;2502;771.4;M;20251211;20251223;450000;R2;R;RESIDENCE;;ABI;;;AV758239;
C;103;1168490;1;20251229 01:07;139/15952;
D;103;1168490;1;20251229 01:07;P;;;;;;
D;103;1168490;1;20251229 01:07;V;;;;;;
B;103;1166037;2;20251229 01:07;;;196;LAWRENCE HARGRAVE DR;THIRROUL;2515;695.6;M;20250829;20251219;2100000;R2;R;RESIDENCE;;AAI;;;AV747928;
C;103;1166037;2;20251229 01:07;17/E/4882;
D;103;1166037;2;20251229 01:07;P;;;;;;
D;103;1166037;2;20251229 01:07;V;;;;;;
D;103;1166037;2;20251229 01:07;V;;;;;;
B;103;1171493;3;20251229 01:07;;;127 B;MORRISON AVE;WOMBARRA;2515;1641;M;20251022;20251219;2150000;R2;R;RESIDENCE;;AAH;;;AV748563;
C;103;1171493;3;20251229 01:07;2/1004625;
D;103;1171493;3;20251229 01:07;P;;;;;;
D;103;1171493;3;20251229 01:07;P;;;;;;
D;103;1171493;3;20251229 01:07;V;;;;;;
D;103;1171493;3;20251229 01:07;V;;;;;;
B;103;1158065;4;20251229 01:07;;;1;HUTTON AVE;BULLI;2516;897.9;M;20251118;20251219;5850000;R2;R;RESIDENCE;;AAJ;;;AV742633;
C;103;1158065;4;20251229 01:07;19/219749;
D;103;1158065;4;20251229 01:07;P;;;;;;
D;103;1158065;4;20251229 01:07;P;;;;;;
D;103;1158065;4;20251229 01:07;V;;;;;;
B;103;1160936;5;20251229 01:07;;;1;KARRABAH CRES;LAKE HEIGHTS;2502;695.6;M;20251117;20251222;820000;R2;R;RESIDENCE;;ABG;;;AV753460;
C;103;1160936;5;20251229 01:07;306/201106;
D;103;1160936;5;20251229 01:07;P;;;;;;
D;103;1160936;5;20251229 01:07;P;;;;;;
D;103;1160936;5;20251229 01:07;V;;;;;;
D;103;1160936;5;20251229 01:07;V;;;;;;
B;103;1163901;6;20251229 01:07;;3;29;KURRAJONG ST;WINDANG;2528;;;20251205;20251219;440000;;R;RESIDENCE;3;;;;AV742295;
C;103;1163901;6;20251229 01:07;3/SP14023;
D;103;1163901;6;20251229 01:07;P;;;;;;
D;103;1163901;6;20251229 01:07;V;;;;;;
B;103;1155853;7;20251229 01:07;;;44;HIGH ST;THIRROUL;2515;803.1;M;20251104;20251219;1870000;R2;R;RESIDENCE;;AAI;;;AV748557;
C;103;1155853;7;20251229 01:07;48/9175;
D;103;1155853;7;20251229 01:07;P;;;;;;
D;103;1155853;7;20251229 01:07;P;;;;;;
D;103;1155853;7;20251229 01:07;V;;;;;;
D;103;1155853;7;20251229 01:07;V;;;;;;
B;103;1164567;8;20251229 01:07;;;184;LAKELANDS DR;DAPTO;2530;588.1;M;20251110;20251224;828000;R2;R;RESIDENCE;;AAZ;;;AV760944;
C;103;1164567;8;20251229 01:07;420/218143;
D;103;1164567;8;20251229 01:07;P;;;;;;
D;103;1164567;8;20251229 01:07;P;;;;;;
D;103;1164567;8;20251229 01:07;V;;;;;;
B;103;1167299;9;20251229 01:07;;;22;LOMBARD AVE;FAIRY MEADOW;2519;695.6;M;20251117;20251222;1370000;R2;R;RESIDENCE;;AAR;;;AV753959;
C;103;1167299;9;20251229 01:07;210/29635;
D;103;1167299;9;20251229 01:07;P;;;;;;
D;103;1167299;9;20251229 01:07;P;;;;;;
D;103;1167299;9;20251229 01:07;V;;;;;;
D;103;1167299;9;20251229 01:07;V;;;;;;
B;103;1188730;10;20251229 01:07;;17;6;SMITH ST;WOLLONGONG;2500;;;20251202;20251219;880000;;R;RESIDENCE;17;;;;AV742083;
C;103;1188730;10;20251229 01:07;17/SP20975;
D;103;1188730;10;20251229 01:07;P;;;;;;
D;103;1188730;10;20251229 01:07;V;;;;;;
B;103;1188775;11;20251229 01:07;;13;9;SMITH ST;WOLLONGONG;2500;;;20251208;20251219;1000000;;R;RESIDENCE;13;;;;AV742193;
C;103;1188775;11;20251229 01:07;13/SP22303;
D;103;1188775;11;20251229 01:07;P;;;;;;
D;103;1188775;11;20251229 01:07;V;;;;;;
D;103;1188775;11;20251229 01:07;V;;;;;;
D;103;1188775;11;20251229 01:07;V;;;;;;
B;103;1194132;12;20251229 01:07;;;4;TIMBERI AVE;DAPTO;2530;556.4;M;20251210;20251219;350000;R2;R;RESIDENCE;;ABA;;;AV745354;
C;103;1194132;12;20251229 01:07;47/557464;
D;103;1194132;12;20251229 01:07;P;;;;;;
D;103;1194132;12;20251229 01:07;V;;;;;;
D;103;1194132;12;20251229 01:07;V;;;;;;
B;103;1175858;13;20251229 01:07;;;;ODENPA RD;CORDEAUX HEIGHTS;2526;1.084;H;20251124;20251218;3575000;R2;V;VACANT LAND;;ABM;;;AV740569;
C;103;1175858;13;20251229 01:07;1433/748240;
D;103;1175858;13;20251229 01:07;P;;;;;;
D;103;1175858;13;20251229 01:07;V;;;;;;
B;103;1178422;14;20251229 01:07;;;14;PARKSIDE DR;DAPTO;2530;556.4;M;20251127;20251219;820000;R2;R;RESIDENCE;;AAZ;;;AV742690;
C;103;1178422;14;20251229 01:07;172/31160;
D;103;1178422;14;20251229 01:07;P;;;;;;
D;103;1178422;14;20251229 01:07;P;;;;;;
D;103;1178422;14;20251229 01:07;V;;;;;;
B;103;1199684;15;20251229 01:07;;;7;WOODLAWN AVE;MANGERTON;2500;1246;M;20251128;20251223;1695000;R2;R;RESIDENCE;;ABJ;;;AV759585;
C;103;1199684;15;20251229 01:07;13/12252;
D;103;1199684;15;20251229 01:07;P;;;;;;
D;103;1199684;15;20251229 01:07;V;;;;;;
B;103;1189102;16;20251229 01:07;;;16;SORENSEN DR;FIGTREE;2525;869.4;M;20251205;20251219;1500000;R2;R;RESIDENCE;;ABU;;;AV749279;
C;103;1189102;16;20251229 01:07;24/1015460;
D;103;1189102;16;20251229 01:07;P;;;;;;
D;103;1189102;16;20251229 01:07;P;;;;;;
D;103;1189102;16;20251229 01:07;V;;;;;;
D;103;1189102;16;20251229 01:07;V;;;;;;
B;103;1186532;17;20251229 01:07;;3;73;ST JOHNS AVE;MANGERTON;2500;;;20251126;20251223;643000;;R;RESIDENCE;3;;;;AV757767;
C;103;1186532;17;20251229 01:07;3/SP55574;
D;103;1186532;17;20251229 01:07;P;;;;;;
D;103;1186532;17;20251229 01:07;V;;;;;;
B;103;1189226;18;20251229 01:07;;;11;SOUTHAMPTON ST;BERKELEY;2506;588;M;20251119;20251219;940000;R2;R;RESIDENCE;;ABE;;;AV741829;
C;103;1189226;18;20251229 01:07;1116/207044;
D;103;1189226;18;20251229 01:07;P;;;;;;
D;103;1189226;18;20251229 01:07;P;;;;;;
D;103;1189226;18;20251229 01:07;V;;;;;;
B;103;1194660;19;20251229 01:07;;;25;TRESNAN ST;UNANDERRA;2526;600.7;M;20251107;20251219;985000;R2;R;RESIDENCE;;AAV;;;AV743172;
C;103;1194660;19;20251229 01:07;41/32220;
D;103;1194660;19;20251229 01:07;P;;;;;;
D;103;1194660;19;20251229 01:07;P;;;;;;
D;103;1194660;19;20251229 01:07;V;;;;;;
D;103;1194660;19;20251229 01:07;V;;;;;;
B;103;1178854;20;20251229 01:07;;2;19;PAYNE ST;MANGERTON;2500;;;20251119;20251222;525000;;R;RESIDENCE;2;;;;AV753557;
C;103;1178854;20;20251229 01:07;2/SP12853;
D;103;1178854;20;20251229 01:07;P;;;;;;
D;103;1178854;20;20251229 01:07;V;;;;;;
