A;RTSALEDATA;274;20251222 01:12;VALNET;
B;274;2928290;1;20251222 01:12;;;21;HARRIS ST;TUMUT;2720;721.6;M;20251126;20251212;605000;R3;R;RESIDENCE;;RTI;;;AV708038;
C;274;2928290;1;20251222 01:12;18/1043776;
D;274;2928290;1;20251222 01:12;P;;;;;;
D;274;2928290;1;20251222 01:12;P;;;;;;
D;274;2928290;1;20251222 01:12;V;;;;;;
D;274;2928290;1;20251222 01:12;V;;;;;;
B;274;3430487;2;20251222 01:12;;;15;RIDGE ST;TUMUT;2720;907.1;M;20251121;20251218;770000;R3;R;RESIDENCE;;RTI;;;AV736114;
C;274;3430487;2;20251222 01:12;46/1133700;
D;274;3430487;2;20251222 01:12;P;;;;;;
D;274;3430487;2;20251222 01:12;P;;;;;;
D;274;3430487;2;20251222 01:12;V;;;;;;
D;274;3430487;2;20251222 01:12;V;;;;;;
B;274;3188375;3;20251222 01:12;;;55;CAPPER ST;TUMUT;2720;2975;M;20251031;20251216;5050000;E1;3;COMMERCIAL;;BTS;;;AV725970;
C;274;3188375;3;20251222 01:12;21/1083487;
D;274;3188375;3;20251222 01:12;P;;;;;;
D;274;3188375;3;20251222 01:12;V;;;;;;
B;274;557288;4;20251222 01:12;;3;7;ANDERSON PL;TUMUT;2720;;;20251105;20251217;328000;;R;RESIDENCE;2;;;;AV731373;
C;274;557288;4;20251222 01:12;2/SP15568;
D;274;557288;4;20251222 01:12;P;;;;;;
D;274;557288;4;20251222 01:12;V;;;;;;
B;274;555405;5;20251222 01:12;;;75;MILL RD;BATLOW;2730;1840;M;20251201;20251218;450000;R3;R;RESIDENCE;;RBA;;;AV735719;
C;274;555405;5;20251222 01:12;5, 6/23039;
D;274;555405;5;20251222 01:12;P;;;;;;
D;274;555405;5;20251222 01:12;P;;;;;;
D;274;555405;5;20251222 01:12;V;;;;;;
D;274;555405;5;20251222 01:12;V;;;;;;
B;274;556364;6;20251222 01:12;;;424;BRUNGLE RD;BOMBOWLEE;2720;59.57;H;20251117;20251217;1500000;RU1;R;RESIDENCE;;HOT;;;AV729484;
C;274;556364;6;20251222 01:12;1/709148;
D;274;556364;6;20251222 01:12;P;;;;;;
D;274;556364;6;20251222 01:12;P;;;;;;
D;274;556364;6;20251222 01:12;P;;;;;;
D;274;556364;6;20251222 01:12;P;;;;;;
D;274;556364;6;20251222 01:12;V;;;;;;
D;274;556364;6;20251222 01:12;V;;;;;;
B;274;553764;7;20251222 01:12;;;71;CLARA ST;TUMBARUMBA;2653;1105;M;20251114;20251212;415000;R1;R;RESIDENCE;;RT1;;;AV706847;
C;274;553764;7;20251222 01:12;14/255052;
D;274;553764;7;20251222 01:12;P;;;;;;
D;274;553764;7;20251222 01:12;V;;;;;;
B;274;559711;8;20251222 01:12;;;10;TUMUT ST;TUMUT;2720;866.3;M;20251008;20251217;335000;R2;R;RESIDENCE;;RTE;;;AV733006;
C;274;559711;8;20251222 01:12;7/A/5276;
D;274;559711;8;20251222 01:12;P;;;;;;
D;274;559711;8;20251222 01:12;V;;;;;;
B;274;557144;9;20251222 01:12;;;26;RYAN ST;TALBINGO;2720;708.2;M;20251112;20251215;380000;RU5;R;RESIDENCE;;VTB;;;AV715326;
C;274;557144;9;20251222 01:12;74/238760;
D;274;557144;9;20251222 01:12;P;;;;;;
D;274;557144;9;20251222 01:12;V;;;;;;
Z;48;9;9;28;
