A;RTSALEDATA;219;20251229 01:08;VALNET;
B;219;4212231;1;20251229 01:08;;;17;YOBARNIE AVE;NORTH RICHMOND;2754;1791.9;M;20251112;20251219;2021000;R2;R;RESIDENCE;;AKK;;;AV750802;
C;219;4212231;1;20251229 01:08;507/1233056;
D;219;4212231;1;20251229 01:08;P;;;;;;
D;219;4212231;1;20251229 01:08;V;;;;;;
B;219;6008855;2;20251229 01:08;;;11;HACKBERRY ST;OAKVILLE;2765;491.4;M;20251124;20251222;900000;R2;V;VACANT LAND;;OVV;;;AV753279;
C;219;6008855;2;20251229 01:08;112/1299874;
D;219;6008855;2;20251229 01:08;P;;;;;;
D;219;6008855;2;20251229 01:08;P;;;;;;
D;219;6008855;2;20251229 01:08;V;;;;;;
B;219;3999988;3;20251229 01:08;;18;74;MILEHAM ST;SOUTH WINDSOR;2756;;;20251211;20251219;882000;;R;RESIDENCE;19;;;;AV750558;
C;219;3999988;3;20251229 01:08;19/SP97365;
D;219;3999988;3;20251229 01:08;P;;;;;;
D;219;3999988;3;20251229 01:08;V;;;;;;
B;219;4048549;4;20251229 01:08;;;16;LILY PL;KURRAJONG;2758;811.1;M;20251118;20251222;620000;R2;V;VACANT LAND;;AEK;;;AV752049;
C;219;4048549;4;20251229 01:08;14/270875;
D;219;4048549;4;20251229 01:08;P;;;;;;
D;219;4048549;4;20251229 01:08;V;;;;;;
B;219;4612908;5;20251229 01:08;;;44;SWISS DR;OAKVILLE;2765;450;M;20251202;20251219;900000;R2;V;VACANT LAND;;OVV;;;AV743535;
C;219;4612908;5;20251229 01:08;1/1305818;
D;219;4612908;5;20251229 01:08;P;;;;;;
D;219;4612908;5;20251229 01:08;P;;;;;;
D;219;4612908;5;20251229 01:08;V;;;;;;
B;219;4549395;6;20251229 01:08;;;62;HARKNESS RD;OAKVILLE;2765;383.2;M;20241126;20251224;1285117;R2;R;RESIDENCE;;OVV;;;AV761214;
C;219;4549395;6;20251229 01:08;103/1279996;
D;219;4549395;6;20251229 01:08;P;;;;;;
D;219;4549395;6;20251229 01:08;P;;;;;;
D;219;4549395;6;20251229 01:08;V;;;;;;
B;219;4549398;7;20251229 01:08;;;8;HUBERT ST;OAKVILLE;2765;379.4;M;20251117;20251219;710000;R2;V;VACANT LAND;;OVV;;;AV743848;
C;219;4549398;7;20251229 01:08;106/1279996;
D;219;4549398;7;20251229 01:08;P;;;;;;
D;219;4549398;7;20251229 01:08;P;;;;;;
D;219;4549398;7;20251229 01:08;V;;;;;;
B;219;4612606;8;20251229 01:08;;;8;RABEY ST;OAKVILLE;2765;300;M;20251016;20251219;690000;R2;V;VACANT LAND;;OVV;;;AV750069;
C;219;4612606;8;20251229 01:08;23/1305697;
D;219;4612606;8;20251229 01:08;P;;;;;;
D;219;4612606;8;20251229 01:08;P;;;;;;
D;219;4612606;8;20251229 01:08;V;;;;;;
B;219;4614260;9;20251229 01:08;;;53;HARKNESS RD;OAKVILLE;2765;451;M;20251125;20251219;900000;R2;R;RESIDENCE;;OVV;;;AV747536;
C;219;4614260;9;20251229 01:08;119/1305698;
D;219;4614260;9;20251229 01:08;P;;;;;;
D;219;4614260;9;20251229 01:08;P;;;;;;
D;219;4614260;9;20251229 01:08;V;;;;;;
B;219;4614267;10;20251229 01:08;;;61;HARKNESS RD;OAKVILLE;2765;450.1;M;20251202;20251219;910000;R2;R;RESIDENCE;;OVV;;;AV749982;
C;219;4614267;10;20251229 01:08;126/1305698;
D;219;4614267;10;20251229 01:08;P;;;;;;
D;219;4614267;10;20251229 01:08;V;;;;;;
B;219;4614272;11;20251229 01:08;;;71;HARKNESS RD;OAKVILLE;2765;450;M;20251107;20251222;890000;R2;R;RESIDENCE;;OVV;;;AV755676;
C;219;4614272;11;20251229 01:08;131/1305698;
D;219;4614272;11;20251229 01:08;P;;;;;;
D;219;4614272;11;20251229 01:08;P;;;;;;
D;219;4614272;11;20251229 01:08;V;;;;;;
B;219;3170695;12;20251229 01:08;;2;1;SAMUEL ST;BLIGH PARK;2756;;;20251110;20251219;870000;;R;RESIDENCE;2;;;;AV749028;
C;219;3170695;12;20251229 01:08;2/SP74918;
D;219;3170695;12;20251229 01:08;P;;;;;;
D;219;3170695;12;20251229 01:08;V;;;;;;
B;219;3215978;13;20251229 01:08;;;7;COPELAND ST;RICHMOND;2753;480.3;M;20251211;20251219;730000;R2;R;RESIDENCE;;AQQ;;;AV741307;
C;219;3215978;13;20251229 01:08;21/1090353;
D;219;3215978;13;20251229 01:08;P;;;;;;
D;219;3215978;13;20251229 01:08;V;;;;;;
D;219;3215978;13;20251229 01:08;V;;;;;;
B;219;2352467;14;20251229 01:08;;;68;COMMERCIAL RD;VINEYARD;2765;2.023;H;20250115;20251219;3100000;RU4;R;RESIDENCE;;GDD;;;AV749943;
C;219;2352467;14;20251229 01:08;2/242373;
D;219;2352467;14;20251229 01:08;P;;;;;;
D;219;2352467;14;20251229 01:08;V;;;;;;
D;219;2352467;14;20251229 01:08;V;;;;;;
B;219;2363349;15;20251229 01:08;;;19;OLD HAWKESBURY RD;MCGRATHS HILL;2756;551.8;M;20251101;20251219;1315000;R2;R;RESIDENCE;;AGH;;;AV744958;
C;219;2363349;15;20251229 01:08;405/259868;
D;219;2363349;15;20251229 01:08;P;;;;;;
D;219;2363349;15;20251229 01:08;P;;;;;;
D;219;2363349;15;20251229 01:08;V;;;;;;
D;219;2363349;15;20251229 01:08;V;;;;;;
B;219;2350223;16;20251229 01:08;;;30;BOWEN MOUNTAIN RD;BOWEN MOUNTAIN;2753;2.052;H;20251113;20251218;910000;C4;R;RESIDENCE;;EPY;;;AV740170;
C;219;2350223;16;20251229 01:08;35/3516;
D;219;2350223;16;20251229 01:08;P;;;;;;
D;219;2350223;16;20251229 01:08;V;;;;;;
B;219;2363487;17;20251229 01:08;;;14;OLD SACKVILLE RD;WILBERFORCE;2756;1011;M;20251115;20251222;1335000;R2;R;RESIDENCE;;BCC;;;AV753884;
C;219;2363487;17;20251229 01:08;3/561694;
D;219;2363487;17;20251229 01:08;P;;;;;;
D;219;2363487;17;20251229 01:08;P;;;;;;
D;219;2363487;17;20251229 01:08;V;;;;;;
D;219;2363487;17;20251229 01:08;V;;;;;;
B;219;2347714;18;20251229 01:08;;;24;ALEXANDER ST;BLIGH PARK;2756;658.6;M;20251114;20251219;1130000;R3;R;RESIDENCE;;AYB;;;AV748479;
C;219;2347714;18;20251229 01:08;563/749929;
D;219;2347714;18;20251229 01:08;P;;;;;;
D;219;2347714;18;20251229 01:08;V;;;;;;
B;219;2358246;19;20251229 01:08;;;8;HUNTER ST;MCGRATHS HILL;2756;550;M;20250927;20251219;950000;R2;R;RESIDENCE;;AGH;;;AV750471;
C;219;2358246;19;20251229 01:08;23/258063;
D;219;2358246;19;20251229 01:08;P;;;;;;
D;219;2358246;19;20251229 01:08;V;;;;;;
B;219;2366329;20;20251229 01:08;;;33;SCHOFIELD RD;PITT TOWN;2756;2.111;H;20251017;20251223;2250000;RU4;R;RESIDENCE;;GBB;;;AV756629;
C;219;2366329;20;20251229 01:08;6/228470;
D;219;2366329;20;20251229 01:08;P;;;;;;
D;219;2366329;20;20251229 01:08;P;;;;;;
D;219;2366329;20;20251229 01:08;V;;;;;;
D;219;2366329;20;20251229 01:08;V;;;;;;
B;219;2363833;21;20251229 01:08;;;5;PATYA PL;NORTH RICHMOND;2754;1207;M;20251130;20251222;1110000;R2;R;RESIDENCE;;AKK;;;AV752388;
C;219;2363833;21;20251229 01:08;61/255010;
D;219;2363833;21;20251229 01:08;P;;;;;;
D;219;2363833;21;20251229 01:08;V;;;;;;
D;219;2363833;21;20251229 01:08;V;;;;;;
B;219;2353327;22;20251229 01:08;;;13;DERWENT PL;BLIGH PARK;2756;551.6;M;20251119;20251219;1085000;R3;R;RESIDENCE;;AYB;;;AV747376;
C;219;2353327;22;20251229 01:08;1092/791978;
D;219;2353327;22;20251229 01:08;P;;;;;;
D;219;2353327;22;20251229 01:08;P;;;;;;
D;219;2353327;22;20251229 01:08;V;;;;;;
D;219;2353327;22;20251229 01:08;V;;;;;;
B;219;2351376;23;20251229 01:08;;;24;CHAPEL ST;RICHMOND;2753;784.1;M;20251001;20251219;1720000;R2;R;RESIDENCE;;AQQ;;;AV748342;
C;219;2351376;23;20251229 01:08;7/37354;
D;219;2351376;23;20251229 01:08;P;;;;;;
D;219;2351376;23;20251229 01:08;V;;;;;;
D;219;2351376;23;20251229 01:08;V;;;;;;
B;219;2364672;24;20251229 01:08;;;47;PORPOISE CRES;BLIGH PARK;2756;770;M;20251118;20251219;1070000;R2;R;RESIDENCE;;AYA;;;AV744171;
C;219;2364672;24;20251229 01:08;1236/800323;
D;219;2364672;24;20251229 01:08;P;;;;;;
D;219;2364672;24;20251229 01:08;P;;;;;;
D;219;2364672;24;20251229 01:08;V;;;;;;
D;219;2364672;24;20251229 01:08;V;;;;;;
B;219;2364817;25;20251229 01:08;;;6;PRICE LANE;AGNES BANKS;2753;746;M;20251029;20251223;980000;R2;R;RESIDENCE;;AAA;;;AV759923;
C;219;2364817;25;20251229 01:08;3/259040;
D;219;2364817;25;20251229 01:08;P;;;;;;
D;219;2364817;25;20251229 01:08;V;;;;;;
D;219;2364817;25;20251229 01:08;V;;;;;;
