A;RTSALEDATA;001;20251222 01:08;VALNET;
B;001;2962147;1;20251222 01:08;;;7;MACULATA ACCS;ROTHBURY;2320;616.9;M;20251120;20251215;1395000;SP3;R;RESIDENCE;;SAV;;;AV719306;
C;001;2962147;1;20251222 01:08;80/270293;
D;001;2962147;1;20251222 01:08;P;;;;;;
D;001;2962147;1;20251222 01:08;P;;;;;;
D;001;2962147;1;20251222 01:08;V;;;;;;
D;001;2962147;1;20251222 01:08;V;;;;;;
B;001;4160020;2;20251222 01:08;;;5;DINTON ST;GRETA;2334;612;M;20251118;20251215;865000;R2;R;RESIDENCE;;AAJ;;;AV715324;
C;001;4160020;2;20251222 01:08;2427/1244097;
D;001;4160020;2;20251222 01:08;P;;;;;;
D;001;4160020;2;20251222 01:08;V;;;;;;
B;001;4225352;3;20251222 01:08;;;93;TALLEYRAND CCT;GRETA;2334;3625;M;20251016;20251212;650000;R2;V;VACANT LAND;;AAJ;;;AV710554;
C;001;4225352;3;20251222 01:08;3212/1250482;
D;001;4225352;3;20251222 01:08;P;;;;;;
D;001;4225352;3;20251222 01:08;P;;;;;;
D;001;4225352;3;20251222 01:08;V;;;;;;
B;001;6012559;4;20251222 01:08;;;71;KENDALL ST;BELLBIRD;2325;646.8;M;20251114;20251218;800000;R2;R;RESIDENCE;;AAC;;;AV736602;
C;001;6012559;4;20251222 01:08;1/1311017;
D;001;6012559;4;20251222 01:08;P;;;;;;
D;001;6012559;4;20251222 01:08;P;;;;;;
D;001;6012559;4;20251222 01:08;V;;;;;;
D;001;6012559;4;20251222 01:08;V;;;;;;
B;001;6031429;5;20251222 01:08;;;35;FRAME DR;ABERMAIN;2326;2002;M;20250715;20251217;575000;R5;V;VACANT LAND;;AAG;;;AV728691;
C;001;6031429;5;20251222 01:08;2/1302474;
D;001;6031429;5;20251222 01:08;P;;;;;;
D;001;6031429;5;20251222 01:08;P;;;;;;
D;001;6031429;5;20251222 01:08;V;;;;;;
