A;RTSALEDATA;149;20251222 01:09;VALNET;
B;149;1661551;1;20251222 01:09;;;22;PANORAMA PDE;URUNGA;2455;780;M;20251013;20251212;1125000;R1;R;RESIDENCE;;RUR;;;AV707298;
C;149;1661551;1;20251222 01:09;12/27/258094;
D;149;1661551;1;20251222 01:09;P;;;;;;
D;149;1661551;1;20251222 01:09;V;;;;;;
D;149;1661551;1;20251222 01:09;V;;;;;;
B;149;1661583;2;20251222 01:09;;;23;PILOT ST;URUNGA;2455;739.8;M;20251124;20251216;847300;R1;R;RESIDENCE;;RUR;;;AV723549;
C;149;1661583;2;20251222 01:09;11/532805;
D;149;1661583;2;20251222 01:09;P;;;;;;
D;149;1661583;2;20251222 01:09;V;;;;;;
D;149;1661583;2;20251222 01:09;V;;;;;;
B;149;1659259;3;20251222 01:09;;;25;DORRIGO ST;DORRIGO;2453;1081;M;20251119;20251217;600000;R1;R;RESIDENCE;;RDO;;;AV728278;
C;149;1659259;3;20251222 01:09;7/G/8305;
D;149;1659259;3;20251222 01:09;P;;;;;;
D;149;1659259;3;20251222 01:09;P;;;;;;
D;149;1659259;3;20251222 01:09;V;;;;;;
B;149;1659488;4;20251222 01:09;;;132;KURRAJONG ST;DORRIGO;2453;1012;M;20251121;20251216;242500;R1;R;RESIDENCE;;RDO;;;AV726379;
C;149;1659488;4;20251222 01:09;8/D/8305;
D;149;1659488;4;20251222 01:09;P;;;;;;
D;149;1659488;4;20251222 01:09;P;;;;;;
D;149;1659488;4;20251222 01:09;V;;;;;;
D;149;1659488;4;20251222 01:09;V;;;;;;
B;149;1662398;5;20251222 01:09;;;10;WINTER AVE;MYLESTOM;2454;360.4;M;20251208;20251217;950000;R1;R;RESIDENCE;;RCV;;;AV727410;
C;149;1662398;5;20251222 01:09;389/755553;
D;149;1662398;5;20251222 01:09;P;;;;;;
D;149;1662398;5;20251222 01:09;P;;;;;;
D;149;1662398;5;20251222 01:09;V;;;;;;
D;149;1662398;5;20251222 01:09;V;;;;;;
B;149;1660746;6;20251222 01:09;;;11;BURRAWONG PDE;URUNGA;2455;1016;M;20251106;20251212;1205000;R1;R;RESIDENCE;;RUR;;;AV709523;
C;149;1660746;6;20251222 01:09;87/263599;
D;149;1660746;6;20251222 01:09;P;;;;;;
D;149;1660746;6;20251222 01:09;P;;;;;;
D;149;1660746;6;20251222 01:09;V;;;;;;
B;149;1660975;7;20251222 01:09;;;66;HILLSIDE DR;URUNGA;2455;683.6;M;20251112;20251217;780000;R1;R;RESIDENCE;;RUR;;;AV727818;
C;149;1660975;7;20251222 01:09;12/565417;
D;149;1660975;7;20251222 01:09;P;;;;;;
D;149;1660975;7;20251222 01:09;P;;;;;;
D;149;1660975;7;20251222 01:09;V;;;;;;
D;149;1660975;7;20251222 01:09;V;;;;;;
B;149;1663826;8;20251222 01:09;;;11;DILLON CL;BELLINGEN;2454;692.6;M;20251104;20251216;1000000;R1;R;RESIDENCE;;RBG;;;AV724864;
C;149;1663826;8;20251222 01:09;3/264523;
D;149;1663826;8;20251222 01:09;P;;;;;;
D;149;1663826;8;20251222 01:09;V;;;;;;
B;149;6033669;9;20251222 01:09;;;;MARTELLS RD;URUNGA;2455;6330;M;20250725;20251211;625000;;R;RESIDENCE;;;;;AV703358;
C;149;6033669;9;20251222 01:09;1/253006;
D;149;6033669;9;20251222 01:09;P;;;;;;
D;149;6033669;9;20251222 01:09;P;;;;;;
D;149;6033669;9;20251222 01:09;V;;;;;;
B;149;4565491;10;20251222 01:09;;;1055;MARTELLS RD;URUNGA;2455;25.567;H;20250725;20251211;625000;RU1;R;RESIDENCE;;RBL;;;AV703358;
C;149;4565491;10;20251222 01:09;16, 17, 18/1235896;
D;149;4565491;10;20251222 01:09;P;;;;;;
D;149;4565491;10;20251222 01:09;P;;;;;;
D;149;4565491;10;20251222 01:09;V;;;;;;
B;149;4580478;11;20251222 01:09;;;60;WHISTLER PL;BELLINGEN;2454;1;H;20251126;20251217;675000;R5;R;RESIDENCE;;LRB;;;AV728897;
C;149;4580478;11;20251222 01:09;9/1306552;
D;149;4580478;11;20251222 01:09;P;;;;;;
D;149;4580478;11;20251222 01:09;V;;;;;;
B;149;4514477;12;20251222 01:09;;;4;TAYLORS CL;BELLINGEN;2454;626.1;M;20251113;20251218;425000;R1;V;VACANT LAND;;RBG;;;AV736784;
C;149;4514477;12;20251222 01:09;22/1298296;
D;149;4514477;12;20251222 01:09;P;;;;;;
D;149;4514477;12;20251222 01:09;V;;;;;;
D;149;4514477;12;20251222 01:09;V;;;;;;
B;149;4514485;13;20251222 01:09;;;6;HYDES CREEK RD;BELLINGEN;2454;600.8;M;20251120;20251218;480000;R1;V;VACANT LAND;;RBG;;;AV733715;
C;149;4514485;13;20251222 01:09;30/1298296;
D;149;4514485;13;20251222 01:09;P;;;;;;
D;149;4514485;13;20251222 01:09;P;;;;;;
D;149;4514485;13;20251222 01:09;V;;;;;;
D;149;4514485;13;20251222 01:09;V;;;;;;
B;149;3106356;14;20251222 01:09;;;22;KENNY CL;BELLINGEN;2454;720;M;20251120;20251218;740000;R1;R;RESIDENCE;;RBG;;;AV738741;
C;149;3106356;14;20251222 01:09;45/1067792;
D;149;3106356;14;20251222 01:09;P;;;;;;
D;149;3106356;14;20251222 01:09;P;;;;;;
D;149;3106356;14;20251222 01:09;V;;;;;;
Z;74;14;14;44;
