A;RTSALEDATA;275;20251229 01:09;VALNET;
B;275;1226425;1;20251229 01:09;;;26 L;DEBEAUFORT DR;DUBBO;2830;2.503;H;20251114;20251222;1185000;R5;R;RESIDENCE;;SRR;;;AV754938;
C;275;1226425;1;20251229 01:09;66/1016415;
D;275;1226425;1;20251229 01:09;P;;;;;;
D;275;1226425;1;20251229 01:09;P;;;;;;
D;275;1226425;1;20251229 01:09;V;;;;;;
B;275;1234433;2;20251229 01:09;;;79;TAYLOR ST;DUBBO;2830;693.97;M;20251117;20251219;650150;R2;R;RESIDENCE;;LDS;;;AV747999;
C;275;1234433;2;20251229 01:09;12/23679;
D;275;1234433;2;20251229 01:09;P;;;;;;
D;275;1234433;2;20251229 01:09;P;;;;;;
D;275;1234433;2;20251229 01:09;V;;;;;;
B;275;1223944;3;20251229 01:09;;;12;BRIGALOW AVE;DUBBO;2830;721.5;M;20251201;20251219;772000;R2;R;RESIDENCE;;LDF;;;AV748735;
C;275;1223944;3;20251229 01:09;9/56/238469;
D;275;1223944;3;20251229 01:09;P;;;;;;
D;275;1223944;3;20251229 01:09;P;;;;;;
D;275;1223944;3;20251229 01:09;V;;;;;;
D;275;1223944;3;20251229 01:09;V;;;;;;
B;275;1226835;4;20251229 01:09;;;103;BIRCH AVE;DUBBO;2830;950.1;M;20251110;20251219;680000;R2;R;RESIDENCE;;LDF;;;AV750317;
C;275;1226835;4;20251229 01:09;270/262001;
D;275;1226835;4;20251229 01:09;P;;;;;;
D;275;1226835;4;20251229 01:09;V;;;;;;
B;275;1232348;5;20251229 01:09;;;7;PETERS ST;DUBBO;2830;613.4;M;20251216;20251224;500000;R2;R;RESIDENCE;;LDS;;;AV760915;
C;275;1232348;5;20251229 01:09;22/518325;
D;275;1232348;5;20251229 01:09;P;;;;;;
D;275;1232348;5;20251229 01:09;V;;;;;;
D;275;1232348;5;20251229 01:09;V;;;;;;
B;275;1227041;6;20251229 01:09;;;18 A;ERSKINE ST;DUBBO;2830;367.6;M;20250930;20251222;515000;E3;R;RESIDENCE;;DHP;;;AV752539;
C;275;1227041;6;20251229 01:09;1, 2/455601;
D;275;1227041;6;20251229 01:09;P;;;;;;
D;275;1227041;6;20251229 01:09;V;;;;;;
B;275;1227275;7;20251229 01:09;;;348;FITZROY ST;DUBBO;2830;803;M;20250923;20251222;565000;R2;R;RESIDENCE;;LDS;;;AV753529;
C;275;1227275;7;20251229 01:09;14/30609;
D;275;1227275;7;20251229 01:09;P;;;;;;
D;275;1227275;7;20251229 01:09;P;;;;;;
D;275;1227275;7;20251229 01:09;V;;;;;;
B;275;1235298;8;20251229 01:09;;;5;WHEELER ST;DUBBO;2830;619.7;M;20251031;20251219;600000;R1;R;RESIDENCE;;GRS;;;AV747067;
C;275;1235298;8;20251229 01:09;19/24706;
D;275;1235298;8;20251229 01:09;P;;;;;;
D;275;1235298;8;20251229 01:09;P;;;;;;
D;275;1235298;8;20251229 01:09;V;;;;;;
B;275;1230084;9;20251229 01:09;;;11;BOUNDARY RD;DUBBO;2830;1208;M;20251114;20251222;890000;R1;R;RESIDENCE;;GRU;;;AV751956;
C;275;1230084;9;20251229 01:09;4/835256;
D;275;1230084;9;20251229 01:09;P;;;;;;
D;275;1230084;9;20251229 01:09;V;;;;;;
D;275;1230084;9;20251229 01:09;V;;;;;;
B;275;1230155;10;20251229 01:09;;;174;MACQUARIE ST;DUBBO;2830;809.4;M;20251113;20251219;1290000;E2;3;COMMERCIAL;;DCC;;;AV747519;
C;275;1230155;10;20251229 01:09;1/660345;
D;275;1230155;10;20251229 01:09;P;;;;;;
D;275;1230155;10;20251229 01:09;V;;;;;;
D;275;1230155;10;20251229 01:09;V;;;;;;
B;275;1235446;11;20251229 01:09;;;465 A;WHEELERS LANE;DUBBO;2830;400.4;M;20251114;20251219;491500;R2;R;RESIDENCE;;LDF;;;AV748825;
C;275;1235446;11;20251229 01:09;200/852001;
D;275;1235446;11;20251229 01:09;P;;;;;;
D;275;1235446;11;20251229 01:09;V;;;;;;
B;275;1222113;12;20251229 01:09;;;33;ALCHERINGA ST;DUBBO;2830;733.5;M;20251117;20251222;380000;R2;R;RESIDENCE;;LDW;;;AV755074;
C;275;1222113;12;20251229 01:09;45/229748;
D;275;1222113;12;20251229 01:09;P;;;;;;
D;275;1222113;12;20251229 01:09;V;;;;;;
B;275;1235662;13;20251229 01:09;;;4;WILKINS ST;DUBBO;2830;1012;M;20251203;20251222;463000;R2;R;RESIDENCE;;LDW;;;AV752061;
C;275;1235662;13;20251229 01:09;A/356776;
D;275;1235662;13;20251229 01:09;P;;;;;;
D;275;1235662;13;20251229 01:09;P;;;;;;
D;275;1235662;13;20251229 01:09;V;;;;;;
B;275;1228184;14;20251229 01:09;;;10 B;GREENWAY PL;DUBBO;2830;454.4;M;20251125;20251219;370000;R2;R;RESIDENCE;;LDC;;;AV747315;
C;275;1228184;14;20251229 01:09;61/732577;
D;275;1228184;14;20251229 01:09;P;;;;;;
D;275;1228184;14;20251229 01:09;V;;;;;;
B;275;1233700;15;20251229 01:09;;;2;NELSON PL;DUBBO;2830;927.9;M;20251210;20251219;630000;R2;R;RESIDENCE;;LDE;;;AV748963;
C;275;1233700;15;20251229 01:09;18/263261;
D;275;1233700;15;20251229 01:09;P;;;;;;
D;275;1233700;15;20251229 01:09;P;;;;;;
D;275;1233700;15;20251229 01:09;V;;;;;;
D;275;1233700;15;20251229 01:09;V;;;;;;
B;275;1228386;16;20251229 01:09;;;32;HAY ST;DUBBO;2830;645;M;20251119;20251219;595000;R2;R;RESIDENCE;;LDS;;;AV741958;
C;275;1228386;16;20251229 01:09;7/24706;
D;275;1228386;16;20251229 01:09;P;;;;;;
D;275;1228386;16;20251229 01:09;V;;;;;;
B;275;1225701;17;20251229 01:09;;;28;CORBETT AVE;DUBBO;2830;759;M;20251120;20251219;550000;R2;R;RESIDENCE;;LDW;;;AV750203;
C;275;1225701;17;20251229 01:09;22/255755;
D;275;1225701;17;20251229 01:09;P;;;;;;
D;275;1225701;17;20251229 01:09;P;;;;;;
D;275;1225701;17;20251229 01:09;V;;;;;;
B;275;3403456;18;20251229 01:09;;18;8;ARBORY CL;DUBBO;2830;389.2;M;20251204;20251219;800000;R1;R;RESIDENCE;;GRS;;;AV741605;
C;275;3403456;18;20251229 01:09;10/286107;
D;275;3403456;18;20251229 01:09;P;;;;;;
D;275;3403456;18;20251229 01:09;V;;;;;;
B;275;3412785;19;20251229 01:09;;;11;COBBITY AVE;DUBBO;2830;833;M;20251114;20251219;790000;R2;R;RESIDENCE;;LDF;;;AV741035;
C;275;3412785;19;20251229 01:09;102/1130906;
D;275;3412785;19;20251229 01:09;P;;;;;;
D;275;3412785;19;20251229 01:09;P;;;;;;
D;275;3412785;19;20251229 01:09;V;;;;;;
B;275;3465311;20;20251229 01:09;;;12;GLENSHEE CL;DUBBO;2830;574.4;M;20251110;20251222;666500;R1;R;RESIDENCE;;GRS;;;AV756028;
C;275;3465311;20;20251229 01:09;22/1137016;
D;275;3465311;20;20251229 01:09;P;;;;;;
D;275;3465311;20;20251229 01:09;P;;;;;;
D;275;3465311;20;20251229 01:09;V;;;;;;
B;275;3434556;21;20251229 01:09;;;48;GEURIE ST;GEURIE;2818;8.476;H;20251124;20251222;1200000;R5;R;RESIDENCE;;RRG;;;AV752901;
C;275;3434556;21;20251229 01:09;149, 150, 151/754313 1/1123566;
D;275;3434556;21;20251229 01:09;P;;;;;;
D;275;3434556;21;20251229 01:09;V;;;;;;
D;275;3434556;21;20251229 01:09;V;;;;;;
B;275;6019708;22;20251229 01:09;;;20;LAY ST;MONTEFIORES;2820;2706;M;20251031;20251219;280000;R2;R;RESIDENCE;;AAM;;;AV743356;
C;275;6019708;22;20251229 01:09;14/1318253;
D;275;6019708;22;20251229 01:09;P;;;;;;
D;275;6019708;22;20251229 01:09;P;;;;;;
D;275;6019708;22;20251229 01:09;P;;;;;;
D;275;6019708;22;20251229 01:09;V;;;;;;
B;275;6027227;23;20251229 01:09;;;42 A;COVE CCT;DUBBO;2830;384.2;M;20251211;20251219;629000;R2;R;RESIDENCE;;LDN;;;AV748407;
C;275;6027227;23;20251229 01:09;103/1319979;
D;275;6027227;23;20251229 01:09;P;;;;;;
D;275;6027227;23;20251229 01:09;P;;;;;;
D;275;6027227;23;20251229 01:09;V;;;;;;
B;275;6024566;24;20251229 01:09;;7;22;COVE CCT;DUBBO;2830;200.2;M;20251121;20251219;547000;R2;R;RESIDENCE;;LDN;;;AV748287;
C;275;6024566;24;20251229 01:09;8/271549;
D;275;6024566;24;20251229 01:09;P;;;;;;
D;275;6024566;24;20251229 01:09;V;;;;;;
B;275;1287747;25;20251229 01:09;;;1;JEAN ST;WELLINGTON;2820;695.6;M;20251110;20251219;90000;R1;V;VACANT LAND;;AAB;;;AV746241;
C;275;1287747;25;20251229 01:09;35/3518;
D;275;1287747;25;20251229 01:09;P;;;;;;
D;275;1287747;25;20251229 01:09;V;;;;;;
B;275;1288002;26;20251229 01:09;;;105;MAXWELL ST;WELLINGTON;2820;607;M;20251124;20251219;355000;R1;R;RESIDENCE;;AAC;;;AV747014;
C;275;1288002;26;20251229 01:09;6/2/3647;
D;275;1288002;26;20251229 01:09;P;;;;;;
D;275;1288002;26;20251229 01:09;V;;;;;;
B;275;1288364;27;20251229 01:09;;;196;PERCY ST;WELLINGTON;2820;493.2;M;20251118;20251219;330000;R1;R;RESIDENCE;;AAC;;;AV741663;
C;275;1288364;27;20251229 01:09;1/742258;
D;275;1288364;27;20251229 01:09;P;;;;;;
D;275;1288364;27;20251229 01:09;P;;;;;;
D;275;1288364;27;20251229 01:09;V;;;;;;
