A;RTSALEDATA;261;20251229 01:09;VALNET;
B;261;816372;1;20251229 01:09;;;190;CLYDE ST;SOUTH GRANVILLE;2142;328.8;M;20250904;20251222;830000;R3;R;RESIDENCE;;KAB;;;AV752876;
C;261;816372;1;20251229 01:09;64/1305;
D;261;816372;1;20251229 01:09;P;;;;;;
D;261;816372;1;20251229 01:09;V;;;;;;
B;261;825414;2;20251229 01:09;;;7;GREGORY ST;GRANVILLE;2142;371.55;M;20251115;20251222;1353000;R2;R;RESIDENCE;;BCA;;;AV754972;
C;261;825414;2;20251229 01:09;19/5/1788;
D;261;825414;2;20251229 01:09;P;;;;;;
D;261;825414;2;20251229 01:09;P;;;;;;
D;261;825414;2;20251229 01:09;V;;;;;;
D;261;825414;2;20251229 01:09;V;;;;;;
B;261;2437899;3;20251229 01:09;;8;64;CLYDE ST;GUILDFORD;2161;;;20251108;20251222;486000;;R;RESIDENCE;8;;;;AV752099;
C;261;2437899;3;20251229 01:09;8/SP55248;
D;261;2437899;3;20251229 01:09;P;;;;;;
D;261;2437899;3;20251229 01:09;V;;;;;;
B;261;2440902;4;20251229 01:09;;;33;ELSINORE ST;MERRYLANDS;2160;696.77;M;20251129;20251223;2785000;R3;R;RESIDENCE;;AAT;;;AV758547;
C;261;2440902;4;20251229 01:09;20/6975;
D;261;2440902;4;20251229 01:09;P;;;;;;
D;261;2440902;4;20251229 01:09;P;;;;;;
D;261;2440902;4;20251229 01:09;V;;;;;;
B;261;2444184;5;20251229 01:09;;;10;GUERNSEY ST;GUILDFORD;2161;408.7;M;20251117;20251219;1600000;E4;3;WAREHOUSE;;GI5;;;AV750000;
C;261;2444184;5;20251229 01:09;10/7419;
D;261;2444184;5;20251229 01:09;P;;;;;;
D;261;2444184;5;20251229 01:09;V;;;;;;
B;261;2436170;6;20251229 01:09;;12;10;CALLIOPE ST;GUILDFORD;2161;;;20251114;20251219;490000;;R;RESIDENCE;12;;;;AV742940;
C;261;2436170;6;20251229 01:09;12/SP57485;
D;261;2436170;6;20251229 01:09;P;;;;;;
D;261;2436170;6;20251229 01:09;V;;;;;;
B;261;2434055;7;20251229 01:09;;;51;BERWICK ST;GUILDFORD;2161;450;M;20251110;20251219;1230000;R3;R;RESIDENCE;;AAT;;;AV748747;
C;261;2434055;7;20251229 01:09;7, 8/15/734;
D;261;2434055;7;20251229 01:09;P;;;;;;
D;261;2434055;7;20251229 01:09;P;;;;;;
D;261;2434055;7;20251229 01:09;P;;;;;;
D;261;2434055;7;20251229 01:09;V;;;;;;
D;261;2434055;7;20251229 01:09;V;;;;;;
B;261;2461399;8;20251229 01:09;;;30;VICTOR ST;GREYSTANES;2145;561.9;M;20251126;20251219;1702000;R2;R;RESIDENCE;;AAB;;;AV750383;
C;261;2461399;8;20251229 01:09;3/255104;
D;261;2461399;8;20251229 01:09;P;;;;;;
D;261;2461399;8;20251229 01:09;P;;;;;;
D;261;2461399;8;20251229 01:09;V;;;;;;
D;261;2461399;8;20251229 01:09;V;;;;;;
B;261;2461494;9;20251229 01:09;;;48;VILLIERS ST;MERRYLANDS;2160;404.7;M;20251025;20251219;1360000;R3;R;RESIDENCE;;AAT;;;AV750608;
C;261;2461494;9;20251229 01:09;21, 22/6/2628;
D;261;2461494;9;20251229 01:09;P;;;;;;
D;261;2461494;9;20251229 01:09;V;;;;;;
B;261;2458934;10;20251229 01:09;;11;29;STAPLETON ST;WENTWORTHVILLE;2145;;;20251112;20251219;742000;;R;RESIDENCE;11;;;;AV743671;
C;261;2458934;10;20251229 01:09;11/SP58621;
D;261;2458934;10;20251229 01:09;P;;;;;;
D;261;2458934;10;20251229 01:09;V;;;;;;
D;261;2458934;10;20251229 01:09;V;;;;;;
B;261;2459007;11;20251229 01:09;;4;79;STAPLETON ST;PENDLE HILL;2145;;;20251122;20251222;500000;;R;RESIDENCE;4;;;;AV752954;
C;261;2459007;11;20251229 01:09;4/SP53913;
D;261;2459007;11;20251229 01:09;P;;;;;;
D;261;2459007;11;20251229 01:09;V;;;;;;
D;261;2459007;11;20251229 01:09;V;;;;;;
B;261;2453923;12;20251229 01:09;;;13;OLDFIELD ST;GREYSTANES;2145;556.4;M;20251108;20251219;1611000;R2;R;RESIDENCE;;AAB;;;AV743944;
C;261;2453923;12;20251229 01:09;19/238333;
D;261;2453923;12;20251229 01:09;P;;;;;;
D;261;2453923;12;20251229 01:09;P;;;;;;
D;261;2453923;12;20251229 01:09;V;;;;;;
D;261;2453923;12;20251229 01:09;V;;;;;;
B;261;2446365;13;20251229 01:09;;;1;HUNT ST;GUILDFORD WEST;2161;512.2;M;20251108;20251222;1171000;R2;R;RESIDENCE;;AAF;;;AV753074;
C;261;2446365;13;20251229 01:09;A/421677;
D;261;2446365;13;20251229 01:09;P;;;;;;
D;261;2446365;13;20251229 01:09;P;;;;;;
D;261;2446365;13;20251229 01:09;V;;;;;;
B;261;2446646;14;20251229 01:09;;;18;IRRIGATION RD;MERRYLANDS;2160;1093;M;20250520;20251223;2320000;R2;R;RESIDENCE;;AAD;;;AV758915;
C;261;2446646;14;20251229 01:09;1/565315;
D;261;2446646;14;20251229 01:09;P;;;;;;
D;261;2446646;14;20251229 01:09;V;;;;;;
B;261;2457588;15;20251229 01:09;;;31;RUBINA ST;MERRYLANDS WEST;2160;404.6;M;20251108;20251222;1220000;R3;R;RESIDENCE;;AAT;;;AV753150;
C;261;2457588;15;20251229 01:09;46, 47/C/2733;
D;261;2457588;15;20251229 01:09;P;;;;;;
D;261;2457588;15;20251229 01:09;V;;;;;;
B;261;2450191;16;20251229 01:09;;15;12;MANCHESTER ST;MERRYLANDS;2160;;;20251201;20251223;515000;;R;RESIDENCE;15;;;;AV759158;
C;261;2450191;16;20251229 01:09;15/SP37620;
D;261;2450191;16;20251229 01:09;P;;;;;;
D;261;2450191;16;20251229 01:09;V;;;;;;
B;261;2450263;17;20251229 01:09;;;74;MANDOON RD;GIRRAWEEN;2145;3000;M;20250819;20251219;5750000;E4;3;COMMERCIAL;;GI8;;;AV750817;
C;261;2450263;17;20251229 01:09;4/12737;
D;261;2450263;17;20251229 01:09;P;;;;;;
D;261;2450263;17;20251229 01:09;V;;;;;;
B;261;2455351;18;20251229 01:09;;;80;PENDLE WAY;PENDLE HILL;2145;1467;M;20251121;20251219;9800000;R3;3;COMMERCIAL;;AAU;;;AV744585;
C;261;2455351;18;20251229 01:09;407D/403661;
D;261;2455351;18;20251229 01:09;P;;;;;;
D;261;2455351;18;20251229 01:09;V;;;;;;
B;261;2457936;19;20251229 01:09;;;20;SAMMUT ST;SMITHFIELD;2164;1761;M;20251218;20251223;7500000;E4;3;COMMERCIAL;;GI5;;;AV760091;
C;261;2457936;19;20251229 01:09;81/245729;
D;261;2457936;19;20251229 01:09;P;;;;;;
D;261;2457936;19;20251229 01:09;V;;;;;;
B;261;2455878;20;20251229 01:09;;;33;PRICE ST;MERRYLANDS;2160;720.8;M;20251219;20251222;2200000;R2;R;RESIDENCE;;AAE;;;AV751816;
C;261;2455878;20;20251229 01:09;118/628;
D;261;2455878;20;20251229 01:09;P;;;;;;
D;261;2455878;20;20251229 01:09;V;;;;;;
B;261;2830911;21;20251229 01:09;;31;40;STATION RD;AUBURN;2144;;;20251128;20251219;715000;;R;RESIDENCE;31;;;;AV749707;
C;261;2830911;21;20251229 01:09;31/SP68538;
D;261;2830911;21;20251229 01:09;P;;;;;;
D;261;2830911;21;20251229 01:09;P;;;;;;
